Year,Species,Average US Price (USD/t),Average Price (2005 USD/t)
1979,"HALIBUT, GREENLAND",,
1979,"HALIBUT, PACIFIC",3231.915964,7386.455942
1980,"HALIBUT, ATLANTIC",3137.059538,6570.42526
1980,"HALIBUT, CALIFORNIA",3149.897452,6597.313673
1980,"HALIBUT, PACIFIC",1597.137409,3345.13
1981,"HALIBUT, ATLANTIC",3129.781022,5993.453012
1981,"HALIBUT, CALIFORNIA",3360.012221,6434.340046
1981,"HALIBUT, GREENLAND",,
1981,"HALIBUT, PACIFIC",1718.953108,3291.752557
1982,"HALIBUT, ATLANTIC",3240.431499,5848.980362
1982,"HALIBUT, CALIFORNIA",3421.251135,6175.359888
1982,"HALIBUT, PACIFIC",1857.772853,3353.280864
1983,"HALIBUT, ATLANTIC",3837.595269,6663.292753
1983,"HALIBUT, CALIFORNIA",3456.782236,6002.079533
1983,"HALIBUT, PACIFIC",1854.554509,3220.099763
1984,"HALIBUT, ATLANTIC",3993.67801,6683.297895
1984,"HALIBUT, CALIFORNIA",3873.02964,6481.39654
1984,"HALIBUT, PACIFIC",1226.931301,2053.231973
1985,"HALIBUT, ATLANTIC",4147.411504,6734.885686
1985,"HALIBUT, CALIFORNIA",4011.045981,6513.444864
1985,"HALIBUT, GREENLAND",3390,5504.94265
1985,"HALIBUT, PACIFIC",1396.924841,2268.433964
1986,"HALIBUT, ATLANTIC",4995.426696,7934.543849
1986,"HALIBUT, CALIFORNIA",4403.026977,6993.598894
1986,"HALIBUT, GREENLAND",451.0761658,716.4720523
1986,"HALIBUT, PACIFIC",2501.081911,3972.622421
1987,"HALIBUT, ATLANTIC",6120.830671,9445.350035
1987,"HALIBUT, CALIFORNIA",4733.615798,7304.671628
1987,"HALIBUT, GREENLAND",529.5008251,817.0983492
1987,"HALIBUT, PACIFIC",2488.961628,3840.837145
1988,"HALIBUT, ATLANTIC",4233.003802,6312.334479
1988,"HALIBUT, CALIFORNIA",4939.98407,7366.596684
1988,"HALIBUT, GREENLAND",461.2736078,687.8598355
1988,"HALIBUT, PACIFIC",2102.030472,3134.587174
1989,"HALIBUT, ATLANTIC",5605.330189,8055.530406
1989,"HALIBUT, CALIFORNIA",4923.393534,7075.50581
1989,"HALIBUT, GREENLAND",231.8018725,333.1270361
1989,"HALIBUT, PACIFIC",2579.388398,3706.889865
1990,"HALIBUT, ATLANTIC",4729.754601,6548.853027
1990,"HALIBUT, CALIFORNIA",5068.247592,7017.532913
1990,"HALIBUT, GREENLAND",224.1510548,310.3612001
1990,"HALIBUT, PACIFIC",3071.804772,4253.243493
1991,"HALIBUT, ATLANTIC",5052.772586,6766.167454
1991,"HALIBUT, CALIFORNIA",5249.832627,7030.050543
1991,"HALIBUT, GREENLAND",612.5636286,820.2839169
1991,"HALIBUT, PACIFIC",3358.351015,4497.167634
1992,"HALIBUT, ATLANTIC",5060.176211,6636.29932
1992,"HALIBUT, CALIFORNIA",5324.598904,6983.083318
1992,"HALIBUT, GREENLAND",577.3067703,757.1239355
1992,"HALIBUT, PACIFIC",1701.33082,2231.254425
1993,"HALIBUT, ATLANTIC",6233.489583,7999.687577
1993,"HALIBUT, CALIFORNIA",5465.898495,7014.6071
1993,"HALIBUT, GREENLAND",525.5051801,674.4019067
1993,"HALIBUT, PACIFIC",2178.556481,2795.829043
1994,"HALIBUT, ATLANTIC",5823.256881,7324.098858
1994,"HALIBUT, CALIFORNIA",6162.988975,7751.390921
1994,"HALIBUT, GREENLAND",472.6964705,594.5256668
1994,"HALIBUT, PACIFIC",3316.392021,4171.1337
1995,"HALIBUT, ATLANTIC",7072.571429,8693.16023
1995,"HALIBUT, CALIFORNIA",6137.315208,7543.602072
1995,"HALIBUT, GREENLAND",576.0089694,707.9940181
1995,"HALIBUT, PACIFIC",3480.976045,4278.596946
1996,"HALIBUT, ATLANTIC",7105.757576,8581.98694
1996,"HALIBUT, CALIFORNIA",5911.951335,7140.16607
1996,"HALIBUT, GREENLAND",652.6812676,788.2765567
1996,"HALIBUT, PACIFIC",3860.517177,4662.544091
1997,"HALIBUT, ATLANTIC",7122.285714,8439.259444
1997,"HALIBUT, CALIFORNIA",5466.41668,6477.205555
1997,"HALIBUT, GREENLAND",913.6100048,1082.544589
1997,"HALIBUT, PACIFIC",3684.242313,4365.491358
1998,"HALIBUT, ATLANTIC",6229.761905,7279.435092
1998,"HALIBUT, CALIFORNIA",5138.030358,6003.754087
1998,"HALIBUT, GREENLAND",748.2536438,874.329375
1998,"HALIBUT, PACIFIC",2210.165234,2582.563284
1999,"HALIBUT, ATLANTIC",6851.826087,7890.61331
1999,"HALIBUT, CALIFORNIA",5436.596167,6260.824126
1999,"HALIBUT, GREENLAND",905.3623188,1042.621904
1999,"HALIBUT, PACIFIC",3491.106516,4020.383937
2000,"HALIBUT, ATLANTIC",5512.792793,6214.116182
2000,"HALIBUT, CALIFORNIA",6254.509304,7050.191969
2000,"HALIBUT, GREENLAND",475.6515414,536.162713
2000,"HALIBUT, PACIFIC",4218.246632,4754.881172
2001,"HALIBUT, ATLANTIC",6389.252336,7042.418363
2001,"HALIBUT, CALIFORNIA",6505.747043,7170.822191
2001,"HALIBUT, GREENLAND",305.8681789,337.1367362
2001,"HALIBUT, PACIFIC",3295.778161,3632.701828
2002,"HALIBUT, ATLANTIC",7707.3,8359.460632
2002,"HALIBUT, CALIFORNIA",6555.024233,7109.683938
2002,"HALIBUT, GREENLAND",479.6434652,520.2289602
2002,"HALIBUT, PACIFIC",3723.00982,4038.035891
2003,"HALIBUT, ATLANTIC",5279.161677,5607.737636
2003,"HALIBUT, CALIFORNIA",6593.274592,7003.641173
2003,"HALIBUT, GREENLAND",577.7489347,613.7081309
2003,"HALIBUT, PACIFIC",4831.714422,5132.441185
2004,"HALIBUT, ATLANTIC",8566.428571,8850.770858
2004,"HALIBUT, CALIFORNIA",6806.304966,7032.224123
2004,"HALIBUT, GREENLAND",366.1463127,378.2996715
2004,"HALIBUT, PACIFIC",4924.006228,5087.44694
2005,"HALIBUT, ATLANTIC",6891.369048,6891.369048
2005,"HALIBUT, CALIFORNIA",6807.979582,6807.979582
2005,"HALIBUT, GREENLAND",328.7020063,328.7020063
2005,"HALIBUT, PACIFIC",5133.112323,5133.112323
2006,"HALIBUT, ATLANTIC",9819.18239,9512.316808
2006,"HALIBUT, CALIFORNIA",8256.334966,7998.310934
2006,"HALIBUT, GREENLAND",311.1459155,301.4220944
2006,"HALIBUT, PACIFIC",6196.750497,6003.091863
2007,"HALIBUT, ATLANTIC",10700.41494,10073.95423
2007,"HALIBUT, CALIFORNIA",10316.0962,9712.135602
2007,"HALIBUT, GREENLAND",221.972096,208.9766376
2007,"HALIBUT, PACIFIC",7160.895577,6741.657654
2008,"HALIBUT, ATLANTIC",10944.16084,10080.51475
2008,"HALIBUT, CALIFORNIA",10632.89547,9793.81253
2008,"HALIBUT, GREENLAND",688.2816405,633.9666722
2008,"HALIBUT, PACIFIC",7160.645902,6595.571618
2009,"HALIBUT, ATLANTIC",10259.17595,9367.256626
2009,"HALIBUT, CALIFORNIA",9020.509777,8236.27847
2009,"HALIBUT, GREENLAND",733.7493525,669.9581448
2009,"HALIBUT, PACIFIC",5174.422481,4724.564967
2010,"HALIBUT, ATLANTIC",13272.95082,11959.0397
2010,"HALIBUT, CALIFORNIA",9701.418557,8741.05926
2010,"HALIBUT, GREENLAND",542.83818,489.1017403
2010,"HALIBUT, PACIFIC",8087.754708,7287.134636
2011,"HALIBUT, ATLANTIC",14715.98425,12983.00588
2011,"HALIBUT, CALIFORNIA",10914.85828,9629.506722
2011,"HALIBUT, GREENLAND",1047.998987,924.5849126
2011,"HALIBUT, PACIFIC",10974.15216,9681.818059
2012,"HALIBUT, ATLANTIC",14965.91304,12898.61558
2012,"HALIBUT, CALIFORNIA",11045.89338,9520.082876
2012,"HALIBUT, GREENLAND",1031.207557,888.763006
2012,"HALIBUT, PACIFIC",9874.082913,8510.138965
1950,SOLES,109.5885512,778.5170674
1951,SOLES,160.1692452,1043.022124
1952,SOLES,161.5358772,1028.983537
1953,SOLES,130.8199438,826.1279453
1954,SOLES,129.2420344,809.0551356
1955,"SOLE, DOVER",106.5075817,668.8676129
1955,"SOLE, ENGLISH",127.7441885,802.2335039
1955,"SOLE, PETRALE",195.7416997,1229.257874
1955,"SOLE, REX",109.4661563,687.4474617
1955,"SOLE, YELLOWFIN",189.6190476,1190.807619
1955,SOLES,119.7272036,751.8868387
1956,"SOLE, DOVER",104.332489,644.774782
1956,"SOLE, ENGLISH",138.0639769,853.2353775
1956,"SOLE, PETRALE",210.440134,1300.520028
1956,"SOLE, REX",115.2065322,711.9763689
1956,"SOLE, SAND",190.9116809,1179.834188
1956,SOLES,110.4164388,682.3735916
1957,"SOLE, DOVER",108.2117083,643.8596645
1957,"SOLE, ENGLISH",144.9939258,862.7138585
1957,"SOLE, PETRALE",220.0448314,1309.266747
1957,"SOLE, REX",123.3838292,734.1337835
1957,"SOLE, SAND",201.6535433,1199.838583
1957,SOLES,133.1093502,792.0006339
1958,"SOLE, DOVER",115.1713754,662.2354085
1958,"SOLE, ENGLISH",148.9726907,856.5929715
1958,"SOLE, PETRALE",235.3671977,1353.361387
1958,"SOLE, REX",127.240471,731.6327084
1958,"SOLE, SAND",199.8181818,1148.954545
1958,SOLES,120.1800717,691.0354125
1959,"SOLE, DOVER",118.5660559,677.1307453
1959,"SOLE, ENGLISH",149.1363094,851.7174629
1959,"SOLE, PETRALE",234.7303183,1340.544848
1959,"SOLE, REX",126.979835,725.1818378
1959,"SOLE, SAND",201.2413793,1149.289517
1959,SOLES,137.8359096,787.1808799
1960,"SOLE, DOVER",125.0307234,671.3089445
1960,"SOLE, ENGLISH",152.2932715,817.6857056
1960,"SOLE, PETRALE",254.4625523,1366.248093
1960,"SOLE, REX",127.5393191,684.7779758
1960,"SOLE, SAND",217.5675676,1168.153316
1960,SOLES,143.4993419,770.4697621
1961,"SOLE, DOVER",128.5420129,681.7781317
1961,"SOLE, ENGLISH",157.6218406,836.0155686
1961,"SOLE, PETRALE",252.9811443,1341.794858
1961,"SOLE, REX",145.6181619,772.3488697
1961,"SOLE, SAND",226.017192,1198.779881
1961,SOLES,129.7591172,688.2335704
1962,"SOLE, DOVER",132.7730963,694.7280329
1962,"SOLE, ENGLISH",158.5649143,829.6823233
1962,"SOLE, PETRALE",262.2660384,1372.292837
1962,"SOLE, REX",146.4308078,766.1912682
1962,"SOLE, SAND",223.32211,1168.520841
1962,SOLES,136.8482052,716.0508192
1963,"SOLE, DOVER",135.0247915,699.1015809
1963,"SOLE, ENGLISH",170.4845062,882.6970695
1963,"SOLE, PETRALE",266.0498339,1377.494143
1963,"SOLE, REX",152.2078288,788.0681209
1963,"SOLE, SAND",230.8921438,1195.462411
1963,SOLES,143.7851172,744.4588631
1964,"SOLE, DOVER",133.3642658,680.2407491
1964,"SOLE, ENGLISH",169.9812788,867.0103022
1964,"SOLE, PETRALE",263.6602108,1344.831152
1964,"SOLE, REX",149.0795437,760.3984458
1964,"SOLE, SAND",254.1377049,1296.260446
1964,SOLES,139.4325359,711.1927027
1965,"SOLE, DOVER",133.9701272,670.7330063
1965,"SOLE, ENGLISH",172.0444304,861.3552918
1965,"SOLE, PETRALE",269.1056641,1347.300737
1965,"SOLE, REX",150.4792191,753.3871996
1965,"SOLE, SAND",252.2869318,1263.096302
1965,SOLES,144.4237622,723.0700321
1966,"SOLE, DOVER",146.7930216,713.8524443
1966,"SOLE, ENGLISH",191.5307608,931.4114545
1966,"SOLE, PETRALE",294.3477933,1431.409269
1966,"SOLE, REX",178.4470208,867.7854066
1966,"SOLE, SAND",266.9784846,1298.312697
1966,SOLES,160.3795565,779.9235763
1967,"SOLE, DOVER",142.4615761,671.984494
1967,"SOLE, ENGLISH",193.2486368,911.5446493
1967,"SOLE, PETRALE",282.8531613,1334.20494
1967,"SOLE, REX",186.1465485,878.0444359
1967,"SOLE, SAND",260.5691643,1229.092383
1967,SOLES,153.7066703,725.02707
1968,"SOLE, DOVER",149.1629,674.8730341
1968,"SOLE, ENGLISH",166.6196922,753.8545925
1968,"SOLE, PETRALE",291.066138,1316.900433
1968,"SOLE, REX",171.6229086,776.4911586
1968,"SOLE, SAND",262.8779979,1189.365935
1968,SOLES,92.45929734,418.3230986
1969,"SOLE, DOVER",157.8813993,682.0422601
1969,"SOLE, ENGLISH",193.8133874,837.2672231
1969,"SOLE, PETRALE",297.8731257,1286.801743
1969,"SOLE, REX",212.5087822,918.0306909
1969,"SOLE, SAND",251.3095238,1085.648571
1969,SOLES,162.6266824,702.541721
1970,"SOLE, DOVER",179.2954674,737.1619072
1970,"SOLE, ENGLISH",217.4220849,893.9170692
1970,"SOLE, PETRALE",342.7229895,1409.083767
1970,"SOLE, REX",240.2861122,987.9210626
1970,"SOLE, SAND",264.2075257,1086.272432
1970,SOLES,174.5647232,717.7117532
1971,"SOLE, DOVER",182.2898874,713.880018
1971,"SOLE, ENGLISH",234.9044254,919.9280217
1971,"SOLE, PETRALE",363.4071297,1423.167747
1971,"SOLE, REX",254.4638029,996.5260654
1971,"SOLE, SAND",270.0754148,1057.663948
1971,SOLES,203.237421,795.9143309
1972,"SOLE, DOVER",180.4764282,677.6779383
1972,"SOLE, ENGLISH",251.4283616,944.0981043
1972,"SOLE, PETRALE",369.2502464,1386.512068
1972,"SOLE, REX",266.6219981,1001.149279
1972,"SOLE, SAND",281.6816143,1057.697216
1972,SOLES,227.0291496,852.480557
1973,"SOLE, DOVER",222.6266009,792.0616459
1973,"SOLE, ENGLISH",269.9262067,960.3443375
1973,"SOLE, PETRALE",394.3463636,1403.006777
1973,"SOLE, REX",265.9325591,946.135725
1973,"SOLE, SAND",369.1459977,1313.348833
1973,SOLES,265.3872752,944.1957123
1974,"SOLE, DOVER",262.310662,855.5504357
1974,"SOLE, ENGLISH",358.3227647,1168.70277
1974,"SOLE, PETRALE",468.8228106,1529.10887
1974,"SOLE, REX",369.4077834,1204.857582
1974,"SOLE, SAND",427.294751,1393.66127
1974,SOLES,355.9680968,1161.022804
1975,"SOLE, DOVER",244.3864603,728.1464026
1975,"SOLE, ENGLISH",367.7310785,1095.65015
1975,"SOLE, PETRALE",516.6806054,1539.443403
1975,"SOLE, REX",393.0077542,1170.961689
1975,"SOLE, SAND",453.7365064,1351.902247
1975,SOLES,301.814992,899.2539947
1976,"SOLE, C-O",290,817.3732795
1976,"SOLE, DOVER",296.4304604,835.4977157
1976,"SOLE, ENGLISH",367.5523091,1035.956677
1976,"SOLE, PETRALE",570.4051139,1607.703099
1976,"SOLE, REX",404.6911933,1140.633682
1976,"SOLE, ROCK",461.5,1300.750926
1976,"SOLE, SAND",448.8778985,1265.175172
1976,SOLES,336.7912984,949.2558901
1977,"SOLE, DOVER",359.8848016,953.5982116
1977,"SOLE, ENGLISH",488.1352025,1293.42738
1977,"SOLE, PETRALE",690.7360751,1830.26536
1977,"SOLE, REX",502.0716427,1330.355209
1977,"SOLE, SAND",580.758704,1538.85482
1977,SOLES,351.8981427,932.4357075
1978,"SOLE, DOVER",412.1012855,1020.421448
1978,"SOLE, ENGLISH",500.6103825,1239.582571
1978,"SOLE, FLATHEAD",576.097561,1426.499571
1978,"SOLE, PETRALE",806.5057516,1997.023051
1978,"SOLE, REX",535.1642393,1325.14284
1978,"SOLE, ROCK",533.0806714,1319.983629
1978,"SOLE, SAND",655.8041112,1623.864336
1978,SOLES,320.1690331,792.7841037
1979,"SOLE, DOVER",465.7126544,1064.373592
1979,"SOLE, ENGLISH",608.799424,1391.394508
1979,"SOLE, FANTAIL",570,1302.719481
1979,"SOLE, FLATHEAD",576.6666667,1317.955966
1979,"SOLE, PETRALE",972.0308186,2221.549971
1979,"SOLE, REX",653.8120286,1494.26959
1979,"SOLE, ROCK",657.2254098,1502.07078
1979,"SOLE, SAND",811.4085425,1854.452132
1979,SOLES,469.8539257,1073.838355
1980,"SOLE, DOVER",445.9150425,933.9483116
1980,"SOLE, ENGLISH",601.651798,1260.131701
1980,"SOLE, FANTAIL",918.2352941,1923.201105
1980,"SOLE, FLATHEAD",395.9375,829.2726739
1980,"SOLE, PETRALE",1003.585033,2101.962163
1980,"SOLE, REX",688.6619141,1442.370341
1980,"SOLE, ROCK",613.5290828,1285.008121
1980,"SOLE, SAND",821.4012033,1720.386607
1980,SOLES,499.6326531,1046.457348
1981,"SOLE, BUTTER",316.353211,605.8085509
1981,"SOLE, CURLFIN",853.4782609,1634.389696
1981,"SOLE, DOVER",482.0974869,923.2047273
1981,"SOLE, ENGLISH",636.9416324,1219.727425
1981,"SOLE, FLATHEAD",619.4,1186.135634
1981,"SOLE, PETRALE",1128.479495,2161.010237
1981,"SOLE, REX",694.5451615,1330.036754
1981,"SOLE, ROCK",615.7948718,1179.231903
1981,"SOLE, SAND",984.9917504,1886.234766
1982,"SOLE, BUTTER",462.6351351,835.0566339
1982,"SOLE, CURLFIN",680.2272727,1227.810543
1982,"SOLE, DOVER",509.596165,919.8213147
1982,"SOLE, ENGLISH",654.628765,1181.605225
1982,"SOLE, FLATHEAD",679,1225.595316
1982,"SOLE, PETRALE",1334.719413,2409.169161
1982,"SOLE, REX",724.4504928,1307.633476
1982,"SOLE, ROCK",686.0419397,1238.30602
1982,"SOLE, SAND",1109.872611,2003.320579
1983,"SOLE, BUTTER",407.8358209,708.1334218
1983,"SOLE, CURLFIN",670.6976744,1164.54567
1983,"SOLE, DOVER",493.3624615,856.6350237
1983,"SOLE, ENGLISH",644.193147,1118.525333
1983,"SOLE, FLATHEAD",700.2564103,1215.869089
1983,"SOLE, PETRALE",1504.951,2613.07626
1983,"SOLE, REX",738.6733092,1282.573112
1983,"SOLE, ROCK",638.1260946,1107.99099
1983,"SOLE, SAND",1261.515504,2190.394381
1983,"SOLE, YELLOWFIN",526.6666667,914.4617754
1984,"SOLE, BUTTER",462.8,774.4816327
1984,"SOLE, CURLFIN",604.1935484,1011.099408
1984,"SOLE, DOVER",508.7870555,851.4395623
1984,"SOLE, ENGLISH",622.6401619,1041.969251
1984,"SOLE, FLATHEAD",714.2592593,1195.291005
1984,"SOLE, PETRALE",1560.533732,2611.505429
1984,"SOLE, REX",747.4433911,1250.823634
1984,"SOLE, ROCK",710.8098988,1189.518606
1984,"SOLE, SAND",1313.928962,2198.819895
1984,"SOLE, YELLOWFIN",480,803.2653061
1985,"SOLE, BUTTER",480.8474576,780.837073
1985,"SOLE, CURLFIN",737.5,1197.609205
1985,"SOLE, DOVER",527.4194975,856.4643322
1985,"SOLE, ENGLISH",658.6564192,1069.576936
1985,"SOLE, FLATHEAD",725.4109589,1177.97809
1985,"SOLE, PETRALE",1615.731721,2623.749398
1985,"SOLE, REX",747.3554727,1213.613279
1985,"SOLE, ROCK",354.815247,576.176279
1985,"SOLE, SAND",1363.737331,2214.541533
1986,"SOLE, BUTTER",399.673913,634.8266888
1986,"SOLE, CURLFIN",743.1818182,1180.441448
1986,"SOLE, DOVER",568.2572526,902.5979887
1986,"SOLE, ENGLISH",753.006155,1196.046048
1986,"SOLE, FLATHEAD",790,1254.80565
1986,"SOLE, PETRALE",1709.943432,2716.008454
1986,"SOLE, REX",784.5910037,1246.214208
1986,"SOLE, ROCK",340.3439713,540.5892887
1986,"SOLE, SAND",1423.022359,2260.274046
1986,"SOLE, YELLOWFIN",529.1237113,840.4397752
1987,"SOLE, BUTTER",446.0784314,688.3652161
1987,"SOLE, CURLFIN",720.2272727,1111.417561
1987,"SOLE, DOVER",671.9550137,1036.926302
1987,"SOLE, ENGLISH",868.470246,1340.178467
1987,"SOLE, FLATHEAD",818.3333333,1262.809771
1987,"SOLE, PETRALE",1794.674399,2769.44892
1987,"SOLE, REX",780.925299,1205.083623
1987,"SOLE, ROCK",161.0649739,248.5471562
1987,"SOLE, SAND",1602.391066,2472.727203
1987,"SOLE, YELLOWFIN",235.8966565,364.0235473
1988,"SOLE, BUTTER",422.3333333,629.7913695
1988,"SOLE, CURLFIN",769.3103448,1147.209982
1988,"SOLE, DOVER",653.7551044,974.891845
1988,"SOLE, ENGLISH",823.8927903,1228.604346
1988,"SOLE, FLATHEAD",845.212766,1260.397093
1988,"SOLE, PETRALE",1796.44852,2678.897649
1988,"SOLE, REX",671.0781072,1000.724231
1988,"SOLE, ROCK",282.0724741,420.6317516
1988,"SOLE, SAND",1622.984263,2420.224503
1988,"SOLE, YELLOWFIN",396.1036993,590.6772484
1989,"SOLE, BUTTER",586.3636364,842.6747297
1989,"SOLE, CURLFIN",763.6,1097.384598
1989,"SOLE, DOVER",579.0415688,832.1520422
1989,"SOLE, ENGLISH",791.7826825,1137.886486
1989,"SOLE, FLATHEAD",834.5454545,1199.341708
1989,"SOLE, PETRALE",1803.530069,2591.888582
1989,"SOLE, REX",684.5566075,983.7897824
1989,"SOLE, ROCK",303.8397946,436.6541526
1989,"SOLE, SAND",1641.943084,2359.668742
1989,"SOLE, YELLOWFIN",200.1424022,287.6285878
1990,"SOLE, BUTTER",900,1246.146623
1990,"SOLE, CURLFIN",576.6666667,798.4569103
1990,"SOLE, DOVER",567.7611053,786.1262045
1990,"SOLE, ENGLISH",727.2186867,1006.912345
1990,"SOLE, FLATHEAD",658.2051282,911.3556642
1990,"SOLE, PETRALE",1755.964464,2431.321319
1990,"SOLE, REX",575.7215521,797.1482978
1990,"SOLE, ROCK",328.8667015,455.351255
1990,"SOLE, SAND",1637.860038,2267.793061
1990,"SOLE, YELLOWFIN",176.6877564,244.6431678
1991,"SOLE, BUTTER",810,1084.670949
1991,"SOLE, CURLFIN",703.6363636,942.2394106
1991,"SOLE, DOVER",625.356997,837.4155157
1991,"SOLE, ENGLISH",762.8090879,1021.477602
1991,"SOLE, FLATHEAD",215.1119494,288.0563981
1991,"SOLE, PETRALE",1820.216906,2437.452346
1991,"SOLE, REX",452.1145224,605.4265287
1991,"SOLE, ROCK",247.8023879,331.8321622
1991,"SOLE, SAND",1642.497628,2199.468471
1991,"SOLE, YELLOWFIN",266.7766673,357.2406186
1992,"SOLE, BUTTER",719,942.9511961
1992,"SOLE, CURLFIN",665,872.1314957
1992,"SOLE, DOVER",591.5923481,775.8591269
1992,"SOLE, ENGLISH",760.7834905,997.7492384
1992,"SOLE, FLATHEAD",277.2461427,363.6016437
1992,"SOLE, PETRALE",1805.728219,2368.169101
1992,"SOLE, REX",472.3428696,619.4663058
1992,"SOLE, ROCK",355.7979837,466.6204928
1992,"SOLE, SAND",1635.058862,2144.340347
1992,"SOLE, YELLOWFIN",196.2074624,257.3213649
1993,"SOLE, BUTTER",650,834.17111
1993,"SOLE, CURLFIN",709.2307692,910.1843354
1993,"SOLE, DOVER",582.892837,748.0497921
1993,"SOLE, ENGLISH",731.4202017,938.6609254
1993,"SOLE, FLATHEAD",370.4893503,475.4638655
1993,"SOLE, PETRALE",1773.521493,2276.031372
1993,"SOLE, REX",619.111886,794.5311526
1993,"SOLE, ROCK",292.8318661,375.8028966
1993,"SOLE, SAND",1623.992455,2084.134752
1993,"SOLE, YELLOWFIN",353.7360157,453.9636382
1994,"SOLE, CURLFIN",686,862.8044271
1994,"SOLE, DOVER",602.3041187,757.5374053
1994,"SOLE, ENGLISH",772.6029874,971.7278104
1994,"SOLE, FLATHEAD",332.296776,417.9404219
1994,"SOLE, PETRALE",1871.454183,2353.788563
1994,"SOLE, REX",609.8054452,766.9720667
1994,"SOLE, ROCK",320.4329673,403.0189254
1994,"SOLE, SAND",1657.11619,2084.208725
1994,"SOLE, YELLOWFIN",145.3937273,182.8664017
1995,"SOLE, BUTTER",,
1995,"SOLE, CURLFIN",770.9090909,947.5529964
1995,"SOLE, DOVER",692.7995081,851.5456071
1995,"SOLE, ENGLISH",823.7861471,1012.54615
1995,"SOLE, FLATHEAD",219.1661888,269.3853028
1995,"SOLE, PETRALE",2109.303721,2592.623546
1995,"SOLE, REX",701.3359606,862.0380779
1995,"SOLE, ROCK",331.981764,408.0511165
1995,"SOLE, SAND",1675.747342,2059.723298
1995,"SOLE, YELLOWFIN",137.3523854,168.8249184
1996,"SOLE, CURLFIN",764,922.7218846
1996,"SOLE, DOVER",657.5893457,794.2042937
1996,"SOLE, ENGLISH",790.5537364,954.7921906
1996,"SOLE, FLATHEAD",273.0143478,329.7333947
1996,"SOLE, PETRALE",2024.898932,2445.57403
1996,"SOLE, REX",547.441321,661.1728893
1996,"SOLE, ROCK",1474.981927,1781.411131
1996,"SOLE, SAND",1673.894536,2021.648064
1996,"SOLE, YELLOWFIN",248.8624262,300.5638834
1997,"SOLE, BUTTER",863.0769231,1022.667493
1997,"SOLE, CURLFIN",753.8461538,893.2389865
1997,"SOLE, DOVER",590.9526653,700.2250488
1997,"SOLE, ENGLISH",728.7410383,863.4917127
1997,"SOLE, FLATHEAD",230.8322508,273.515179
1997,"SOLE, PETRALE",1991.050574,2359.213465
1997,"SOLE, REX",526.6719959,624.0583141
1997,"SOLE, ROCK",337.8192975,400.2850785
1997,"SOLE, SAND",1644.191656,1948.21726
1997,"SOLE, YELLOWFIN",172.1682155,204.003644
1998,"SOLE, BUTTER",787.2222222,919.8638981
1998,"SOLE, CURLFIN",787.4666667,920.1495298
1998,"SOLE, DOVER",665.9812511,778.1946347
1998,"SOLE, ENGLISH",772.4595769,902.6138458
1998,"SOLE, FLATHEAD",177.975332,207.9629843
1998,"SOLE, PETRALE",2087.741251,2439.511679
1998,"SOLE, REX",486.4092112,568.365908
1998,"SOLE, ROCK",260.5293286,304.4267769
1998,"SOLE, SAND",1616.715258,1889.120958
1998,"SOLE, YELLOWFIN",85.24631873,99.60975292
1999,"SOLE, BUTTER",772.5,889.616681
1999,"SOLE, CURLFIN",748,861.4023008
1999,"SOLE, DOVER",667.7024694,768.9310741
1999,"SOLE, ENGLISH",736.8752254,848.5909286
1999,"SOLE, FLATHEAD",32.50380634,37.43162242
1999,"SOLE, PETRALE",2100.944396,2419.463017
1999,"SOLE, REX",849.6443553,978.4566879
1999,"SOLE, ROCK",44.93357298,51.74583309
1999,"SOLE, SAND",1662.974138,1915.093247
1999,"SOLE, YELLOWFIN",44.11695252,50.80540696
2000,"SOLE, BUTTER",794,895.0106478
2000,"SOLE, CURLFIN",770,867.9574292
2000,"SOLE, DOVER",740.6415948,834.8641228
2000,"SOLE, ENGLISH",741.570968,835.9117285
2000,"SOLE, FLATHEAD",107.9558099,121.6896718
2000,"SOLE, PETRALE",2237.070013,2521.664335
2000,"SOLE, REX",948.547885,1069.219719
2000,"SOLE, ROCK",273.3076406,308.0771391
2000,"SOLE, SAND",1829.295597,2062.013901
2000,"SOLE, YELLOWFIN",95.35905538,107.4903903
2001,"SOLE, BUTTER",822.8571429,906.9768961
2001,"SOLE, CURLFIN",821.0638298,905.0002547
2001,"SOLE, DOVER",752.7647035,829.7189861
2001,"SOLE, ENGLISH",756.9876932,834.3736872
2001,"SOLE, FLATHEAD",94.21950735,103.8514608
2001,"SOLE, PETRALE",2211.109723,2437.148964
2001,"SOLE, REX",971.1205698,1070.397125
2001,"SOLE, ROCK",203.1637942,223.9329987
2001,"SOLE, SAND",1823.99689,2010.462025
2001,"SOLE, YELLOWFIN",159.8867218,176.2317602
2002,"SOLE, BUTTER",771.6666667,836.9619869
2002,"SOLE, CURLFIN",801.025641,868.8051992
2002,"SOLE, DOVER",770.6034483,835.8088032
2002,"SOLE, ENGLISH",761.5956654,826.0388181
2002,"SOLE, FLATHEAD",74.47091955,80.77234833
2002,"SOLE, PETRALE",2020.118789,2191.053091
2002,"SOLE, REX",965.2181879,1046.891057
2002,"SOLE, ROCK",165.2594933,179.243085
2002,"SOLE, SAND",1842.012848,1997.876544
2002,"SOLE, YELLOWFIN",91.52187648,99.26608844
2003,"SOLE, BUTTER",736,781.8087706
2003,"SOLE, CURLFIN",816.3636364,867.174254
