SpecCode,Genus,Species,,,Sex,tm (y),AgeMatMin,AgeMatMax,Locality,Country,Comment
4037,Pleurogrammus,monopterygius,Pleurogrammus monopterygius,14439,male,4,,,Northwestern Pacific,Russian Fed,
4037,Pleurogrammus,monopterygius,Pleurogrammus monopterygius,14439,unsexed,5,,,Pacific off North Kurils,Russian Fed,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,female,,3,4,Europe,,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,female,,3,6,"North Sea, Kattegat and western Baltic",,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,female,1.75999999,,,"Anglesey, North Wales, 1985-86",UK Engld Wal,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,female,1.889999986,,,"Anglesey, North Wales, 1981-83",UK Engld Wal,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,female,3,,,"Douarnenez Bay, Brittany",France,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,female,3.069999933,,,"Anglesey, North Wales, 1977-79",UK Engld Wal,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,male,,2,3,Europe,,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,male,,2,4,"North Sea, Kattegat and western Baltic",,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,mixed,,3,7,Norwegian waters,Norway,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,unsexed,,6,10,Black Sea,,
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,unsexed,2.5,,,"North Sea, 1975-94",UK,Data source: various ICES reports cited in Ref. 27256 (Table 1); length assumed to be TL.
1342,Pleuronectes,platessa,Pleuronectes platessa,3354,unsexed,3,,,"Celtic Sea, 1975-94",UK,Data source: various ICES reports cited in Ref. 27256 (Table 1); length assumed to be TL.
4250,Pleuronectes,quadrituberculatus,Pleuronectes quadrituberculatus,#N/A,female,,5,7,Northwestern Pacific,Russian Fed,
4250,Pleuronectes,quadrituberculatus,Pleuronectes quadrituberculatus,#N/A,male,,3,4,Northwestern Pacific,Russian Fed,
4706,Plotosus,lineatus,Plotosus lineatus,#N/A,female,,1,3,not specified,Japan,
50366,Podothecus,sturioides,Podothecus sturioides,#N/A,unsexed,,3,4,Northwest Pacific,Russian Fed,
34,Pollachius,pollachius,Pollachius pollachius,2232,female,3,,,in captivity,,
34,Pollachius,pollachius,Pollachius pollachius,2232,male,2,,,in captivity,,
1343,Pollachius,virens,Pollachius virens,3016,female,2,,,"northeast coast, 1986-88",USA,
1343,Pollachius,virens,Pollachius virens,3016,male,2.299999952,,,"northeast coast, 1986-88",USA,
1343,Pollachius,virens,Pollachius virens,3016,unsexed,,5,10,Norwegian Sea,Norway,Age range is for Europe population.
1343,Pollachius,virens,Pollachius virens,3016,unsexed,4.599999905,,,North Sea,UK,
1343,Pollachius,virens,Pollachius virens,3016,unsexed,4.900000095,,,Arctic,UK,
1110,Polydactylus,octonemus,Polydactylus octonemus,#N/A,unsexed,,0.579999983,0.75,"off Freeport, Texas, 1977-81",USA,
350,Polyprion,oxygeneios,Polyprion oxygeneios,3078,mixed,,10,13,New Zealand,New Zealand,
4542,Polysteganus,undulosus,Polysteganus undulosus,#N/A,female,7.699999809,,,Natal waters,South Africa,100 % are mature at 35 cm FL.
4542,Polysteganus,undulosus,Polysteganus undulosus,#N/A,male,8.899999619,,,Natal waters,South Africa,100 % are mature at 33 cm FL.
1345,Pomatoschistus,minutus,Pomatoschistus minutus,#N/A,unsexed,1,,,Gironde basin,France,
5007,Pontinus,kuhlii,Pontinus kuhlii,3333,mixed,,6,8,"Canary Island waters, 1996 - 1997:",Canary Is,Based on minimum age range given for males and females and age range given for indetermined and thus presumably immature specimens.
3071,Porichthys,notatus,Porichthys notatus,#N/A,unsexed,3.5,,,California Current Region,,
898,Prionace,glauca,Prionace glauca,2018,female,6,6,7,Not given.,,
898,Prionace,glauca,Prionace glauca,2018,female,8,7,9,EEZ,New Zealand,Data from Francis and Duffy (in press) cited in Ref. 55027; VBGF estimate of age-at-maturity is about 7-9 yrs.
898,Prionace,glauca,Prionace glauca,2018,male,8,,,EEZ,New Zealand,Data from Francis and Duffy (in press) cited in Ref. 55027; VBGF estimate of age-at-maturity is about 8 yrs.
4029,Prionotus,stephanophrys,Prionotus stephanophrys,#N/A,unsexed,3,,,Peru,Peru,
4029,Prionotus,stephanophrys,Prionotus stephanophrys,#N/A,unsexed,4,,,Paita,Peru,
5008,Promethichthys,prometheus,Promethichthys prometheus,14592,mixed,4,,,Canary Is.,Canary Is,50% maturity
4255,Psettichthys,melanostictus,Psettichthys melanostictus,3364,unsexed,2,,,California Current Region,,
475,Pseudochaenichthys,georgianus,Pseudochaenichthys georgianus,3246,female,,4,6,South Georgia,Antarctica,
7151,Pseudocyttus,maculatus,Pseudocyttus maculatus,3046,female,25.5,,,"South Chatham Rise, 2002-03",New Zealand,50% of males mature between 25 and 26 yrs.
7151,Pseudocyttus,maculatus,Pseudocyttus maculatus,3046,female,31,,,"Southland (area OEO 1 and 3A), 2003",New Zealand,
7151,Pseudocyttus,maculatus,Pseudocyttus maculatus,3046,male,18.5,,,"South Chatham Rise, 2002-03",New Zealand,50% of males mature between 18 and 19 yrs.
12364,Pseudopentaceros,wheeleri,Pseudopentaceros wheeleri,#N/A,female,7,,,Emperor Seamount,,High sea out of EEZs
12364,Pseudopentaceros,wheeleri,Pseudopentaceros wheeleri,#N/A,male,6,,,Emperor Seamount,,High sea out of EEZs
524,Pseudopleuronectes,americanus,Pseudopleuronectes americanus,2551,female,1.899999976,,,"Georges Bank, 1985-89",USA,
524,Pseudopleuronectes,americanus,Pseudopleuronectes americanus,2551,female,3,,,"South of Cape Cod, 1985-89",USA,
524,Pseudopleuronectes,americanus,Pseudopleuronectes americanus,2551,female,3.5,,,"North of Cape Cod, 1985-89",USA,
524,Pseudopleuronectes,americanus,Pseudopleuronectes americanus,2551,male,1.899999976,,,"Georges Bank, 1985-89",USA,
524,Pseudopleuronectes,americanus,Pseudopleuronectes americanus,2551,male,3.299999952,,,"North of Cape Cod, 1985-89",USA,
524,Pseudopleuronectes,americanus,Pseudopleuronectes americanus,2551,male,3.299999952,,,"South of Cape Cod, 1985-89",USA,
8556,Pseudopleuronectes,herzensteini,Pseudopleuronectes herzensteini,#N/A,female,3.5,,,Sea of Japan,Russian Fed,
8556,Pseudopleuronectes,herzensteini,Pseudopleuronectes herzensteini,#N/A,male,3.5,,,Sea of Japan,Russian Fed,
15426,Pterapogon,kauderni,Pterapogon kauderni,#N/A,unsexed,0.829999983,,,Banggai Islands,Indonesia,Sexual maturity is reached 'before the end of the first year' (Ref. 35396).
448,Pterogymnus,laniarius,Pterogymnus laniarius,2383,female,4,,7,"Agulhas Bank, 1994-95",South Africa,
3273,Pungitius,pungitius,Pungitius pungitius,#N/A,unsexed,,1,2,Schleswig-Holstein,Germany,
3273,Pungitius,pungitius,Pungitius pungitius,#N/A,unsexed,,1,2,Not specified,Alaska,A greater percentage of males than of females matures at age 1. Nearly all are mature at age 2.
2059,Raja,clavata,Raja clavata,2851,female,5.300000191,,,"Caernarfon Bay, north Wales, 2003 (Feb.-Sept.)",UK Engld Wal,
2059,Raja,clavata,Raja clavata,2851,female,6.130000114,,,"Irish Sea (ICES Div. VIIa), 1996-1998",Ireland,s.e.(Lm): 0.107; s.e.(Tm): 0.039.
2059,Raja,clavata,Raja clavata,2851,male,3.900000095,,,"Caernarfon Bay, north Wales, 2003 (Feb.-Sept.)",UK Engld Wal,
2059,Raja,clavata,Raja clavata,2851,male,6.130000114,,,"Irish Sea (ICES Div. VIIa), 1996-1998",Ireland,s.e.(Lm): 0.218; s.e.(Tm): 0.076.
2059,Raja,clavata,Raja clavata,2851,unsexed,10,,,North Sea,,
4329,Raja,montagui,Raja montagui,2852,female,4.150000095,,,"Irish Sea, ICES Area VIIa, 1996-98",UK,"Lm and tm read off from Figs. 14 and 15, respectively."
4329,Raja,montagui,Raja montagui,2852,male,3.400000095,,,"Irish Sea, ICES Area VIIa, 1996-98",UK,"Lm and tm read off from Figs. 14 and 15, respectively."
4329,Raja,montagui,Raja montagui,2852,unsexed,8,,,North Sea,,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,,9,11,Arctic sea,,"Weight: 3,000 - 5,000g (Ref. 35388)."
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,,11,12,Arctica,,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,9,,,Bering Sea and Aleutian Islands,Alaska,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,9,,,Nortwestern Pacific,Russian Fed,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,9.600000381,,,"Newfoundland-Labrador, Div. 2G, 1978-81",Canada,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,10.80000019,,,"Newfoundland-Labrador, Div. 2H, 1978-81",Canada,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,female,12,,,"Newfoundland-Labrador, Div. 2J3K,1978-81",Canada,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,male,,7,8,Arctic sea,,"Weight: 3,000 - 5,000g (Ref. 35388)."
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,male,,9,10,Arctica,,
516,Reinhardtius,hippoglossoides,Reinhardtius hippoglossoides,2544,male,7,,,Nortwestern Pacific,Russian Fed,
8490,Rexea,solandri,Rexea solandri,3268,female,,4,6,New South wales,Australia,
8490,Rexea,solandri,Rexea solandri,3268,male,,3,5,New South Wales,Australia,
3640,Rhacochilus,vacca,Rhacochilus vacca,#N/A,unsexed,2.5,,,California Current Region,,
2549,Rhinobatos,productus,Rhinobatos productus,#N/A,male,8,,,"waters between Seal and Redondo Beaches, California (November 1988, January 1991)",USA,
905,Rhizoprionodon,terraenovae,Rhizoprionodon terraenovae,2820,female,,2.400000095,2.799999952,North central Gulf of Mexico,USA,
905,Rhizoprionodon,terraenovae,Rhizoprionodon terraenovae,2820,male,,2,2.400000095,North central Gulf of Mexico,USA,
905,Rhizoprionodon,terraenovae,Rhizoprionodon terraenovae,2820,mixed,4,,,laboratory aquaria,USA,
905,Rhizoprionodon,terraenovae,Rhizoprionodon terraenovae,2820,mixed,4,,,Atlantic,USA,Based on life table analysis.
3588,Roncador,stearnsii,Roncador stearnsii,#N/A,unsexed,2.5,,,California Current Region,,
4575,Rudarius,ercodes,Rudarius ercodes,#N/A,unsexed,1,,,"Tamioka Bay, Kyushu",Japan,
236,Salmo,salar,Salmo salar,2929,female,,3,6,River Drawa (1961-1975),Poland,
236,Salmo,salar,Salmo salar,2929,male,,3,7,River Drawa (1961-1975),Poland,
236,Salmo,salar,Salmo salar,2929,male,5,3,7,Germany,Germany,
236,Salmo,salar,Salmo salar,2929,unsexed,,1,4,Gironde estuary,France,
236,Salmo,salar,Salmo salar,2929,unsexed,3,,,River Mezen,Former USSR,
236,Salmo,salar,Salmo salar,2929,unsexed,5,,,Mezen River,Former USSR,
238,Salmo,trutta trutta,Salmo trutta trutta,#N/A,female,,4,6,Gironde estuary,Fr South Tr,
238,Salmo,trutta trutta,Salmo trutta trutta,#N/A,male,,2,3,Victoria,Australia,
238,Salmo,trutta trutta,Salmo trutta trutta,#N/A,male,,3,5,Gironde estuary,France,
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,female,,2,4,Aspropotamos stream (March 1981- February 1982),Greece,
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,female,,3,4,not specified.,Armenia,
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,male,,1,3,Aspropotamos stream (March 1981- February 1982),Greece,
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,male,,1,3,not specified.,Armenia,
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,unsexed,,3,5,Southern region,Finland,Lm > 25 cm
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,unsexed,2.5,,,France,France,
2083,Salmo,trutta fario,Salmo trutta fario,#N/A,unsexed,2.5,2,3,Schleswig-Holstein,Germany,
4879,Salmo,trutta macrostigma,Salmo trutta macrostigma,#N/A,female,,2,4,Ceyhan River (2000-2001),Turkey,
4879,Salmo,trutta macrostigma,Salmo trutta macrostigma,#N/A,male,,2,3,Ceyhan River (2000-2001),Turkey,
246,Salvelinus,fontinalis,Salvelinus fontinalis,2935,unsexed,,1,2,central & southern Europe,,
246,Salvelinus,fontinalis,Salvelinus fontinalis,2935,unsexed,,1,2,Not specified,,Maturity usually achieved in the second year.
246,Salvelinus,fontinalis,Salvelinus fontinalis,2935,unsexed,,2,3,France,France,
246,Salvelinus,fontinalis,Salvelinus fontinalis,2935,unsexed,,3,4,northern Europe,,
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,female,,5,10,"Iterlaa lakes, Paamiut/Frederikshåb County, 1982",Greenland,'small charr' mature at 4+ yrs; 'large charr' at 9+ yrs.
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,male,,4,5,"Iterlaa lakes, Paamiut/Frederikshåb County, 1982",Greenland,'small charr' mature at 3+ yrs; 'large charr' at 4+ yrs.
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,unsexed,,3,4,not specified (lacustrine individuals),,
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,unsexed,,4,6,not specified,,
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,unsexed,,4,10,not specified (anadromous individuals),,
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,unsexed,6.900000095,,,"Frasier River, northern Labrador",Canada,
247,Salvelinus,alpinus alpinus,Salvelinus alpinus alpinus,#N/A,unsexed,10,,,"Cumberland Sound, Baffin Island",Canada,
2691,Salvelinus,malma malma,Salvelinus malma malma,#N/A,unsexed,4,,,Alaska,Alaska,
115,Sarda,sarda,Sarda sarda,2471,female,1,,,Eastern tropical Atlantic,,
115,Sarda,sarda,Sarda sarda,2471,male,1,,,Eastern tropical Atlantic,,
115,Sarda,sarda,Sarda sarda,2471,unsexed,1,,,Eastern tropical atlantic,,
115,Sarda,sarda,Sarda sarda,2471,unsexed,1,,,Morocco,Morocco,
1043,Sardinella,aurita,Sardinella aurita,2088,female,1,,,Tunisia,Tunisia,
1043,Sardinella,aurita,Sardinella aurita,2088,female,1.330000043,0.670000017,3.039999962,Kavala Gulf (2000-2002),Greece,The age at maturity was calculated with Von Bertalanffy equation.
1043,Sardinella,aurita,Sardinella aurita,2088,male,1,,,Tunisia,Tunisia,
1043,Sardinella,aurita,Sardinella aurita,2088,male,1.039999962,0.649999976,2.529999971,Kavala Gulf (2000-2002),Greece,The age at maturity was calculated with Von Bertalanffy equation.
1047,Sardinella,maderensis,Sardinella maderensis,2089,unsexed,3,,,Tunisia,Tunisia,
1505,Sardinella,janeiro,Sardinella janeiro,#N/A,unsexed,1,,,Southeastern coast,Brazil,
1511,Sardinella,longiceps,Sardinella longiceps,2086,female,2,,,"Mukalla-Ras Fartak, 1980-83",Yemen,
1511,Sardinella,longiceps,Sardinella longiceps,2086,male,1.970000029,,,"Mukalla-Ras Fartak, 1980-83",Yemen,
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,1,3,Australia,Australia,Mostly at 12 cm or above in New Zealand.
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,,1,4,Seikai,Japan,18-22 cm refers to mean length at maturity.
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,1.5,1,2,California,USA,Also Ref. 56049.
1477,Sardinops,sagax,Sardinops sagax,2091,unsexed,4,,,Peru,Peru,
1055,Saurida,undosquamis,Saurida undosquamis,2985,female,1.100000024,,,Gulf of Suez,Egypt,
1055,Saurida,undosquamis,Saurida undosquamis,2985,male,1.799999952,,,Gulf of Suez,Egypt,
5548,Scarus,ghobban,Scarus ghobban,18969,unsexed,2,,,Not specified.,Seychelles,
5555,Scarus,rubroviolaceus,Scarus rubroviolaceus,#N/A,unsexed,4,,,Not specified.,Seychelles,
952,Sciades,parkeri,Sciades parkeri,#N/A,unsexed,2,,,estuaries and rivers,Fr Guiana,
1707,Sciaena,umbra,Sciaena umbra,3149,female,3,,,"W. Mediterranean, Northern Tunisia",Tunisia,
1707,Sciaena,umbra,Sciaena umbra,3149,male,3,,,"W. Mediterranean, Northern Tunisia",Tunisia,
1191,Sciaenops,ocellatus,Sciaenops ocellatus,3165,female,,3,6,"Mosquito/Upper Indian River Lagoon, Florida, 1981-83",USA,
1191,Sciaenops,ocellatus,Sciaenops ocellatus,3165,female,,3,6,"Tampa Bay (27°40'N, 82°35'W), Florida, 1981-83",USA,
1191,Sciaenops,ocellatus,Sciaenops ocellatus,3165,female,,4,5,Texas,USA,from 3 different  sources cited in Ref. 32121.
117,Scomber,japonicus,Scomber japonicus,3277,unsexed,,2,3,Japan,Japan,
117,Scomber,japonicus,Scomber japonicus,3277,unsexed,2,,,California,USA,
118,Scomber,scombrus,Scomber scombrus,2473,female,,2,3,USA,USA,
118,Scomber,scombrus,Scomber scombrus,2473,female,1.799999952,,,"northeastern coast, 1987-89",USA,
118,Scomber,scombrus,Scomber scombrus,2473,male,,2,3,USA,USA,
118,Scomber,scombrus,Scomber scombrus,2473,male,1.799999952,,,"northeastern coast, 1987-89",USA,
118,Scomber,scombrus,Scomber scombrus,2473,unsexed,1.799999952,,,"Western stock, 1982-94",,Data source: References cited in Ref. 27256 (Table 1); length assumed to be TL.
119,Scomberomorus,brasiliensis,Scomberomorus brasiliensis,3286,unsexed,,3,4,Not specified.,,
121,Scomberomorus,commerson,Scomberomorus commerson,3280,female,,2,3,Palk Bay,India,
126,Scomberomorus,maculatus,Scomberomorus maculatus,3282,female,3,,,Florida,USA,
126,Scomberomorus,maculatus,Scomberomorus maculatus,3282,male,2,,,Veracruz,Mexico,
129,Scomberomorus,munroi,Scomberomorus munroi,#N/A,female,,1,2,northern Queensland,Australia,
129,Scomberomorus,munroi,Scomberomorus munroi,#N/A,male,,1,2,northern Queensland,Australia,
132,Scomberomorus,plurilineatus,Scomberomorus plurilineatus,#N/A,unsexed,2,,,KwaZulu-Natal,South Africa,Age at maturity estimated by converting to age the size at 50% maturity given in Ref. 4377.
133,Scomberomorus,queenslandicus,Scomberomorus queenslandicus,#N/A,female,,1,2,Queensland,Australia,
133,Scomberomorus,queenslandicus,Scomberomorus queenslandicus,#N/A,male,,1,2,Queensland,Australia,
135,Scomberomorus,semifasciatus,Scomberomorus semifasciatus,#N/A,female,,1,2,northern coasts,Australia,
135,Scomberomorus,semifasciatus,Scomberomorus semifasciatus,#N/A,male,,1,2,northern coasts,Australia,
1348,Scophthalmus,maximus,Scophthalmus maximus,#N/A,female,4,,,"Douarnenez Bay, Brittany",France,
1348,Scophthalmus,maximus,Scophthalmus maximus,#N/A,mixed,,3,5,not specified,,
3943,Scorpaena,guttata,Scorpaena guttata,#N/A,unsexed,2,,,California Current Region,,
4140,Scorpaenichthys,marmoratus,Scorpaenichthys marmoratus,15174,unsexed,3,,,California Current Region,,
845,Scyliorhinus,canicula,Scyliorhinus canicula,2016,unsexed,,3,5,Northeastern Atlantic,,
845,Scyliorhinus,canicula,Scyliorhinus canicula,2016,unsexed,5,,,North Sea,UK,
501,Sebastes,marinus,Sebastes marinus,3324,mixed,,10,12,Iceland,Iceland,
501,Sebastes,marinus,Sebastes marinus,3324,mixed,,10,12,Newfoundland,Can Newfounl,
501,Sebastes,marinus,Sebastes marinus,3324,mixed,,10,12,Off Lofotens,Norway,
502,Sebastes,entomelas,Sebastes entomelas,2523,female,5,3,,Central California 1980-1982,USA,
502,Sebastes,entomelas,Sebastes entomelas,2523,male,5,3,,Central California 1980-1982,USA,
502,Sebastes,entomelas,Sebastes entomelas,2523,unsexed,6,,,California Current Region,,
503,Sebastes,flavidus,Sebastes flavidus,3325,female,7,,,"Port San Luis to Crescent City, CA",USA,
503,Sebastes,flavidus,Sebastes flavidus,3325,female,7,4,,Central California,USA,
503,Sebastes,flavidus,Sebastes flavidus,3325,male,6,,,"Port San Luis to Crescent City, CA",USA,
503,Sebastes,flavidus,Sebastes flavidus,3325,male,6,4,,Central California 1980-1982,USA,
503,Sebastes,flavidus,Sebastes flavidus,3325,mixed,,11,15,Alaska,,
504,Sebastes,alutus,Sebastes alutus,3326,female,7,,,Bering Sea and Aleutian Islands,Alaska,
504,Sebastes,alutus,Sebastes alutus,3326,female,7,,,Central California,USA,
504,Sebastes,alutus,Sebastes alutus,3326,female,7.699999809,,,Vancouver Is.,Can Br Colum,
504,Sebastes,alutus,Sebastes alutus,3326,female,8.5,,,Goose Is.,Can Br Colum,n = 231
504,Sebastes,alutus,Sebastes alutus,3326,female,8.600000381,,,Langara,Can Br Colum,n = 117
504,Sebastes,alutus,Sebastes alutus,3326,female,8.800000191,,,Moresby,Can Br Colum,n = 239
504,Sebastes,alutus,Sebastes alutus,3326,female,11.5,,,Rennell Sound,Can Br Colum,n = 139
504,Sebastes,alutus,Sebastes alutus,3326,male,5,,,Central California,USA,
504,Sebastes,alutus,Sebastes alutus,3326,unsexed,,8,10,Pacific off North Kurils and Kamchatka,Russian Fed,
505,Sebastes,mentella,Sebastes mentella,3327,female,13,,,Irminger Sea,Iceland,
505,Sebastes,mentella,Sebastes mentella,3327,male,10,,,Irminger Sea,Iceland,
3950,Sebastes,atrovirens,Sebastes atrovirens,#N/A,unsexed,4,,,California Current Region,,
3951,Sebastes,auriculatus,Sebastes auriculatus,#N/A,female,5,3,,Central California,USA,
3951,Sebastes,auriculatus,Sebastes auriculatus,#N/A,male,5,3,,Central California,USA,
3951,Sebastes,auriculatus,Sebastes auriculatus,#N/A,unsexed,5,,,California Current Region,,
3952,Sebastes,aurora,Sebastes aurora,#N/A,unsexed,5,,,California Current Region,,
3953,Sebastes,babcocki,Sebastes babcocki,#N/A,female,4,3,,Central California,USA,
3953,Sebastes,babcocki,Sebastes babcocki,#N/A,male,4,3,,Central California,USA,
3956,Sebastes,carnatus,Sebastes carnatus,#N/A,mixed,4,,,Central California,USA,
3956,Sebastes,carnatus,Sebastes carnatus,#N/A,unsexed,5,,,California Current Region,,
3957,Sebastes,caurinus,Sebastes caurinus,#N/A,female,6,5,,Central California,USA,
3957,Sebastes,caurinus,Sebastes caurinus,#N/A,male,4,3,,Central California,USA,
3957,Sebastes,caurinus,Sebastes caurinus,#N/A,unsexed,4,,,California Current Region,,
3958,Sebastes,chlorostictus,Sebastes chlorostictus,#N/A,female,6,5,,Central California,USA,
3958,Sebastes,chlorostictus,Sebastes chlorostictus,#N/A,male,6,4,,Central California,USA,
3958,Sebastes,chlorostictus,Sebastes chlorostictus,#N/A,unsexed,6,,,California Current Region,,
3959,Sebastes,chrysomelas,Sebastes chrysomelas,#N/A,female,3,3,,Central California,USA,
3959,Sebastes,chrysomelas,Sebastes chrysomelas,#N/A,male,3,3,,Central California,USA,
3959,Sebastes,chrysomelas,Sebastes chrysomelas,#N/A,unsexed,4,,,California Current Region,,
3961,Sebastes,constellatus,Sebastes constellatus,#N/A,female,6,5,,Central California,USA,
3961,Sebastes,constellatus,Sebastes constellatus,#N/A,male,7,6,,Central California,USA,
3961,Sebastes,constellatus,Sebastes constellatus,#N/A,unsexed,7,,,California Current Region,,
3962,Sebastes,crameri,Sebastes crameri,18730,female,4,3,,Central California,USA,
3962,Sebastes,crameri,Sebastes crameri,18730,female,8.399999619,,,"Oregon Coast, 1986-1987.",USA,"Estimates of length and age at 50% maturity, based on data from all months of collection (Ref. 32454)."
3962,Sebastes,crameri,Sebastes crameri,18730,male,4,3,,Central California,USA,
3962,Sebastes,crameri,Sebastes crameri,18730,male,5.099999905,,,"Oregon Coast, 1986-1987.",USA,"Estimates of length and age at 50% maturity, based on data from all months of collection (Ref. 32454)."
3962,Sebastes,crameri,Sebastes crameri,18730,unsexed,7,,,California Curernt Region,,
3963,Sebastes,dallii,Sebastes dallii,#N/A,unsexed,3,,,California Current Region,,
3964,Sebastes,diploproa,Sebastes diploproa,#N/A,female,7,6,,Central California,USA,
3964,Sebastes,diploproa,Sebastes diploproa,#N/A,male,9,7,,Central California,USA,
3964,Sebastes,diploproa,Sebastes diploproa,#N/A,unsexed,5,,,Off California,USA,50% of population mature.
3964,Sebastes,diploproa,Sebastes diploproa,#N/A,unsexed,9,,,California Current Region,,
3965,Sebastes,elongatus,Sebastes elongatus,#N/A,female,7,5,,Central California,USA,
3965,Sebastes,elongatus,Sebastes elongatus,#N/A,male,7,,,Central California,USA,
3965,Sebastes,elongatus,Sebastes elongatus,#N/A,unsexed,9,,,California Current Region,,
3966,Sebastes,emphaeus,Sebastes emphaeus,#N/A,female,1.870000005,,,"San Juan Is., Washington, 1994-95",USA,
3969,Sebastes,fasciatus,Sebastes fasciatus,#N/A,female,5.5,,,"northeastern coast, 1975-80",USA,
3969,Sebastes,fasciatus,Sebastes fasciatus,#N/A,male,5.5,,,"northeastern coast, 1975-80",USA,
3971,Sebastes,goodei,Sebastes goodei,2526,female,3,2,,Central California 1980-1982,USA,
3971,Sebastes,goodei,Sebastes goodei,2526,male,3,2,,Central California 1980-1982,USA,
3972,Sebastes,helvomaculatus,Sebastes helvomaculatus,#N/A,female,8,5,,Central California,USA,
3972,Sebastes,helvomaculatus,Sebastes helvomaculatus,#N/A,male,7,,,Central California,USA,
3972,Sebastes,helvomaculatus,Sebastes helvomaculatus,#N/A,unsexed,10,,,California Current Region,,
3973,Sebastes,hopkinsi,Sebastes hopkinsi,#N/A,female,5,5,,Central California,USA,
3973,Sebastes,hopkinsi,Sebastes hopkinsi,#N/A,male,5,4,,Central California,USA,
3973,Sebastes,hopkinsi,Sebastes hopkinsi,#N/A,unsexed,5,,,California Current Region,,
3974,Sebastes,jordani,Sebastes jordani,#N/A,female,3,2,,Northern & central California 1977-1982,USA,
3974,Sebastes,jordani,Sebastes jordani,#N/A,male,2,1,,Northern & central California 1977-1982,USA,
3974,Sebastes,jordani,Sebastes jordani,#N/A,unsexed,2.5,,,California Current Region,,
3976,Sebastes,levis,Sebastes levis,#N/A,female,4,,,Northern & central California 1977-1982,USA,
3976,Sebastes,levis,Sebastes levis,#N/A,female,11,11,16,southern California Bight,USA,
3976,Sebastes,levis,Sebastes levis,#N/A,male,4,,,Northern & central California 1977-1982,USA,
3976,Sebastes,levis,Sebastes levis,#N/A,male,12,8,14,southern California Bight,USA,
3978,Sebastes,maliger,Sebastes maliger,#N/A,female,6,,,Northern & central California 1977-1982,USA,
3978,Sebastes,maliger,Sebastes maliger,#N/A,male,4,,,Northern & central California 1977-1982,USA,
3978,Sebastes,maliger,Sebastes maliger,#N/A,unsexed,7,,,California Current Region,,
3979,Sebastes,melanops,Sebastes melanops,18588,female,,9,12,Alaska,,
3979,Sebastes,melanops,Sebastes melanops,18588,female,7,5,,Northern & central California 1977-1982,USA,
3979,Sebastes,melanops,Sebastes melanops,18588,female,7.5,,,"off Orgeon, 1995-98",USA,Results showed siginficant decline in the proportion of mature fish age 10 or older  from 0.511 in 1996 to 0.145 in 1998 (Ref. 53510).
3979,Sebastes,melanops,Sebastes melanops,18588,male,,10,13,Alaska,,
3979,Sebastes,melanops,Sebastes melanops,18588,male,6,3,,Northern & central California 1977-1982,USA,
3979,Sebastes,melanops,Sebastes melanops,18588,unsexed,7,,,California Current Region,,
3981,Sebastes,melanostomus,Sebastes melanostomus,#N/A,female,8,7,,Northern & central California 1977-1982,USA,
3981,Sebastes,melanostomus,Sebastes melanostomus,#N/A,male,7,6,,Northern & central California 1977-1982,USA,
3981,Sebastes,melanostomus,Sebastes melanostomus,#N/A,unsexed,20,,,California Current Region,,
