SpecCode,Genus,Species,,,Sex,tm (y),AgeMatMin,AgeMatMax,Locality,Country,Comment
14956,Glaucosoma,hebraicum,Glaucosoma hebraicum,#N/A,unsexed,,3,4,Western Australia,Australia,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,4.400000095,,,"northeastern coast, 1986-90",USA,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,7.380000114,,,"Newfoundland-Labrador, Div. 2J, 1979-83",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,7.659999847,,,"Newfoundland-Labrador, Div. 3K, 1979-83",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,7.869999886,,,"Newfoundland-Labrador, Div. 3L, 1979-83",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,7.920000076,,,"Newfoundland-Labrador, Div. 3K, 1970-78",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,8.420000076,,,"Newfoundland, Div. 3O, 1958-74",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,8.979999542,,,"Newfoundland, Subdiv. 3Ps, 1960-69",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,9.430000305,,,"Newfoundland-Labrador, Div. 3L, 1968-78",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,10.19999981,,,"Newfoundland, Subdiv. 3Ps, 1980-86",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,10.30000019,,,"Newfoundland-Labrador, Div. 2J, 1973-78",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,female,11.89999962,,,"Newfoundland, Subdiv. 3Ps, 1970-79",Can Newfounl,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,male,3.599999905,,,"northeastern coast, 1986-90",USA,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,mixed,,4,7,Northeast Atlantic,,
26,Glyptocephalus,cynoglossus,Glyptocephalus cynoglossus,3358,unsexed,4.5,,,North Sea,UK,
4238,Glyptocephalus,zachirus,Glyptocephalus zachirus,2545,unsexed,6,,,California Current Region,,
8843,Glyptocephalus,stelleri,Glyptocephalus stelleri,#N/A,unsexed,,7,8,Sea of Japan,Russian Fed,
7041,Gobionotothen,gibberifrons,Gobionotothen gibberifrons,#N/A,unsexed,10,,,South Georgia,South Georgia,
72,Gobius,niger,Gobius niger,2519,mixed,2,,,North Sea,,
4579,Gobius,cobitis,Gobius cobitis,#N/A,unsexed,,2,3,Mediterranean Sea and Black Sea,,
46334,Gobius,bucchichi,Gobius bucchichi,#N/A,unsexed,1,,,"Sebastopol, Black Sea",Ukraine,
74,Gobiusculus,flavescens,Gobiusculus flavescens,#N/A,unsexed,1,,,Northeast Atlantic,,
4092,Gymnocanthus,tricuspis,Gymnocanthus tricuspis,#N/A,female,,3,4,"Northeastern Chukchi Sea, 1990-91",Alaska,
4092,Gymnocanthus,tricuspis,Gymnocanthus tricuspis,#N/A,male,,2,3,"Northeastern Chukchi Sea, 1990-91",Alaska,
23956,Gymnocanthus,detrisus,Gymnocanthus detrisus,#N/A,female,6,,,Kamchatka,Russian Fed,
23956,Gymnocanthus,detrisus,Gymnocanthus detrisus,#N/A,male,5,,,Kamchatka,Russian Fed,
1126,Haemulon,album,Haemulon album,12499,female,3.5,,,Southwest region,Cuba,
1140,Haemulon,plumierii,Haemulon plumierii,12509,female,2,,,Southwest region,Cuba,
1141,Haemulon,sciurus,Haemulon sciurus,#N/A,female,2,,,Southwest region,Cuba,
3667,Halichoeres,semicinctus,Halichoeres semicinctus,#N/A,unsexed,2.5,,,California Current Region,,
1479,Harengula,humeralis,Harengula humeralis,#N/A,male,1.5,,,Southwest region,Cuba,
1480,Harengula,jaguana,Harengula jaguana,#N/A,unsexed,1,,,East coast of Florida,USA,
76,Helicolenus,dactylopterus dactylopterus,Helicolenus dactylopterus dactylopterus,#N/A,female,13,,,"Rockall Trough, 1992-93",,
76,Helicolenus,dactylopterus dactylopterus,Helicolenus dactylopterus dactylopterus,#N/A,male,,15,16,"Rockall Trough, 1992-93",,50% of males mature within the given age range.
55189,Helicolenus,lahillei,Helicolenus lahillei,#N/A,unsexed,,14.5,24,"southern region, 2001-2002",Brazil,
1294,Hemiarius,sona,Hemiarius sona,#N/A,unsexed,2,,,Not specified.,India,
4094,Hemilepidotus,jordani,Hemilepidotus jordani,#N/A,female,,6,7,Kamchatka,Russian Fed,
4094,Hemilepidotus,jordani,Hemilepidotus jordani,#N/A,male,,6,7,Kamchatka,Russian Fed,
4094,Hemilepidotus,jordani,Hemilepidotus jordani,#N/A,mixed,,4,7,east coast of Kamchatka,Russian Fed,
4096,Hemilepidotus,zapus,Hemilepidotus zapus,#N/A,female,5,,,North Kurils,Russian Fed,
4096,Hemilepidotus,zapus,Hemilepidotus zapus,#N/A,male,4,,,North Kurils,Russian Fed,
23903,Hemilepidotus,gilberti,Hemilepidotus gilberti,#N/A,female,6,,,Kamchatka,Russian Fed,
23903,Hemilepidotus,gilberti,Hemilepidotus gilberti,#N/A,male,,5,6,Kamchatka,Russian Fed,
23903,Hemilepidotus,gilberti,Hemilepidotus gilberti,#N/A,unsexed,,5,6,east coast of Kamchatka,Russian Fed,
3728,Heterostichus,rostratus,Heterostichus rostratus,#N/A,unsexed,1.25,,,Not specified.,,
4032,Hexagrammos,decagrammus,Hexagrammos decagrammus,19139,unsexed,,3,5,Not specified,,
4032,Hexagrammos,decagrammus,Hexagrammos decagrammus,19139,unsexed,3,,,California Current Region,,
4033,Hexagrammos,lagocephalus,Hexagrammos lagocephalus,#N/A,unsexed,3.5,,,California Current Region,,
1801,Hippocampus,hippocampus,Hippocampus hippocampus,#N/A,unsexed,,0.330000013,0.419999987,Not specified.,,Length type refers to Height (= from top of coronet to the tip of straightened tail).
3283,Hippocampus,erectus,Hippocampus erectus,#N/A,unsexed,,0.5,1,Michigan,USA,
3284,Hippocampus,ingens,Hippocampus ingens,#N/A,unsexed,,0.330000013,0.419999987,Not specified.,Galapagos Is,Length type refers to Height (= from top of coronet to the tip of straightened tail).
3286,Hippocampus,zosterae,Hippocampus zosterae,#N/A,unsexed,0.25,,,Florida,USA,Pregnant males found at 2.2-3.8 cm (Ref. 30915).
3286,Hippocampus,zosterae,Hippocampus zosterae,#N/A,unsexed,0.400000006,,,Not given.,,
5955,Hippocampus,kuda,Hippocampus kuda,#N/A,unsexed,,0.5,1,Not specified.,China Main,Length type refers to Height (= from top of coronet to the tip of straightened tail). Age at onset of maturity was observed in populations in captivity.
5955,Hippocampus,kuda,Hippocampus kuda,#N/A,unsexed,,0.579999983,0.670000017,Not specified,Indonesia,
6303,Hippocampus,capensis,Hippocampus capensis,#N/A,unsexed,,0.5,1,Not specified.,,OT = height measurement = from top of coronet to the tip of straightened tail.
22816,Hippocampus,trimaculatus,Hippocampus trimaculatus,#N/A,unsexed,,0.5,1,Bin Thuan waters,Viet Nam,
25955,Hippocampus,fuscus,Hippocampus fuscus,#N/A,unsexed,,0.330000013,0.419999987,Not specified.,,Length type refers to Height (= from top of coronet to the tip of straightened tail). Age at onset of maturity was observed in populations in captivity.
25974,Hippocampus,spinosissimus,Hippocampus spinosissimus,#N/A,unsexed,,0.5,1,Bin Thuan waters (age at maturity),Viet Nam,Length type refers to Height (= from top of coronet to the tip of straightened tail).
46324,Hippocampus,abdominalis,Hippocampus abdominalis,#N/A,unsexed,1,,,not stated,,Unpublished data from C. Woods (Ref. 52034). OT = height length.
53792,Hippocampus,comes,Hippocampus comes,#N/A,unsexed,,0.5,1,Not specified.,,Age at maturity data from unpublished data of J.J. Meeuwig (Ref. 52034).
53911,Hippocampus,mohnikei,Hippocampus mohnikei,#N/A,unsexed,,0.5,1,Not specified.,China Main,Length type refers to Height (= from top of coronet to the tip of straightened tail). Age at onset of maturity was observed in populations in captivity.
4225,Hippoglossina,stomata,Hippoglossina stomata,#N/A,unsexed,3,,,off the western coast of Baja California (April 1988-Dec 1990),Mexico,
519,Hippoglossoides,elassodon,Hippoglossoides elassodon,2547,female,,1,3,"Puget Sound, Washington",USA,
519,Hippoglossoides,elassodon,Hippoglossoides elassodon,2547,male,,1,2,"Puget Sound, Washington",USA,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,3.599999905,,,"northeastern coast, 1986-90",USA,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,6.170000076,,,"Newfoundland-Labrador, Div. 3M, 1978-85",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,7.639999866,,,"Newfoundland-Labrador, Div. 2G, 1978-81",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,7.829999924,,,"Newfoundland-Labrador, Div. 2J, 1977-88",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,8,,,Western coast,Greenland,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,8.109999657,,,"Newfoundland-Labrador, Div. 2H, 1978-88",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,8.649999619,,,"Newfoundland-Labrador, Div. 3K, 1978-88",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,8.789999962,,,"Grand Bank, Div. ICNAF 3N, 1969-1972",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,9.479999542,,,"Newfoundland-Labrador, Subdiv. 3Ps,1978-88",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,10.60000038,,,"Grand Bank, Div. ICNAF 3L, 1969-1972",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,10.60000038,,,"Newfoundland-Labrador, Subdiv. 3Ps,1973-77",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,11.10000038,,,"Grand Bank, Div. ICNAF 3N, 1957-1964",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,female,14,,,"Res. Div. ICNAF 3L, 1961-1964",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,,4,5,"NAFO 4V, 3LNO, 3Ps",Canada,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,3,,,"northeastern coast, 1986-90",USA,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,4.5,,,Western coast,Greenland,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,4.650000095,,,"Grand Bank, Div. ICNAF 3N, 1971",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,5.320000172,,,"Res. Div. ICNAF 3N, 1957-1964",Canada,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,6.429999828,,,"Grand Bank, Div. ICNAF 3L, 1969-1972",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,male,7.590000153,,,"Res. Div. ICNAF 3L, 1961-1965",Can Newfounl,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,mixed,,2,3,North Sea,UK,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,unsexed,,3,5,NAFO 5YZ,USA,Data from O'Brien et al. 1992 (manuscript).
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,unsexed,2.599999905,,,North Sea,UK,
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,unsexed,8,,,"NAFO Div. 3LNO, 1995",Can Newfounl,Length presumed to be TL.
4239,Hippoglossoides,platessoides,Hippoglossoides platessoides,3359,unsexed,11,,,"NAFO Div. 3LNO, 1975",Can Newfounl,Length presumed to be TL.
514,Hippoglossus,stenolepis,Hippoglossus stenolepis,2542,female,,7,20,Pacific,,
514,Hippoglossus,stenolepis,Hippoglossus stenolepis,2542,male,,5,20,Pacific,,
514,Hippoglossus,stenolepis,Hippoglossus stenolepis,2542,unsexed,13,,,California Current Region,,
1371,Hippoglossus,hippoglossus,Hippoglossus hippoglossus,3353,female,,7,18,Northeast Atlantic,,"Weight: 35,000g (Ref. 35388)."
1371,Hippoglossus,hippoglossus,Hippoglossus hippoglossus,3353,female,,10,11,Northeast Atlantic/Mediterranean,,
1371,Hippoglossus,hippoglossus,Hippoglossus hippoglossus,3353,female,7.300000191,,,Faroese waters,Faeroe Is,tm read off from Fig. 5
1371,Hippoglossus,hippoglossus,Hippoglossus hippoglossus,3353,male,,7,8,Northeast Atlantic/Mediterranean,,
1371,Hippoglossus,hippoglossus,Hippoglossus hippoglossus,3353,male,,7,18,Northeast Atlantic,,"Weight: 18,000g (Ref. 35388)."
1371,Hippoglossus,hippoglossus,Hippoglossus hippoglossus,3353,male,4.5,,,Faroese waters,Faeroe Is,From figs. 5 & 6.
7457,Hirundichthys,affinis,Hirundichthys affinis,#N/A,unsexed,,0.579999983,0.670000017,Eastern Caribbean,,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,female,,6,9,continental slope,Ireland,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,female,,11,12,West Australian ridge,Australia,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,female,27.5,,,"Porcupine Bank, Northeast Atlantic (2002)",,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,female,34,,,"Chatham Rise, 1984 Otago Buccaneer survey",New Zealand,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,male,,5,8,continental slope,Ireland,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,male,33,,,"Chatham Rise, 1984 Otago Buccaneer survey",New Zealand,
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,unsexed,,20,32,southeastern waters,Australia,Weight at maturity: 500 - 800 g.
334,Hoplostethus,atlanticus,Hoplostethus atlanticus,2249,unsexed,32,,,"Tasmania and South Australia, 1988-89",Australia,Aged by radiometry of otoliths.
9182,Hucho,perryi,Hucho perryi,#N/A,unsexed,,10,11,Northwestern Pacific,Russian Fed,
2067,Huso,huso,Huso huso,2072,female,,13,22,Not specified.,,
2067,Huso,huso,Huso huso,2072,female,,14,20,"Caspian, Black, Azov and Adriatic Seas",,
2067,Huso,huso,Huso huso,2072,male,,10,16,"Caspian, Black, Azov and Adriatic Seas",,
2067,Huso,huso,Huso huso,2072,male,,10,16,Not specified.,,
4633,Huso,dauricus,Huso dauricus,#N/A,female,,8,15,Amur river,Russian Fed,weight 40-80 kg
4633,Huso,dauricus,Huso dauricus,#N/A,female,,11,16,Amur River (middle Amur population),Russian Fed,
4633,Huso,dauricus,Huso dauricus,#N/A,female,,17,23,Amur River (estuary population),Russian Fed,Water temperature affects the onset of maturity of females. Females spawn a year earlier during warm years than they would during cold years (Ref. 40142).
4633,Huso,dauricus,Huso dauricus,#N/A,male,,12,15,Amur river,Russian Fed,weight 40-55 kg
4633,Huso,dauricus,Huso dauricus,#N/A,male,,14,21,Amur River (estuary population),Russian Fed,Water temperature affects the onset of maturity of females. Females spawn a year earlier during warm years than they would during cold years (Ref. 40142).
496,Hyperoglyphe,antarctica,Hyperoglyphe antarctica,3319,unsexed,,5,7,not stated,Australia,"Weight: 4,500 g (Ref. 30451, 27112)."
496,Hyperoglyphe,antarctica,Hyperoglyphe antarctica,3319,unsexed,,6,7,New Zealand,New Zealand,
1374,Hyperoplus,lanceolatus,Hyperoplus lanceolatus,#N/A,unsexed,2,2,3,Western Baltic,Germany,In 1937.
3631,Hyperprosopon,argenteum,Hyperprosopon argenteum,#N/A,unsexed,1,,,California Current Region,,
3632,Hyperprosopon,ellipticum,Hyperprosopon ellipticum,#N/A,unsexed,3,,,California Current Region,,
255,Hypomesus,pretiosus,Hypomesus pretiosus,2937,unsexed,1.5,1,2,Not specified,,"Matures at age 1+ or 2+, with males maturing earlier than females. Within a single age group, larger fish mature and spawn earlier in the season than do smaller ones (Ref. 11620, 28887)."
23752,Hypomesus,japonicus,Hypomesus japonicus,#N/A,mixed,1,,,Pacific coast of Japan.,Japan,
23752,Hypomesus,japonicus,Hypomesus japonicus,#N/A,unsexed,2,,,Kamchatka,Russian Fed,
14582,Hyporhamphus,melanochir,Hyporhamphus melanochir,#N/A,unsexed,,2,3,southern waters,Australia,Also Ref. 27011.
1208,Hyporthodus,niveatus,Hyporthodus niveatus,#N/A,female,4.920000076,3,7,"South and North Carolina, 1993-94",USA,Largest immature female was 57.5 cm.
4241,Hypsopsetta,guttulata,Hypsopsetta guttulata,#N/A,unsexed,2.5,,,California Current Region,,
3648,Hypsypops,rubicundus,Hypsypops rubicundus,#N/A,unsexed,5,,,California Current Region,,
891,Isogomphodon,oxyrhynchus,Isogomphodon oxyrhynchus,#N/A,female,,6,7,"Turiaçú Bay to Tubarão Bay, 1984-87; 1990-91/1998",Brazil,
891,Isogomphodon,oxyrhynchus,Isogomphodon oxyrhynchus,#N/A,male,,5,6,"Turiaçú Bay to Tubarão Bay, 1984-87; 1990-91/1998",Brazil,
4242,Isopsetta,isolepis,Isopsetta isolepis,#N/A,unsexed,2,,,California Current Region,,
78,Istiophorus,albicans,Istiophorus albicans,2499,female,3.5,,,Southern Florida,USA,Length range refers to mean length at maturity. Referred to as <i>I. platypterus</i> in Ref. 7175.
752,Isurus,oxyrinchus,Isurus oxyrinchus,2011,female,20,19,21,New Zealand,New Zealand,
752,Isurus,oxyrinchus,Isurus oxyrinchus,2011,male,8,7,9,New zealand,New Zealand,
1461,Jenkinsia,lamprotaenia,Jenkinsia lamprotaenia,#N/A,female,0.200000003,,,Southwest region,Cuba,
3707,Kathetostoma,averruncus,Kathetostoma averruncus,#N/A,female,,2,3,California current,USA,Based on a single fish.
107,Katsuwonus,pelamis,Katsuwonus pelamis,2494,female,3,,,Northeast region,Cuba,
107,Katsuwonus,pelamis,Katsuwonus pelamis,2494,unsexed,,1,2,not stated,,
572,Labrus,bergylta,Labrus bergylta,13004,female,,6,9,British Isles,UK,
572,Labrus,bergylta,Labrus bergylta,13004,unsexed,2,,,Eastern Atlantic,,
1375,Labrus,mixtus,Labrus mixtus,#N/A,unsexed,2,,,Mediterranean,,
4582,Labrus,merula,Labrus merula,#N/A,unsexed,2,,,Mediterranean,,
2014,Laemonema,longipes,Laemonema longipes,13017,unsexed,,3,8,Northwest Pacific,Russian Fed,
2014,Laemonema,longipes,Laemonema longipes,13017,unsexed,,5,6,Northwest Pacific,,
2014,Laemonema,longipes,Laemonema longipes,13017,unsexed,,5,8,Northwestern Pacific,,
88,Lamna,nasus,Lamna nasus,2798,female,17,15,18,New Zealand,New Zealand,
88,Lamna,nasus,Lamna nasus,2798,male,10,8,11,New zealand,New Zealand,
4480,Lampetra,fluviatilis,Lampetra fluviatilis,2002,mixed,,4,5,"Coastal rivers of Schleswig-Holstein, Germany",Germany,
4480,Lampetra,fluviatilis,Lampetra fluviatilis,2002,unsexed,,4,6,Rivers in the UK and Scandinavia.,UK,
4480,Lampetra,fluviatilis,Lampetra fluviatilis,2002,unsexed,,5,9,Estonia,Estonia,"Semelparous, thus age at maturity could be about 5 to 9 years (=Tmax)."
4480,Lampetra,fluviatilis,Lampetra fluviatilis,2002,unsexed,,6,7,Gironde estuary,France,
12960,Latridopsis,ciliaris,Latridopsis ciliaris,#N/A,unsexed,,5,6,Kaikoura and Gisborne,New Zealand,
456,Lebetus,scorpioides,Lebetus scorpioides,#N/A,unsexed,,1,2,eastern Atlantic,,"For populations found in southwest Iceland, the Feroes and Hemnefjord, Norway, to northern Bay of Biscay (Ref. 4696)."
2016,Lepidion,eques,Lepidion eques,#N/A,female,,8,9,1976-97,Iceland,
2016,Lepidion,eques,Lepidion eques,#N/A,male,,8,9,1976-97,Iceland,
7045,Lepidonotothen,squamifrons,Lepidonotothen squamifrons,#N/A,female,,7,8,Crozet Is.,,
7045,Lepidonotothen,squamifrons,Lepidonotothen squamifrons,#N/A,female,,8,9,Kerguelen Is.,,50 % are mature within the given range.
6591,Lepidophanes,guentheri,Lepidophanes guentheri,#N/A,female,0.5,,,Gulf of Mexico,USA,
24237,Lepidopsetta,bilineata,Lepidopsetta bilineata,3362,female,9,,,Bering Sea and Aleutian Islands,Alaska,
24237,Lepidopsetta,bilineata,Lepidopsetta bilineata,3362,female,9,,,"Kodiak Island, 1996-99",Alaska,Tm  based  on growth curve (Ref. 47345).
58882,Lepidopsetta,polyxystra,Lepidopsetta polyxystra,#N/A,female,7,,,"Kodiak Island, 1996-99",Alaska,Tm based on growth curve (Ref. 47345).
58882,Lepidopsetta,polyxystra,Lepidopsetta polyxystra,#N/A,female,8,,,Eastern Kamchatka,Russian Fed,
58882,Lepidopsetta,polyxystra,Lepidopsetta polyxystra,#N/A,male,6,,,Eastern Kamchatka,Russian Fed,
28,Lepidorhombus,whiffiagonis,Lepidorhombus whiffiagonis,2560,female,3,,,"North of Gulf of Biscay, 200 m",France,
28,Lepidorhombus,whiffiagonis,Lepidorhombus whiffiagonis,2560,male,4,,,"North of Gulf of Biscay, 200 m",France,
1722,Lepidotrigla,cavillone,Lepidotrigla cavillone,#N/A,female,2,,,"Tyrrhenian Sea, 1985-87; 1994-95",Italy,
4112,Leptocottus,armatus,Leptocottus armatus,#N/A,unsexed,1,,,California Current Region,,
7685,Lesueurigobius,friesii,Lesueurigobius friesii,#N/A,unsexed,2,,,Northeast Atlantic,,
2524,Lethenteron,camtschaticum,Lethenteron camtschaticum,#N/A,unsexed,,4,5,Barh and Hurh rivers,Mongolia,
1843,Lethrinus,mahsena,Lethrinus mahsena,13167,unsexed,6,,,Not specified.,Seychelles,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,female,4,,,northern Persian Gulf,Kuwait,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,female,5.900000095,,,Gulf of Suez,Egypt,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,female,9,7,,lagoon,New Caledonia,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,male,3,,,northern Persian Gulf,Kuwait,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,male,4.599999905,,,Gulf of Suez,Egypt,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,male,8,6,,lagoon,New Caledonia,
1846,Lethrinus,nebulosus,Lethrinus nebulosus,13170,unsexed,,4,4.5,Arabian Gulf,Kuwait,
1858,Lethrinus,miniatus,Lethrinus miniatus,#N/A,unsexed,,2,3,northern coasts,Australia,
1863,Lethrinus,lentjan,Lethrinus lentjan,13166,male,3.5,2.700000048,,lagoon,New Caledonia,
1863,Lethrinus,lentjan,Lethrinus lentjan,13166,unsexed,3.799999952,,,Tuwwal,Saudi Arabia,
1864,Lethrinus,olivaceus,Lethrinus olivaceus,#N/A,male,6,5.099999905,,lagoon,New Caledonia,
2557,Leucoraja,erinacea,Leucoraja erinacea,#N/A,unsexed,4,,,NE coast,USA,"Age at 50% maturity adopted from sources cited in Ref. 52108, p. 579."
2557,Leucoraja,erinacea,Leucoraja erinacea,#N/A,unsexed,4.5,,,"Block Island and Long Island, 1951-52",USA,
4326,Leucoraja,naevus,Leucoraja naevus,#N/A,unsexed,8,,,North Sea,,
4326,Leucoraja,naevus,Leucoraja naevus,#N/A,unsexed,9,,,North Sea,UK,
3239,Leuresthes,tenuis,Leuresthes tenuis,#N/A,unsexed,1.5,,,California Current Region,USA,
520,Limanda,aspera,Limanda aspera,3360,female,,6,7,Asian waters,,
520,Limanda,aspera,Limanda aspera,3360,female,7,,,Eastern Kamchatka,Russian Fed,
520,Limanda,aspera,Limanda aspera,3360,female,7,,,Western Kamchatka,Russian Fed,
520,Limanda,aspera,Limanda aspera,3360,female,10.5,,,Bering Sea and Aleutian Islands,Alaska,
520,Limanda,aspera,Limanda aspera,3360,male,,4,5,Asian waters,,
520,Limanda,aspera,Limanda aspera,3360,male,4,,,Western Kamchatka,Russian Fed,
520,Limanda,aspera,Limanda aspera,3360,male,5,,,Eastern Kamchatka,Russian Fed,
520,Limanda,aspera,Limanda aspera,3360,unsexed,,4,5,Sakhalin Isl.,Russian Fed,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,,5.5,7.400000095,"NAFO Div. 3LNO, 1977-82",Can Newfounl,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,1.600000024,,,"Southern New England, 1985-90",USA,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,1.799999952,,,"Georges Bank, 1985-90",USA,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,2.599999905,,,"Cape Cod, 1985-90",USA,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,6.099999905,,,"NAFO Div. 3LNO, 1993",Can Newfounl,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,6.119999886,,,"Newfoundland, Div. 3LNO, 1952-68",Can Newfounl,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,6.199999809,,,"NAFO Div. 3LNO, 1984",Can Newfounl,
521,Limanda,ferruginea,Limanda ferruginea,2548,female,6.800000191,,,"NAFO Div. 3LNO, 1988",Can Newfounl,
521,Limanda,ferruginea,Limanda ferruginea,2548,male,1.299999952,,,"Georges Bank, 1985-90",USA,
521,Limanda,ferruginea,Limanda ferruginea,2548,male,1.799999952,,,"Southern New England, 1985-90",USA,
521,Limanda,ferruginea,Limanda ferruginea,2548,male,2.599999905,,,"Cape Cod, 1985-90",USA,
521,Limanda,ferruginea,Limanda ferruginea,2548,male,4.400000095,,,"NAFO Div. 3LNO, 1995",Can Newfounl,
521,Limanda,ferruginea,Limanda ferruginea,2548,male,4.699999809,,,"NAFO Div. 3LNO, 1976 (Tm) and 1977 (Lm)",Can Newfounl,Length presumed to be TL.
521,Limanda,ferruginea,Limanda ferruginea,2548,male,5.300000191,,,"NAFO Div. 3LNO, 1981 (Tm) and 1982 (Lm)",Can Newfounl,Tm remained stable till 1987.
521,Limanda,ferruginea,Limanda ferruginea,2548,male,5.5,,,"NAFO Div. 3LNO, 1988 (Tm) and 1984 (Lm)",Can Newfounl,
695,Limanda,limanda,Limanda limanda,3361,female,,3,5,North Sea,UK,
695,Limanda,limanda,Limanda limanda,3361,female,3,,,"Douarnenez Bay, Brittany",France,
695,Limanda,limanda,Limanda limanda,3361,male,,2,3,Middle North Sea,UK,
695,Limanda,limanda,Limanda limanda,3361,male,,2,3,North Sea,UK,
695,Limanda,limanda,Limanda limanda,3361,unsexed,2.299999952,,,North Sea,UK,
8882,Limanda,punctatissima,Limanda punctatissima,#N/A,unsexed,4,,,Peter the Great Bay,Russian Fed,
50421,Limanda,sakhalinensis,Limanda sakhalinensis,#N/A,unsexed,,3,4,Sakhalin Isl.,Russian Fed,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,female,2,,,Golfe de Gabès,Tunisia,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,female,3,,,"off Gran Canaria, 1999-2000",Canary Is,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,male,2,,,Golfe de Gabès,Tunisia,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,male,2,,,"off Gran Canaria, 1999-2000",Canary Is,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,unsexed,2,,,eastern Atlantic and Mediterranean Sea,,
6592,Lithognathus,aureti,Lithognathus aureti,#N/A,female,7.199999809,,,northern population,Namibia,Tm approximate.
6592,Lithognathus,aureti,Lithognathus aureti,#N/A,female,9.699999809,,,southern population,Namibia,Tm approximate.
