SciName,CommName,family,order
Icichthys australis,Southern driftfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus huttoni,New Zealand ruffe,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus ovalis,Imperial blackfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus velaini,Violet warehou,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus pemarco,Pemarco blackfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus maculatus,Pelagic butterfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Schedophilus medusophagus,Cornish blackfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Tubbia tasmanica,Tasmanian ruffe,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Seriolella porosa,Choicy ruff,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Seriolella brama,Common warehou,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Seriolella violacea,Palm ruff,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Seriolella punctata,Silver warehou,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Seriolella caerulea,White warehou,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Hyperoglyphe antarctica,Bluenose warehou,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Hyperoglyphe bythites,Black driftfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Hyperoglyphe perciformis,Barrelfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Psenopsis anomala,Pacific rudderfish,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
Icosteus aenigmaticus,Ragfish,Icosteidae,OTHER PERCIFORMES
Centrodraco acanthopoma,,Draconettidae,OTHER PERCIFORMES
Draconetta xenica,,Draconettidae,OTHER PERCIFORMES
Scombrolabrax heterolepis,Longfin escolar,Scombrolabracidae,OTHER PERCIFORMES
Sebastes marinus,Golden redfish,Scorpaenidae,SCORPAENIFORMES
Sebastes viviparus,Norway redfish,Scorpaenidae,SCORPAENIFORMES
Sebastes entomelas,Widow rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes flavidus,Yellowtail rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes serriceps,Treefish,Scorpaenidae,SCORPAENIFORMES
Sebastes rosaceus,Rosy rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes serranoides,Olive rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes mystinus,Blue rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes alutus,Pacific ocean perch,Scorpaenidae,SCORPAENIFORMES
Sebastes paucispinis,Bocaccio rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes miniatus,Vermilion rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes mentella,Beaked redfish,Scorpaenidae,SCORPAENIFORMES
Sebastes capensis,Cape redfish,Scorpaenidae,SCORPAENIFORMES
Sebastes fasciatus,Acadian redfish,Scorpaenidae,SCORPAENIFORMES
Sebastes pinniger,Canary rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes goodei,Chilipepper rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes constellatus,Starry rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes aleutianus,Rougheye rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes borealis,Shortraker rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes caurinus,Copper rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes diploproa,Splitnose rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes elongatus,Greenstriped rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes inermis,,Scorpaenidae,SCORPAENIFORMES
Sebastes jordani,Shortbelly rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes maliger,Quillback rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes minor,,Scorpaenidae,SCORPAENIFORMES
Sebastes schlegeli,Korean rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes taczanowskii,,Scorpaenidae,SCORPAENIFORMES
Sebastes reedi,Yellowmouth rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes brevispinis,Silvergray rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes melanops,Black rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes nigrocinctus,Tiger rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes proriger,Redstripe rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes ruberrimus,Yelloweye rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes wilsoni,Pygmy rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes ciliatus,Dusky rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes saxicola,Stripetail rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes variegatus,Harlequin rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes polyspinis,Northern rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes nebulosus,China rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes helvomaculatus,Rosethorn rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes babcocki,Redbanded rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes aurora,Aurora rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes zacentrus,Sharpchin rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes melanostomus,Blackgill rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes crameri,Darkblotched rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes oculatus,Patagonian redfish,Scorpaenidae,SCORPAENIFORMES
Sebastes chlorostictus,Greenspotted rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes carnatus,Gopher rockfish,Scorpaenidae,SCORPAENIFORMES
Sebastes levis,Cowcod,Scorpaenidae,SCORPAENIFORMES
Sebastes rufus,Bank rockfish,Scorpaenidae,SCORPAENIFORMES
Brachypterois serrulata,,Scorpaenidae,SCORPAENIFORMES
Ebosia bleekeri,,Scorpaenidae,SCORPAENIFORMES
Hoplosebastes armatus,,Scorpaenidae,SCORPAENIFORMES
Idiastion kyphos,,Scorpaenidae,SCORPAENIFORMES
Iracundus signifer,Decoy scorpionfish,Scorpaenidae,SCORPAENIFORMES
Neomerinthe amplisquamiceps,,Scorpaenidae,SCORPAENIFORMES
Scorpaena porcus,Black scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena scrofa,Red scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena brasiliensis,Barbfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena grandicornis,Plumed scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena guttata,California scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena histrio,Player scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena plumieri,Pacific spotted scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena sonorae,Sonora scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena laevis,Senegalese rockfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena notata,Small red scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena angolensis,Angola rockfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena elongata,Slender rockfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena maderensis,Madeira rockfish,Scorpaenidae,SCORPAENIFORMES
Scorpaena stephanica,Spotted-fin rockfish,Scorpaenidae,SCORPAENIFORMES
Parapterois heterurus,Blackfoot firefish,Scorpaenidae,SCORPAENIFORMES
Parascorpaena aurita,,Scorpaenidae,SCORPAENIFORMES
Helicolenus dactylopterus,Blackbelly rosefish,Scorpaenidae,SCORPAENIFORMES
Helicolenus percoides,Red gurnard perch,Scorpaenidae,SCORPAENIFORMES
Helicolenus mouchezi,Rosefish,Scorpaenidae,SCORPAENIFORMES
Pontinus accraensis,Ghanean rockfish,Scorpaenidae,SCORPAENIFORMES
Pontinus kuhlii,Offshore rockfish,Scorpaenidae,SCORPAENIFORMES
Pontinus macrocephalus,Large-headed scorpionfish,Scorpaenidae,SCORPAENIFORMES
Pontinus leda,Speckled deepwat. scorpionfish,Scorpaenidae,SCORPAENIFORMES
Pontinus nigropunctatus,S.Helena deepwat. scorpionfish,Scorpaenidae,SCORPAENIFORMES
Pontinus sierra,Speckled scorpionfish,Scorpaenidae,SCORPAENIFORMES
Pteroidichthys godfreyi,,Scorpaenidae,SCORPAENIFORMES
Scorpaenodes africanus,,Scorpaenidae,SCORPAENIFORMES
Scorpaenodes parvipinnis,Lowfin scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenodes elongatus,African spotted scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenodes muciparus,,Scorpaenidae,SCORPAENIFORMES
Scorpaenopsis cacopsis,Jenkin's scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenopsis gibbosa,Humpbacked scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenopsis cirrhosa,Weedy stingfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenopsis barbata,Bearded scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenopsis lactomaculata,Whiteblotched scorpionfish,Scorpaenidae,SCORPAENIFORMES
Scorpaenopsis venosa,Raggy scorpionfish,Scorpaenidae,SCORPAENIFORMES
Sebastapistes ballieui,Spotfin scorpionfish,Scorpaenidae,SCORPAENIFORMES
Sebastiscus marmoratus,,Scorpaenidae,SCORPAENIFORMES
Taenianotus triacanthus,Leaf scorpionfish,Scorpaenidae,SCORPAENIFORMES
Thysanichthys crossotus,,Scorpaenidae,SCORPAENIFORMES
Pterois russelii,Plaintail turkeyfish,Scorpaenidae,SCORPAENIFORMES
Pterois volitans,Red lionfish,Scorpaenidae,SCORPAENIFORMES
Pterois antennata,Broadbarred firefish,Scorpaenidae,SCORPAENIFORMES
Pterois radiata,Radial firefish,Scorpaenidae,SCORPAENIFORMES
Pterois sphex,Hawaiian turkeyfish,Scorpaenidae,SCORPAENIFORMES
Pterois miles,Devil firefish,Scorpaenidae,SCORPAENIFORMES
Dendrochirus zebra,Zebra turkeyfish,Scorpaenidae,SCORPAENIFORMES
Dendrochirus biocellatus,Twospot turkeyfish,Scorpaenidae,SCORPAENIFORMES
Dendrochirus brachypterus,Shortfin turkeyfish,Scorpaenidae,SCORPAENIFORMES
Dendrochirus barberi,Hawaiian lionfish,Scorpaenidae,SCORPAENIFORMES
Rhinopias aphanes,,Scorpaenidae,SCORPAENIFORMES
Phenacoscorpius adenensis,,Scorpaenidae,SCORPAENIFORMES
Adelosebastes latens,,Scorpaenidae,SCORPAENIFORMES
Hozukius emblemarius,,Scorpaenidae,SCORPAENIFORMES
Sebastolobus alascanus,Shortspine thornyhead,Scorpaenidae,SCORPAENIFORMES
Sebastolobus altivelis,Longspine thornyhead,Scorpaenidae,SCORPAENIFORMES
Sebastolobus macrochir,Broadbanded thornyhead,Scorpaenidae,SCORPAENIFORMES
Trachyscorpia eschmeyeri,Cape scorpionfish,Scorpaenidae,SCORPAENIFORMES
Trachyscorpia cristulata,Atlantic thornyhead,Scorpaenidae,SCORPAENIFORMES
Trachyscorpia echinata,Spiny scorpionfish,Scorpaenidae,SCORPAENIFORMES
Ectreposebastes imus,,Scorpaenidae,SCORPAENIFORMES
Lioscorpius longiceps,,Scorpaenidae,SCORPAENIFORMES
Maxillicosta raoulensis,,Scorpaenidae,SCORPAENIFORMES
Neosebastes entaxis,Orange-banded scorpionfish,Scorpaenidae,SCORPAENIFORMES
Setarches guentheri,Channeled rockfish,Scorpaenidae,SCORPAENIFORMES
Plectrogenium barsukovi,,Scorpaenidae,SCORPAENIFORMES
Bellator brachychir,Shortfin searobin,Triglidae,SCORPAENIFORMES
Trigla lyra,Piper gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys kumu,Bluefin gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys lucerna,Tub gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys lastoviza,Streaked gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys capensis,Cape gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys gabonensis,Gabon gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys spinosus,Spiny red gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys obscurus,Longfin gurnard,Triglidae,SCORPAENIFORMES
Chelidonichthys queketti,Lesser gurnard,Triglidae,SCORPAENIFORMES
Aspitrigla cuculus,Red gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla microptera,,Triglidae,SCORPAENIFORMES
Lepidotrigla brachyoptera,Scaly gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla vanessa,Butterfly gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla carolae,Carol's gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla dieuzeidei,Spiny gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla cavillone,Large-scaled gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla cadmani,Scalebreast gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla bispinosa,Bullhorn gurnard,Triglidae,SCORPAENIFORMES
Lepidotrigla faurei,Scalybreast gurnard,Triglidae,SCORPAENIFORMES
Prionotus alatus,Spiny searobin,Triglidae,SCORPAENIFORMES
Prionotus punctatus,Bluewing searobin,Triglidae,SCORPAENIFORMES
Prionotus nudigula,Red searobin,Triglidae,SCORPAENIFORMES
Prionotus paralatus,Mexican searobin,Triglidae,SCORPAENIFORMES
Prionotus carolinus,Northern searobin,Triglidae,SCORPAENIFORMES
Pterygotrigla polyommata,Latchet(=Sharpbeak gurnard),Triglidae,SCORPAENIFORMES
Pterygotrigla picta,Spotted gurnard,Triglidae,SCORPAENIFORMES
Eutrigla gurnardus,Grey gurnard,Triglidae,SCORPAENIFORMES
Erilepis zonifer,Skilfish,Anoplopomatidae,SCORPAENIFORMES
Anoplopoma fimbria,Sablefish,Anoplopomatidae,SCORPAENIFORMES
Hoplichthys acanthopleurus,,Hoplichthyidae,SCORPAENIFORMES
Zanclorhynchus spinifer,Antarctic horsefish,Congiopodidae,SCORPAENIFORMES
Perryena leucometopon,,Congiopodidae,SCORPAENIFORMES
Congiopodus peruvianus,,Congiopodidae,SCORPAENIFORMES
Alertichthys blacki,Alert pigfish,Congiopodidae,SCORPAENIFORMES
Cottunculus microps,Polar sculpin,Psychrolutidae,SCORPAENIFORMES
Dasycottus setiger,Spinyhead sculpin,Psychrolutidae,SCORPAENIFORMES
Ebinania vermiculata,,Psychrolutidae,SCORPAENIFORMES
Eurymen gyrinus,Smoothcheek sculpin,Psychrolutidae,SCORPAENIFORMES
Malacocottus gibber,,Psychrolutidae,SCORPAENIFORMES
Psychrolutes macrocephalus,,Psychrolutidae,SCORPAENIFORMES
Neophrynichthys angustus,Pale toadfish,Psychrolutidae,SCORPAENIFORMES
Cyclopterus lumpus,Lumpfish(=Lumpsucker),Cyclopteridae,SCORPAENIFORMES
Cyclopteropsis lindbergi,,Cyclopteridae,SCORPAENIFORMES
Eumicrotremus derjugini,Leatherfin lumpsucker,Cyclopteridae,SCORPAENIFORMES
Eumicrotremus taranetzi,,Cyclopteridae,SCORPAENIFORMES
Lethotremus awae,,Cyclopteridae,SCORPAENIFORMES
Aptocyclus ventricosus,Smooth lumpsucker,Cyclopteridae,SCORPAENIFORMES
Gargariscus prionocephalus,,Peristediidae,SCORPAENIFORMES
Heminodus japonicus,,Peristediidae,SCORPAENIFORMES
Peristedion cataphractum,African armoured searobin,Peristediidae,SCORPAENIFORMES
Peristedion liorhynchus,Armoured gurnard,Peristediidae,SCORPAENIFORMES
Peristedion longispatha,,Peristediidae,SCORPAENIFORMES
Peristedion weberi,,Peristediidae,SCORPAENIFORMES
Satyrichthys adeni,,Peristediidae,SCORPAENIFORMES
Satyrichthys investigatoris,,Peristediidae,SCORPAENIFORMES
Satyrichthys welchi,Robust armoured-gurnard,Peristediidae,SCORPAENIFORMES
Acantholiparis opercularis,Spiny snailfish,Liparidae,SCORPAENIFORMES
Careproctus bathycoetus,,Liparidae,SCORPAENIFORMES
Careproctus furcellus,,Liparidae,SCORPAENIFORMES
Careproctus jordani,,Liparidae,SCORPAENIFORMES
Careproctus melanurus,Blacktail snailfish,Liparidae,SCORPAENIFORMES
Careproctus georgianus,,Liparidae,SCORPAENIFORMES
Careproctus continentalis,,Liparidae,SCORPAENIFORMES
Careproctus ampliceps,,Liparidae,SCORPAENIFORMES
Careproctus catherinae,,Liparidae,SCORPAENIFORMES
Careproctus inflexidens,,Liparidae,SCORPAENIFORMES
Careproctus polarsterni,,Liparidae,SCORPAENIFORMES
Careproctus pseudoprofundicola,,Liparidae,SCORPAENIFORMES
Careproctus vladibeckeri,,Liparidae,SCORPAENIFORMES
Crystallichthys cyclospilus,Blotched snailfish,Liparidae,SCORPAENIFORMES
Liparis callyodon,Spotted snailfish,Liparidae,SCORPAENIFORMES
Liparis coheni,Gulf snailfish,Liparidae,SCORPAENIFORMES
Liparis fabricii,,Liparidae,SCORPAENIFORMES
Liparis gibbus,Variegated snailfish,Liparidae,SCORPAENIFORMES
Liparis liparis,Striped seasnail,Liparidae,SCORPAENIFORMES
Liparis montagui,Montagus seasnail,Liparidae,SCORPAENIFORMES
Liparis tunicatus,Kelp snailfish,Liparidae,SCORPAENIFORMES
Liparis tanakae,Tanaka's snailfish,Liparidae,SCORPAENIFORMES
Lipariscus nanus,Pygmy snailfish,Liparidae,SCORPAENIFORMES
Nectoliparis pelagicus,Tadpole snailfish,Liparidae,SCORPAENIFORMES
Osteodiscus cascadiae,Bigtail snailfish,Liparidae,SCORPAENIFORMES
Paraliparis antarcticus,,Liparidae,SCORPAENIFORMES
Paraliparis bathybius,,Liparidae,SCORPAENIFORMES
Paraliparis copei,,Liparidae,SCORPAENIFORMES
Paraliparis gracilis,,Liparidae,SCORPAENIFORMES
Paraliparis meridionalis,,Liparidae,SCORPAENIFORMES
Paraliparis terraenovae,,Liparidae,SCORPAENIFORMES
Paraliparis trilobodon,,Liparidae,SCORPAENIFORMES
Paraliparis tetrapteryx,,Liparidae,SCORPAENIFORMES
Paraliparis meganchus,,Liparidae,SCORPAENIFORMES
Paraliparis devriesi,,Liparidae,SCORPAENIFORMES
Paraliparis andriashevi,,Liparidae,SCORPAENIFORMES
Paraliparis fuscolingua,,Liparidae,SCORPAENIFORMES
Paraliparis macrocephalus,,Liparidae,SCORPAENIFORMES
Paraliparis rossi,,Liparidae,SCORPAENIFORMES
Rhinoliparis attenuatus,Slim snailfish,Liparidae,SCORPAENIFORMES
Rhodichthys regina,,Liparidae,SCORPAENIFORMES
Genioliparis lindbergi,,Liparidae,SCORPAENIFORMES
Ereunias grallator,,Ereuniidae,SCORPAENIFORMES
Marukawichthys ambulator,,Ereuniidae,SCORPAENIFORMES
Bembradium roseum,,Bembridae,SCORPAENIFORMES
Bembras japonicus,,Bembridae,SCORPAENIFORMES
Parabembras curtus,,Bembridae,SCORPAENIFORMES
Bathylutichthys taranetzi,,Bathylutichthyidae,SCORPAENIFORMES
Atrophacanthus japonicus,,Triacanthodidae,TETRAODONTIFORMES
Bathyphylax bombifrons,,Triacanthodidae,TETRAODONTIFORMES
Halimochirurgus alcocki,,Triacanthodidae,TETRAODONTIFORMES
Hollardia hollardi,Reticulate spikefish,Triacanthodidae,TETRAODONTIFORMES
Johnsonina eriomma,,Triacanthodidae,TETRAODONTIFORMES
Macrorhamphosodes platycheilus,Trumpetsnout spikefish,Triacanthodidae,TETRAODONTIFORMES
Parahollardia lineata,Jambeau,Triacanthodidae,TETRAODONTIFORMES
Paratriacanthodes herrei,,Triacanthodidae,TETRAODONTIFORMES
Triacanthodes anomalus,,Triacanthodidae,TETRAODONTIFORMES
Tydemania navigatoris,Fleshy-lipped spikefish,Triacanthodidae,TETRAODONTIFORMES
Lophius piscatorius,Angler(=Monk),Lophiidae,LOPHIIFORMES
Lophius budegassa,Blackbellied angler,Lophiidae,LOPHIIFORMES
Lophius americanus,American angler,Lophiidae,LOPHIIFORMES
Lophius vaillanti,Shortspine African angler,Lophiidae,LOPHIIFORMES
Lophius vomerinus,Devil anglerfish,Lophiidae,LOPHIIFORMES
Lophius gastrophysus,Blackfin goosefish,Lophiidae,LOPHIIFORMES
Lophius litulon,Yellow goosefish,Lophiidae,LOPHIIFORMES
Lophiomus setigerus,Blackmouth angler,Lophiidae,LOPHIIFORMES
Lophiodes caulinaris,Spottedtail angler,Lophiidae,LOPHIIFORMES
Lophiodes kempi,Longspine African angler,Lophiidae,LOPHIIFORMES
Lophiodes mutilus,Smooth angler,Lophiidae,LOPHIIFORMES
Lophiodes insidiator,Natal angler,Lophiidae,LOPHIIFORMES
Bathychaunax coloratus,,Chaunacidae,LOPHIIFORMES
Chaunax abei,,Chaunacidae,LOPHIIFORMES
Chaunax pictus,Pink frogmouth,Chaunacidae,LOPHIIFORMES
Dibranchus atlanticus,,Ogcocephalidae,LOPHIIFORMES
Halicmetus reticulatus,,Ogcocephalidae,LOPHIIFORMES
Halieutaea brevicauda,Spiny sea bat,Ogcocephalidae,LOPHIIFORMES
Halieutaea stellata,Batfish,Ogcocephalidae,LOPHIIFORMES
Halieutichthys aculeatus,Pancake batfish,Ogcocephalidae,LOPHIIFORMES
Halieutopsis micropa,,Ogcocephalidae,LOPHIIFORMES
Halieutopsis galatea,,Ogcocephalidae,LOPHIIFORMES
Malthopsis annulifera,,Ogcocephalidae,LOPHIIFORMES
Ogcocephalus corniger,Longnose batfish,Ogcocephalidae,LOPHIIFORMES
Zalieutes elater,Roundel batfish,Ogcocephalidae,LOPHIIFORMES
Caulophryne jordani,,Caulophrynidae,LOPHIIFORMES
Melanocetus johnsoni,Humpback anglerfish,Melanocetidae,LOPHIIFORMES
Melanocetus rossi,,Melanocetidae,LOPHIIFORMES
Phrynichthys wedli,,Diceratiidae,LOPHIIFORMES
Diceratias bispinosus,,Diceratiidae,LOPHIIFORMES
Himantolophus albinares,,Himantolophidae,LOPHIIFORMES
Bertella idiomorpha,,Oneirodidae,LOPHIIFORMES
Chaenophryne draco,Smooth dreamer,Oneirodidae,LOPHIIFORMES
Chirophryne xenolophus,,Oneirodidae,LOPHIIFORMES
Danaphryne nigrifilis,,Oneirodidae,LOPHIIFORMES
Dolopichthys danae,,Oneirodidae,LOPHIIFORMES
Lophodolos acanthognathus,,Oneirodidae,LOPHIIFORMES
Microlophichthys microlophus,,Oneirodidae,LOPHIIFORMES
Oneirodes acanthias,Spiny dreamer,Oneirodidae,LOPHIIFORMES
Oneirodes notius,,Oneirodidae,LOPHIIFORMES
Pentherichthys venustus,,Oneirodidae,LOPHIIFORMES
Spiniphryne gladisfenae,,Oneirodidae,LOPHIIFORMES
Gigantactis elsmani,,Gigantactinidae,LOPHIIFORMES
Rhynchactis leptonema,,Gigantactinidae,LOPHIIFORMES
Neoceratias spinifer,,Neoceratiidae,LOPHIIFORMES
Cryptopsaras couesii,Triplewart seadevil,Ceratiidae,LOPHIIFORMES
Ceratias holboelli,Kroyer's deep-sea angler fish,Ceratiidae,LOPHIIFORMES
Ceratias tentaculatus,,Ceratiidae,LOPHIIFORMES
Haplophryne mollis,,Linophrynidae,LOPHIIFORMES
Linophryne algibarbata,,Linophrynidae,LOPHIIFORMES
Photocorynus spiniceps,,Linophrynidae,LOPHIIFORMES
Lophichthys boschmai,,Lophichthyidae,LOPHIIFORMES
Centrophryne spinulosa,Horned lantern fish,Centrophrynidae,LOPHIIFORMES
Argentina spp,Argentines,Argentinidae,SALMONIFORMES
Argentinidae,Argentines nei,Argentinidae,SALMONIFORMES
Bathylagus spp,Blacksmelts,Bathylagidae,SALMONIFORMES
Bathylagidae,Deep-sea smelts nei,Bathylagidae,SALMONIFORMES
Nansenia spp,,Microstomatidae,SALMONIFORMES
Alepocephalus spp,Slickheads nei,Alepocephalidae,SALMONIFORMES
Alepocephalidae,,Alepocephalidae,SALMONIFORMES
Platytroctidae,,Platytroctidae,SALMONIFORMES
Gonostoma spp,,Gonostomatidae,STOMIIFORMES
Cyclothone spp,,Gonostomatidae,STOMIIFORMES
Gonostomatidae,Bristlemouths,Gonostomatidae,STOMIIFORMES
Sternoptychidae,Hatchetfishes nei,Sternoptychidae,STOMIIFORMES
Stomias spp,,Stomiidae,STOMIIFORMES
Stomiidae,,Stomiidae,STOMIIFORMES
Phosichthyidae,,Phosichthyidae,STOMIIFORMES
Benthalbella spp,Pearleyes nei,Scopelarchidae,AULOPIFORMES
Scopelarchidae,"Pearleyes, etc. nei",Scopelarchidae,AULOPIFORMES
Notolepis spp,Barracudinas nei,Paralepididae,AULOPIFORMES
Paralepididae,"Barracudinas, etc. nei",Paralepididae,AULOPIFORMES
Chlorophthalmidae,Greeneyes,Chlorophthalmidae,AULOPIFORMES
Scopelosaurus spp,,Notosudidae,AULOPIFORMES
Ipnopidae,,Ipnopidae,AULOPIFORMES
Electrona spp,,Myctophidae,MYCTOPHIFORMES
Notoscopelus spp,Patchwork lampfishes,Myctophidae,MYCTOPHIFORMES
Gymnoscopelus spp,,Myctophidae,MYCTOPHIFORMES
Protomyctophum spp,,Myctophidae,MYCTOPHIFORMES
Myctophidae,Lanternfishes nei,Myctophidae,MYCTOPHIFORMES
Muraenesox spp,Pike-congers nei,Muraenesocidae,ANGUILLIFORMES
Muraenesocidae,,Muraenesocidae,ANGUILLIFORMES
Conger spp,Conger eels nei,Congridae,ANGUILLIFORMES
Congridae,"Conger eels, etc. nei",Congridae,ANGUILLIFORMES
Synaphobranchidae,Cutthroat eels nei,Synaphobranchidae,ANGUILLIFORMES
Nemichthyidae,,Nemichthyidae,ANGUILLIFORMES
Colocongridae,,Colocongridae,ANGUILLIFORMES
Serrivomer spp,Sawtooth eels nei,Serrivomeridae,ANGUILLIFORMES
Anguilliformes,"Eels, morays, congers nei",,ANGUILLIFORMES
Halosauridae,Halosaurs nei,Halosauridae,NOTACANTHIFORMES
Notacanthidae,Deep-sea spiny eels nei,Notacanthidae,NOTACANTHIFORMES
Notopogon spp,,Macroramphosidae,SYNGNATHIFORMES
Macroramphosidae,Snipefishes nei,Macroramphosidae,SYNGNATHIFORMES
Genypterus spp,Cusk-eels nei,Ophidiidae,OPHIDIIFORMES
Ophidiidae,"Cusk-eels, brotulas nei",Ophidiidae,OPHIDIIFORMES
Cetomimidae,,Cetomimidae,CETOMIMIFORMES
Beryx spp,Alfonsinos nei,Berycidae,BERYCIFORMES
Berycidae,"Alfonsinos, etc. nei",Berycidae,BERYCIFORMES
Diretmidae,Spinyfins nei,Diretmidae,BERYCIFORMES
Trachichthyidae,Slimeheads nei,Trachichthyidae,BERYCIFORMES
Zeus spp,,Zeidae,ZEIFORMES
Zeidae,Dories nei,Zeidae,ZEIFORMES
Grammicolepididae,Grammicolepidids nei,Grammicolepididae,ZEIFORMES
Caproidae,Boarfishes nei,Caproidae,ZEIFORMES
Allocyttus spp,,Oreosomatidae,ZEIFORMES
Oreosomatidae,Oreo dories nei,Oreosomatidae,ZEIFORMES
Polyprion spp,Hapuka,Polyprionidae,PERCOIDEI
Synagrops spp,Splitfins nei,Acropomatidae,PERCOIDEI
Acropomatidae,"Glow-bellies, splitfins nei",Acropomatidae,PERCOIDEI
Branchiostegidae,Tilefishes nei,Branchiostegidae,PERCOIDEI
Emmelichthyidae,"Bonnetmouths, rubyfishes nei",Emmelichthyidae,PERCOIDEI
Caristius spp,Manefishes nei,Caristiidae,PERCOIDEI
Pseudopentaceros spp,Pelagic armourheads nei,Pentacerotidae,PERCOIDEI
