SciName,CommName,family,order
Osteolaemus tetraspis,African dwarf crocodile,Crocodylidae,CROCODILIA
Tomistoma schlegelii,False gharial,Crocodylidae,CROCODILIA
Gavialis gangeticus,Gharial,Crocodylidae,CROCODILIA
Melanosuchus niger,Black caiman,Crocodylidae,CROCODILIA
Paleosuchus palpebrosus,Cuvier's Dwarf caiman,Crocodylidae,CROCODILIA
Paleosuchus trigonatus,Smooth-fronted caiman,Crocodylidae,CROCODILIA
Crocodylidae,Crocodiles and alligators nei,Crocodylidae,CROCODILIA
Ciona intestinalis,Ciona,Cionidae,ASCIDIACEA
Styela clava,,Styelidae,ASCIDIACEA
Styela plicata,Sea potato,Styelidae,ASCIDIACEA
Styela nordenskjoeldi,,Styelidae,ASCIDIACEA
Cnemidocarpa bicornuta,Sea squirt,Styelidae,ASCIDIACEA
Cnemidocarpa verrucosa,,Styelidae,ASCIDIACEA
Oligocarpa megalorchis,,Styelidae,ASCIDIACEA
Ascidia challengeri,,Ascidiidae,ASCIDIACEA
Tylobranchion speciosum,,Diazonidae,ASCIDIACEA
Sycozoa sigillinoides,,Holozoidae,ASCIDIACEA
Aplidiopsis discoveryi,,Polyclinidae,ASCIDIACEA
Eugyra kerguelenensis,,Molgulidae,ASCIDIACEA
Molgula kerguelenensis,,Molgulidae,ASCIDIACEA
Molgula malvinensis,,Molgulidae,ASCIDIACEA
Molgula pedunculata,,Molgulidae,ASCIDIACEA
Molgula sluiteri,,Molgulidae,ASCIDIACEA
Halocynthia roretzi,Red oyas,Pyuridae,ASCIDIACEA
Pyura stolonifera,Red bait,Pyuridae,ASCIDIACEA
Pyura chilensis,Red sea squirt,Pyuridae,ASCIDIACEA
Pyura praeputialis,,Pyuridae,ASCIDIACEA
Microcosmus sulcatus,Grooved sea squirt,Pyuridae,ASCIDIACEA
Microcosmus polymorphus,Rock violet,Pyuridae,ASCIDIACEA
Microcosmus vulgaris,Sand violet,Pyuridae,ASCIDIACEA
Pyrosoma atlanticum,,Pyrosomatidae,THALIACEA
Ascidiacea,Sea squirts nei,,ASCIDIACEA
Salpidae,Salps,Salpidae,THALIACEA
Colossendeis enigmatica,,Colossendeidae,PYCNOGONIDA
Colossendeis robusta,,Colossendeidae,PYCNOGONIDA
Austrodecus simulans,,Austrodecidae,PYCNOGONIDA
Austropallene brachyura,,Callipallenidae,PYCNOGONIDA
Oropallene dimorpha,,Callipallenidae,PYCNOGONIDA
Pseudopallene glutus,,Callipallenidae,PYCNOGONIDA
Decolopoda australis,,Callipallenidae,PYCNOGONIDA
Nymphon brachyrhynchum,,Nymphonidae,PYCNOGONIDA
Pallenopsis vanhoeffeni,,Pallenopsidae,PYCNOGONIDA
Limulus polyphemus,Horseshoe crab,Limulidae,XIPHOSURA
Tachypleus tridentatus,Tri-spine horseshoe crab,Limulidae,XIPHOSURA
Carcinoscorpius rotundicauda,Mangrove horseshoe crab,Limulidae,XIPHOSURA
Colossendeis spp,Giant sea spiders nei,Colossendeidae,PYCNOGONIDA
Pycnogonida,Sea spiders,,PYCNOGONIDA
Asterias rubens,Red starfish,Asteriidae,ASTEROIDEA
Cosmasterias dyscrita,Cat's-foot star,Asteriidae,ASTEROIDEA
Sclerasterias mollis,Cross-fish,Asteriidae,ASTEROIDEA
Anseropoda placenta,,Asterinidae,ASTEROIDEA
Tremaster mirabilis,,Asterinidae,ASTEROIDEA
Astropecten irregularis,,Astropectinidae,ASTEROIDEA
Dipsacaster magnificus,Magnificent sea-star,Astropectinidae,ASTEROIDEA
Plutonaster knoxi,Abyssal star,Astropectinidae,ASTEROIDEA
Psilaster acuminatus,Geometric star,Astropectinidae,ASTEROIDEA
Bathybiaster loripes,,Astropectinidae,ASTEROIDEA
Leptychaster kerguelenensis,,Astropectinidae,ASTEROIDEA
Benthopecten pikei,Five-spined star,Benthopectinidae,ASTEROIDEA
Cheiraster hirsutus,,Benthopectinidae,ASTEROIDEA
Ceramaster patagonicus,Pentagon star,Goniasteridae,ASTEROIDEA
Hippasteria phrygiana,Trojan star,Goniasteridae,ASTEROIDEA
Hippasteria falklandica,,Goniasteridae,ASTEROIDEA
Lithosoma novaezelandiae,Rock star,Goniasteridae,ASTEROIDEA
Mediaster sladeni,Sladen's star,Goniasteridae,ASTEROIDEA
Odontaster benhami,Pentagonal tooth-star,Odontasteridae,ASTEROIDEA
Odontaster meridionalis,,Odontasteridae,ASTEROIDEA
Acodontaster elongatus,,Odontasteridae,ASTEROIDEA
Crossaster multispinus,Sun-star,Solasteridae,ASTEROIDEA
Solaster torulatus,Chubby sun-star,Solasteridae,ASTEROIDEA
Solaster regularis,,Solasteridae,ASTEROIDEA
Cuenotaster involutus,,Solasteridae,ASTEROIDEA
Labidiaster annulatus,,Labidiasteridae,ASTEROIDEA
Henricia obesa,,Echinasteridae,ASTEROIDEA
Rhopiella hirsuta,,Echinasteridae,ASTEROIDEA
Cycethra verrucosa,,Ganeriidae,ASTEROIDEA
Porania antarctica,,Poraniidae,ASTEROIDEA
Pteraster rugatus,,Pterasteridae,ASTEROIDEA
Ophioderma longicauda,,Ophiodermatidae,OPHIUROIDEA
Ophioderma brevispinum,,Ophiodermatidae,OPHIUROIDEA
Bathypectinura heros,Deepsea brittle star,Ophiodermatidae,OPHIUROIDEA
Astrothorax waitei,Waite’s snake-star,Gorgonocephalidae,OPHIUROIDEA
Gorgonocephalus chilensis,,Gorgonocephalidae,OPHIUROIDEA
Astrotoma agassizii,,Gorgonocephalidae,OPHIUROIDEA
Ophiacantha imago,,Ophiacanthidae,OPHIUROIDEA
Ophiacantha pentactis,,Ophiacanthidae,OPHIUROIDEA
Ophiacantha vivipara,,Ophiacanthidae,OPHIUROIDEA
Ophiocten amitinum,,Ophiuridae,OPHIUROIDEA
Ophiomisidium speciosum,,Ophiuridae,OPHIUROIDEA
Ophionotus hexactis,,Ophiuridae,OPHIUROIDEA
Ophiura ambigua,,Ophiuridae,OPHIUROIDEA
Ophioplinthus carinata,,Ophiuridae,OPHIUROIDEA
Asteronyx loveni,,Asteronychidae,OPHIUROIDEA
Strongylocentrotus intermedius,Japanese sea urchin,Strongylocentrotidae,ECHINOIDEA
Strongylocentrotus franciscanus,Red sea urchin,Strongylocentrotidae,ECHINOIDEA
Strongylocentrotus droebachiensis,,Strongylocentrotidae,ECHINOIDEA
Strongylocentrotus nudus,,Strongylocentrotidae,ECHINOIDEA
Hemicentrotus pulcherrimus,,Strongylocentrotidae,ECHINOIDEA
Astropyga radiata,Blue-spotted sea urchin,Diadematidae,ECHINOIDEA
Diadema setosum,Porcupine sea urchin,Diadematidae,ECHINOIDEA
Echinothrix diadema,Crowned sea urchin,Diadematidae,ECHINOIDEA
Echinothrix calamaris,Harpooner sea urchin,Diadematidae,ECHINOIDEA
Psammechinus microtuberculatus,Green sea urchin,Echinidae,ECHINOIDEA
Psammechinus miliaris,,Echinidae,ECHINOIDEA
Dermechinus horridus,Deepsea urchin,Echinidae,ECHINOIDEA
Paracentrotus lividus,Stony sea urchin,Echinidae,ECHINOIDEA
Echinus esculentus,European edible sea urchin,Echinidae,ECHINOIDEA
Echinus acutus,,Echinidae,ECHINOIDEA
Echinus melo,,Echinidae,ECHINOIDEA
Echinus multidentatus,Deepsea kina,Echinidae,ECHINOIDEA
Loxechinus albus,Chilean sea urchin,Echinidae,ECHINOIDEA
Arbacia lixula,Black sea urchin,Arbaciidae,ECHINOIDEA
Echinometra vanbrunti,Purple Pacific sea urchin,Echinometridae,ECHINOIDEA
Echinometra mathaei,Hedgehog sea urchin,Echinometridae,ECHINOIDEA
Anthocidaris crassispina,Purple sea urchin,Echinometridae,ECHINOIDEA
Clypeaster rotundus,Circular sea bisquit,Clypeasteridae,ECHINOIDEA
Sphaerechinus granularis,Violet sea urchin,Toxopneustidae,ECHINOIDEA
Tripneustes gratilla,Striped sea urchin,Toxopneustidae,ECHINOIDEA
Tripneustes ventricosus,Sea egg,Toxopneustidae,ECHINOIDEA
Encope grandis,Giant keyhole sand dollar,Mellitidae,ECHINOIDEA
Mellita longifissa,Slitted sand dollar,Mellitidae,ECHINOIDEA
Goniocidaris parasol,Parasol urchin,Cidaridae,ECHINOIDEA
Goniocidaris umbraculum,Umbrella urchin,Cidaridae,ECHINOIDEA
Ctenocidaris nutrix,,Cidaridae,ECHINOIDEA
Caenopedina novaezealandiae,Banded-spine urchin,Pedinidae,ECHINOIDEA
Paramaretia peloria,Microsoft mouse,Spatangidae,ECHINOIDEA
Spatangus mathesoni,Matheson’s heart urchin,Spatangidae,ECHINOIDEA
Spatangus multispinus,Purple-heart urchin,Spatangidae,ECHINOIDEA
Pseudechinus flemingi,Fleming’s urchin,Temnopleuridae,ECHINOIDEA
Abatus cordatus,,Schizasteridae,ECHINOIDEA
Brisaster antarcticus,,Schizasteridae,ECHINOIDEA
Glyptocidaris crenularis,,Glyptocidaridae,ECHINOIDEA
Actinopyga mauritiana,Surf redfish,Holothuriidae,HOLOTHUROIDEA
Actinopyga miliaris,Hairy blackfish,Holothuriidae,HOLOTHUROIDEA
Actinopyga echinites,Deep-water redfish,Holothuriidae,HOLOTHUROIDEA
Actinopyga palauensis,Panning's blackfish,Holothuriidae,HOLOTHUROIDEA
Actinopyga spinea,New Caledonia blackfish,Holothuriidae,HOLOTHUROIDEA
Actinopyga lecanora,,Holothuriidae,HOLOTHUROIDEA
Actinopyga agassizii,,Holothuriidae,HOLOTHUROIDEA
Bohadschia marmorata,Chalky cucumber,Holothuriidae,HOLOTHUROIDEA
Bohadschia argus,Leopard fish,Holothuriidae,HOLOTHUROIDEA
Bohadschia similis,Brownspotted sandfish,Holothuriidae,HOLOTHUROIDEA
Bohadschia vitiensis,Brown sandfish,Holothuriidae,HOLOTHUROIDEA
Bohadschia subrubra,,Holothuriidae,HOLOTHUROIDEA
Bohadschia atra,,Holothuriidae,HOLOTHUROIDEA
Holothuria tubulosa,Cotton spinner,Holothuriidae,HOLOTHUROIDEA
Holothuria scabra,Sandfish,Holothuriidae,HOLOTHUROIDEA
Holothuria nobilis,Black teatfish,Holothuriidae,HOLOTHUROIDEA
Holothuria atra,Lollyfish,Holothuriidae,HOLOTHUROIDEA
Holothuria fuscogilva,White teatfish,Holothuriidae,HOLOTHUROIDEA
Holothuria impatiens,Bottleneck sea cucumber,Holothuriidae,HOLOTHUROIDEA
Holothuria edulis,Pinkfish,Holothuriidae,HOLOTHUROIDEA
Holothuria coluber,Snakefish sea cucumber,Holothuriidae,HOLOTHUROIDEA
Holothuria leucospilota,White threads fish,Holothuriidae,HOLOTHUROIDEA
Holothuria fuscopunctata,Elephant trunkfish,Holothuriidae,HOLOTHUROIDEA
Holothuria arenacava,,Holothuriidae,HOLOTHUROIDEA
Holothuria arenicola,,Holothuriidae,HOLOTHUROIDEA
Holothuria cinerascens,,Holothuriidae,HOLOTHUROIDEA
Holothuria flavomaculata,Red snakefish,Holothuriidae,HOLOTHUROIDEA
Holothuria fuscocinerea,,Holothuriidae,HOLOTHUROIDEA
Holothuria hilla,,Holothuriidae,HOLOTHUROIDEA
Holothuria kefersteini,,Holothuriidae,HOLOTHUROIDEA
Holothuria lessoni,,Holothuriidae,HOLOTHUROIDEA
Holothuria mexicana,,Holothuriidae,HOLOTHUROIDEA
Holothuria notabilis,,Holothuriidae,HOLOTHUROIDEA
Holothuria pardalis,,Holothuriidae,HOLOTHUROIDEA
Holothuria pervicax,,Holothuriidae,HOLOTHUROIDEA
Holothuria spinifera,,Holothuriidae,HOLOTHUROIDEA
Holothuria whitmaei,,Holothuriidae,HOLOTHUROIDEA
Pearsonothuria graeffei,Blackspotted sea cucumber,Holothuriidae,HOLOTHUROIDEA
Paradota marionensis,,Chiridotidae,HOLOTHUROIDEA
Molpadia musculus,,Molpadiidae,HOLOTHUROIDEA
Pseudostichopus peripatus,,Synallactidae,HOLOTHUROIDEA
Cucumaria kerguelensis,,Cucumariidae,HOLOTHUROIDEA
Cucumaria japonica,,Cucumariidae,HOLOTHUROIDEA
Cucumaria frondosa,,Cucumariidae,HOLOTHUROIDEA
Heterocucumis godeffroyi,,Cucumariidae,HOLOTHUROIDEA
Pseudocnus laevigatus,,Cucumariidae,HOLOTHUROIDEA
Staurocucumis liouvillei,,Cucumariidae,HOLOTHUROIDEA
Trachythyone muricata,,Cucumariidae,HOLOTHUROIDEA
Athyonidium chilensis,,Cucumariidae,HOLOTHUROIDEA
Psolidium poriferum,,Psolidae,HOLOTHUROIDEA
Psolus ephippifer,,Psolidae,HOLOTHUROIDEA
Psolus paradubiosus,,Psolidae,HOLOTHUROIDEA
Parastichopus californicus,Giant red sea cucumber,Stichopodidae,HOLOTHUROIDEA
Parastichopus tremulus,,Stichopodidae,HOLOTHUROIDEA
Thelenota ananas,Prickly redfish,Stichopodidae,HOLOTHUROIDEA
Thelenota anax,Amber fish,Stichopodidae,HOLOTHUROIDEA
Thelenota rubralineata,,Stichopodidae,HOLOTHUROIDEA
Isostichopus fuscus,Giant sea cucumber,Stichopodidae,HOLOTHUROIDEA
Isostichopus badionotus,Four-sided sea cucumber,Stichopodidae,HOLOTHUROIDEA
Stichopus variegatus,Curryfish,Stichopodidae,HOLOTHUROIDEA
Stichopus chloronotus,Greenfish,Stichopodidae,HOLOTHUROIDEA
Stichopus regalis,Royal cucumber,Stichopodidae,HOLOTHUROIDEA
Stichopus horrens,Selenka's sea cucumber,Stichopodidae,HOLOTHUROIDEA
Stichopus herrmanni,,Stichopodidae,HOLOTHUROIDEA
Stichopus monotuberculatus,,Stichopodidae,HOLOTHUROIDEA
Stichopus naso,,Stichopodidae,HOLOTHUROIDEA
Stichopus ocellatus,Ocellated sea cucumber,Stichopodidae,HOLOTHUROIDEA
Stichopus pseudohorrens,,Stichopodidae,HOLOTHUROIDEA
Stichopus vastus,,Stichopodidae,HOLOTHUROIDEA
Apostichopus japonicus,Japanese sea cucumber,Stichopodidae,HOLOTHUROIDEA
Apostichopus parvimensis,Warty sea cucumber,Stichopodidae,HOLOTHUROIDEA
Astichopus multifidus,Furry sea cucumber,Stichopodidae,HOLOTHUROIDEA
Australostichopus mollis,Brown mottled sea cucumber,Stichopodidae,HOLOTHUROIDEA
Antedon bifida,,Antedonidae,CRINOIDEA
Leptometra phalangium,,Antedonidae,CRINOIDEA
Promachocrinus kerguelensis,,Antedonidae,CRINOIDEA
Solanometra antarctica,,Antedonidae,CRINOIDEA
Echinodermata,Echinoderms,,ECHINODERMATA
Brisingidae,Armless stars,Brisingidae,ASTEROIDEA
Zoroaster spp,Rat-tail stars nei,Zoroasteridae,ASTEROIDEA
Asteroidea,Starfishes nei,,ASTEROIDEA
Gorgonocephalus spp,Gorgons head basket-stars nei,Gorgonocephalidae,OPHIUROIDEA
Ophiuroidea,"Basket, brittle, snake stars",,OPHIUROIDEA
Ophiurida,Brittle and snake stars,,OPHIUROIDEA
Euryalida,Basket stars,,OPHIUROIDEA
Strongylocentrotus spp,Sea urchins nei,Strongylocentrotidae,ECHINOIDEA
Cidaridae,Pencil urchins,Cidaridae,ECHINOIDEA
Echinoidea,"Sea urchins, etc. nei",,ECHINOIDEA
Holothuria spp,,Holothuriidae,HOLOTHUROIDEA
Holothuroidea,Sea cucumbers nei,,HOLOTHUROIDEA
Crinoidea,Feather stars and sea lilies,,CRINOIDEA
Arachnopusia inchoata,,Arachnopusiidae,BRYOZOA
Malakosaria sinclairii,,Calwelliidae,BRYOZOA
Caberea darwinii,,Scrupocellariidae,BRYOZOA
Galeopsis bullatus,,Celleporidae,BRYOZOA
Carbasea ovoidea,,Flustridae,BRYOZOA
Isoseculiflustra angusta,,Flustridae,BRYOZOA
Lageneschara lyrulata,,Romancheinidae,BRYOZOA
Pemmatoporella marginata,,Smittinidae,BRYOZOA
Smittina anecdota,,Smittinidae,BRYOZOA
Smittoidea ornatipectoralis,,Smittinidae,BRYOZOA
Aurelia aurita,Common jellyfish,Ulmariidae,SCYPHOZOA
Stomolophus meleagris,Cannonball jellyfish,Stomolophidae,SCYPHOZOA
Stomolophus nomurai,,Stomolophidae,SCYPHOZOA
Chrysaora hysoscella,,Pelagiidae,SCYPHOZOA
Rhopilema esculentum,,Rhizostomidae,SCYPHOZOA
Rhopilema nomadica,,Rhizostomidae,SCYPHOZOA
Rhopilema asamushi,,Rhizostomidae,SCYPHOZOA
Rhopilema hispidum,,Rhizostomidae,SCYPHOZOA
Mnemiopsis mccradyi,,Mnemiidae,CTENOPHORA
Mnemiopsis leidyi,,Mnemiidae,CTENOPHORA
Brachionus plicatilis,,Brachionidae,ROTIFERA
Brachionus rotundiformis,,Brachionidae,ROTIFERA
Brachionus calyciflorus,,Brachionidae,ROTIFERA
Notosaria nigricans,,Hemithyrididae,BRACHIOPODA
Nephtys hombergii,,Nephtyidae,POLYCHAETA
Aphrodita aculeata,Sea mouse,Aphroditidae,POLYCHAETA
Glycera dibranchiata,Bloodworm,Gliceridae,POLYCHAETA
Lumbrineris latreilli,,Lumbrineridae,POLYCHAETA
Lumbrineris impatiens,,Lumbrineridae,POLYCHAETA
Nereis diversicolor,Ragworm,Nereididae,POLYCHAETA
Neanthes kerguelensis,,Nereididae,POLYCHAETA
Perinereis cultrifera,,Nereididae,POLYCHAETA
Perinereis rullieri,,Nereididae,POLYCHAETA
Tylorrhynchus heterochaetus,,Nereididae,POLYCHAETA
Diopatra neapolitana,,Onuphidae,POLYCHAETA
Diopatra cuprea,,Onuphidae,POLYCHAETA
Hyalinoecia tubicola,Quill worm,Onuphidae,POLYCHAETA
Arenicola marina,Lugworm,Arenicolidae,POLYCHAETA
Arenicola defodiens,"Black lug, Runnydown",Arenicolidae,POLYCHAETA
Marphysa sanguinea,,Eunicidae,POLYCHAETA
Capitella capitata,Gallery worm,Capitellidae,POLYCHAETA
Notomastus latericeus,Bristleworms nei,Capitellidae,POLYCHAETA
Sabellastarte spectabilis,Feather duster worm,Sabellidae,POLYCHAETA
Sipunculus nudus,Peanut worm,Sipunculidae,SIPUNCULA
Phascolosoma arcuatum,,Phascolosomatidae,SIPUNCULA
Xenophyophora,Xenophyophores,,XENOPHYOPHORA
Bryozoa,Bryozoans,,BRYOZOA
Pterobranchia,Pterobranchs,,PTEROBRANCHIA
Rhopilema spp,Jellyfishes nei,Rhizostomidae,SCYPHOZOA
Scyphozoa,,,SCYPHOZOA
Brachiopoda,"Brachiopods, lamp shells",,BRACHIOPODA
Annelida,Annelid worms,,ANNELIDA
Perinereis spp,,Nereididae,POLYCHAETA
Serpula spp,Segmented worms nei,Serpulidae,POLYCHAETA
Serpulidae,Serpulid tube worms,Serpulidae,POLYCHAETA
Eunice spp,Eunice sea-worms,Eunicidae,POLYCHAETA
Thermiphione spp,Thermiphione scaleworms,Polynoidae,POLYCHAETA
Polychaeta,Marine worms,,POLYCHAETA
Invertebrata,Aquatic invertebrates nei,,INVERTEBRATA AQUATICA MISCELL.
Pinctada margaritifera,Blacklip pearl oyster,Pteriidae,BIVALVIA
Pinctada maxima,Silverlip pearl oyster,Pteriidae,BIVALVIA
Pinctada anomioides,Jingle pearl oyster,Pteriidae,BIVALVIA
Pinctada capensis,Cape pearl-oyster,Pteriidae,BIVALVIA
Pinctada fucata,Japanese pearl oyster,Pteriidae,BIVALVIA
Pinctada chemnitzii,Tiled pearl oyster,Pteriidae,BIVALVIA
Pinctada imbricata,Atlantic pearl oyster,Pteriidae,BIVALVIA
Pinctada mazatlanica,Mazatlan pearl oyster,Pteriidae,BIVALVIA
Pinctada sugillata,Fringed pearl oyster,Pteriidae,BIVALVIA
Pinctada maculata,Spotted pearl oyster,Pteriidae,BIVALVIA
Pinctada radiata,Rayed pearl oyster,Pteriidae,BIVALVIA
Pteria penguin,Penguin wing oyster,Pteriidae,BIVALVIA
Pteria sterna,Western wing oyster,Pteriidae,BIVALVIA
Pteria avicular,Swift wing oyster,Pteriidae,BIVALVIA
Pteria hirundo,European wing oyster,Pteriidae,BIVALVIA
Placuna placenta,Windowpane oyster,Placunidae,BIVALVIA
Placuna ephippium,Saddle oyster,Placunidae,BIVALVIA
Ex Trochus spp,Trochus shells nei,Trochidae,GASTROPODA
Ex Turbo spp,Turban shells nei,Turbinidae,GASTROPODA
Ex Unionidae,Freshwater mussel shells,Unionidae,BIVALVIA
Pinctada spp,Pearl oysters nei,Pteriidae,BIVALVIA
Ex Pinctada spp,Pearl oyster shells nei,Pteriidae,BIVALVIA
Pteria spp,Wing oysters nei,Pteriidae,BIVALVIA
Ex Mollusca,Marine shells nei,,MOLLUSCA MISCELLANEA
Millepora platyphylla,Wello fire coral,Milleporidae,HYDROZOA
Aequorea aequorea,,Aequoreidae,HYDROZOA
Corallium rubrum,Sardinia coral,Coralliidae,ANTHOZOA
Corallium japonicum,Aka coral,Coralliidae,ANTHOZOA
Corallium elatius,"Momo, boke magai, misu coral",Coralliidae,ANTHOZOA
Corallium konojoi,"Shiro, white coral",Coralliidae,ANTHOZOA
Corallium secundum,Angel skin coral,Coralliidae,ANTHOZOA
Corallium regale,Garnet coral,Coralliidae,ANTHOZOA
Corallium sp. nov.,Midway deep-sea coral,Coralliidae,ANTHOZOA
Acropora palifera,Catch bowl coral,Acroporidae,ANTHOZOA
Acropora florida,Branch coral,Acroporidae,ANTHOZOA
Acropora formosa,Staghorn coral,Acroporidae,ANTHOZOA
Acropora humilis,Finger coral,Acroporidae,ANTHOZOA
Acropora hyacinthus,Brush coral,Acroporidae,ANTHOZOA
Actinia equina,Beadlet anemone,Actiniidae,ANTHOZOA
Actinia cari,Girdle anemone,Actiniidae,ANTHOZOA
Anemonia sulcata,Snakelocks anemone,Actiniidae,ANTHOZOA
Condylactis aurantiaca,Golden anemone,Actiniidae,ANTHOZOA
Glyphoperidium bursa,,Actiniidae,ANTHOZOA
Gardinoseris planulata,Ice-cube tray coral,Agariciidae,ANTHOZOA
Leptoseris papyracea,Leaf coral,Agariciidae,ANTHOZOA
Pavona clavus,Shoulderblade coral,Agariciidae,ANTHOZOA
Pavona gigantea,Pillar coral,Agariciidae,ANTHOZOA
Pavona decussata,Cactus coral,Agariciidae,ANTHOZOA
Pavona varians,Fungus coral,Agariciidae,ANTHOZOA
Euphyllia glabrescens,Brain trumpet coral,Caryophylliidae,ANTHOZOA
Lophelia pertusa,,Caryophylliidae,ANTHOZOA
Desmophyllum dianthus,,Caryophylliidae,ANTHOZOA
Goniocorella dumosa,Bushy hard coral,Caryophylliidae,ANTHOZOA
Solenosmilia variabilis,,Caryophylliidae,ANTHOZOA
Stephanocyathus platypus,,Caryophylliidae,ANTHOZOA
Favia favus,Head coral,Faviidae,ANTHOZOA
Cycloseris elegans,Curved mushroom coral,Fungiidae,ANTHOZOA
Diaseris distorta,Distorted mushroom coral,Fungiidae,ANTHOZOA
Fungia paumotensis,Elongate mushroom coral,Fungiidae,ANTHOZOA
Fungia fungites,Common mushroom coral,Fungiidae,ANTHOZOA
Fungia echinata,Rough feather coral,Fungiidae,ANTHOZOA
Fungia danai,Spiny mushroom coral,Fungiidae,ANTHOZOA
Halomitra pileus,Bowl coral,Fungiidae,ANTHOZOA
Polyphyllia talpina,Feather coral,Fungiidae,ANTHOZOA
Heliopora coerulea,Blue coral,Helioporidae,ANTHOZOA
Calliactis parasitica,Hermit anemone,Hormathiidae,ANTHOZOA
Actinauge richardi,,Hormathiidae,ANTHOZOA
Merulina ampliata,Merulina coral,Merulinidae,ANTHOZOA
Lobophyllia corymbosa,Brain root coral,Mussidae,ANTHOZOA
Lobophyllia hemprichii,Largebrain root coral,Mussidae,ANTHOZOA
Pectinia lactuca,Lettuce coral,Pectiniidae,ANTHOZOA
Pocillopora damicornis,Cauliflower coral,Pocilloporidae,ANTHOZOA
Pocillopora eydouxi,Elkhorn cora,Pocilloporidae,ANTHOZOA
Pocillopora verrucosa,Rasp coral,Pocilloporidae,ANTHOZOA
Pocillopora meandrina,Brocoli coral,Pocilloporidae,ANTHOZOA
Seriatopora hystrix,Thin birdsnest coral,Pocilloporidae,ANTHOZOA
Seriatopora caliendrum,Birdsnest coral,Pocilloporidae,ANTHOZOA
Stylophora pistillata,Smooth cauliflower coral,Pocilloporidae,ANTHOZOA
Porites panamensis,Small star coral,Poritidae,ANTHOZOA
Porites lobata,Smooth star coral,Poritidae,ANTHOZOA
Platygyra daedalea,Brain coral,Siderastreidae,ANTHOZOA
Tubipora musica,Organpipe coral,Tubiporidae,ANTHOZOA
Antipathes dichotoma,Black coral,Antipathidae,ANTHOZOA
Antipathes grandis,"Umimatsu, pine coral",Antipathidae,ANTHOZOA
Lepidisis olapa,Unbranched bamboo coral,Isididae,ANTHOZOA
Keratoisis ornata,,Isididae,ANTHOZOA
Pseudopterogorgia elisabethae,Sea plume,Gorgoniidae,ANTHOZOA
Duva florida,,Alcyoniidae,ANTHOZOA
Gersemia rubiformis,Sea strawberry,Alcyoniidae,ANTHOZOA
Stauropathes arctica,,Schizopathidae,ANTHOZOA
Flabellum alabastrum,,Flabellidae,ANTHOZOA
Flabellum angulare,,Flabellidae,ANTHOZOA
Flabellum macandrewi,Splitting fan coral,Flabellidae,ANTHOZOA
Acanthogorgia armata,,Acanthogorgiidae,ANTHOZOA
Paragorgia arborea,Bubble gum coral,Paragorgiidae,ANTHOZOA
Paragorgia johnsoni,,Paragorgiidae,ANTHOZOA
Primnoa resedaeformis,Red trees,Primnoidae,ANTHOZOA
Radicipes gracilis,,Chrysogorgiidae,ANTHOZOA
Funiculina quadrangularis,,Funiculinidae,ANTHOZOA
Halipteris finmarchica,,Halipteridae,ANTHOZOA
Pennatula aculeata,,Pennatulidae,ANTHOZOA
Pennatula borealis,,Pennatulidae,ANTHOZOA
Pennatula phosphorea,,Pennatulidae,ANTHOZOA
Enallopsammia rostrata,,Dendrophylliidae,ANTHOZOA
Oculina virgosa,,Oculinidae,ANTHOZOA
Madrepora oculata,Madrepora coral,Oculinidae,ANTHOZOA
Capnea georgiana,,Capneidae,ANTHOZOA
Cnidaria,Cnidarians nei,,CNIDARIA
Errina spp,Red hydrocorals nei,Stylasteridae,HYDROZOA
Lepidotheca spp,Spiny white hydrocorals nei,Stylasteridae,HYDROZOA
Stylasteridae,Hydrocorals,Stylasteridae,HYDROZOA
Hydrozoa,Hydrozoans,,HYDROZOA
Anthoathecatae,"Hydroids, hydromedusae",,HYDROZOA
Corallium spp,Precious corals nei,Coralliidae,ANTHOZOA
Bolocera spp,,Actiniidae,ANTHOZOA
Hormathiidae,,Hormathiidae,ANTHOZOA
Antipathes spp,,Antipathidae,ANTHOZOA
Cirrhipathes spp,Wire coral,Antipathidae,ANTHOZOA
Stichopathes spp,,Antipathidae,ANTHOZOA
Lepidisis spp,,Isididae,ANTHOZOA
Acanella spp,Branched bamboo coral,Isididae,ANTHOZOA
Isididae,,Isididae,ANTHOZOA
Gorgoniidae,Gorgonians,Gorgoniidae,ANTHOZOA
Anthomastus spp,,Alcyoniidae,ANTHOZOA
Nephtheidae,,Nephtheidae,ANTHOZOA
Flabellum spp,Flabellum cup corals nei,Flabellidae,ANTHOZOA
