SpeciesCat_ISSCAAP_code,ISSCAAP_Category,Order,Family,Species_AFSIS,CommName
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus japonicus,Japanese grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus australis,Javelin
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus kamoharai,Kamohara grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus karrerae,Karrer's whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus kermadecus,Kermadec rattail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides nasutus,Largenose grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus macrochir,Longarm grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Ventrifossa macropogon,Longbeard grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides longifilis,Longfin grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus longicephalus,Longhead grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides subserrulatus,Longrayed whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides anguliceps,Loosescale grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus matamua,Mahia whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus marinii,Marini's grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia bairdi,Marlin-spike grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides mexicanus,Mexican grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus kishinouyei,Mugura grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Haplomacrourus nudirostris,Naked snout rattail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus innotabilis,Notable whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides acrolepis,Pacific grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia loricata,Parrot grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia convergens,Peruvian grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Ventrifossa petersoni,Peterson's grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Idiolophorhynchus andriashevi,Pineapple rattail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Ventrifossa divergens,Plainfin grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides cinereus,Popeye grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Macrourus carinatus,Ridge scaled rattail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus aspercephalus,Rough-head whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Macrourus berglax,Roughhead grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Trachyrincus scabrus,Roughsnout grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia sclerorhynchus,Roughtip grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Odontomacrurus murrayi,Roundhead grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides rupestris,Roundnose grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Ventrifossa garmani,Sagami grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides serrulatus,Serrulate whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia proxima,Short-tail grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus scaphopsis,Shoulderspot grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus braueri,Shovelnose grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus argentatus,Silver whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus hexafasciatus,Six-band grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Mataeocephalus tenuicauda,Slendertail grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia micronychodon,Smalltooth grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia liolepis,Smooth grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Kuronezumia leonis,Snubnose whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Malacocephalus laevis,Softhead grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus multispinulosus,Spearnose grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus labiatus,Spearsnouted grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia orbitalis,Spectacled grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Ventrifossa nigrodorsalis,Spinaker grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus parallelus,Spiny grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Mataeocephalus acipenserinus,Sturgeon grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus acanthiger,Surgeon grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus occa,Swordsnout grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides zaniophorus,Thickbeard grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Lepidorhynchus denticulatus,Thorntooth grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides delsolari,Trident grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia duodecim,Twelve-rayed grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus biclinozonalis,Two-barred whiptail
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus productus,Unicorn grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Bathygadus melanobranchus,Vaillant's grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Malacocephalus occidentalis,Western softhead grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Macrourus whitsoni,Whitson's grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia spp,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Malacocephalus spp,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus spp,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Kumba calvifrons,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Pseudonezumia cetonuropsis,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Nezumia condylura,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Bathygadus favosus,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides ferrieri,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus geronimo,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Cetonurus globiceps,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Sphagemacrurus grenadae,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Macrouroides inflaticeps,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides lecointei,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides macrolophus,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Squalogadus modificatus,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coryphaenoides thelestomus,
32,"Cods, hakes, haddocks",GADIFORMES,Macrouridae,Coelorinchus trunovi,
32,"Cods, hakes, haddocks",GADIFORMES,Melanonidae,Melanonus zugmayeri,Arrowtail
32,"Cods, hakes, haddocks",GADIFORMES,Melanonidae,Melanonus gracilis,Pelagic cod
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius hubbsi,Argentine hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius polli,Benguela hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Macruronus novaezelandiae,Blue grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Macruronus capensis,Cape grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,"Merluccius capensis, M.paradoxus",Cape hakes
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius paradoxus,Deep-water Cape hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius merluccius,European hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius spp,Hakes nei
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Steindachneria argentea,Luminous hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merlucciidae,Merluccid hakes nei
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius productus,North Pacific hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius albidus,Offshore silver hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius angustimanus,Panama hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Macruronus magellanicus,Patagonian grenadier
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius patagonicus,Patagonian hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius senegalensis,Senegalese hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius capensis,Shallow-water Cape hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius bilinearis,Silver hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius gayi,South Pacific hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Merluccius australis,Southern hake
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Lyconodes argenteus,
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Lyconus brachycolus,
32,"Cods, hakes, haddocks",GADIFORMES,Merlucciidae,Lyconus pinnatus,
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Auchenoceros punctatus,Ahuru
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lotella phycis,Beardie
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Gadella imberbis,Beardless codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Microlepidium verecundum,Bighead mora
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Physiculus dalwigki,Black codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Antimora rostrata,Blue antimora
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Physiculus huloti,Brown codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Laemonema yarrelli,Codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Mora moro,Common mora
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Austrophycis marginata,Dwarf codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Gadella maraldi,Gadella
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Tripterophycis gilchristi,Grenadier cod
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Laemonema laureysi,Guinean codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Physiculus japonica,Japanese codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lepidion spp,Lepidion codlings nei
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Laemonema longipes,Longfin codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lepidion lepidion,Mediterranean codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Physiculus fulvus,Metallic codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Moridae,Moras nei
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lepidion eques,North Atlantic codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Pseudophycis breviuscula,Northern bastard codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lepidion ensiferus,Patagonian codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Pseudophycis bachus,Red codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Halargyreus johnsonii,Slender codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lepidion microcephalus,Small-headed cod
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Pseudophycis barbata,Southern bastard codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Momonatira globosus,Tadpole cod
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Salilota australis,Tadpole codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Eeyorius hutchinsi,Tasmanian codling
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Physiculus spp,
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Lepidion guentheri,
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Rhynchogadus hepaticus,
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Svetovidovia lucullus,
32,"Cods, hakes, haddocks",GADIFORMES,Moridae,Physiculus natalensis,
32,"Cods, hakes, haddocks",GADIFORMES,Muraenolepididae,Muraenolepis marmoratus,Marbled moray cod
32,"Cods, hakes, haddocks",GADIFORMES,Muraenolepididae,Muraenolepis spp,Moray cods nei
32,"Cods, hakes, haddocks",GADIFORMES,Muraenolepididae,Muraenolepis orangiensis,Patagonian moray cod
32,"Cods, hakes, haddocks",GADIFORMES,Muraenolepididae,Muraenolepis microps,Smalleye moray cod
32,"Cods, hakes, haddocks",GADIFORMES,Muraenolepididae,Muraenolepis microcephalus,Smallhead moray cod
32,"Cods, hakes, haddocks",GADIFORMES,Muraenolepididae,Muraenolepis andriashevi,
32,"Cods, hakes, haddocks",GADIFORMES,,Gadiformes,Gadiformes nei
82,Corals,ANTHOZOA,Acanthogorgiidae,Acanthogorgia armata,
82,Corals,ANTHOZOA,Acroporidae,Acropora florida,Branch coral
82,Corals,ANTHOZOA,Acroporidae,Acropora hyacinthus,Brush coral
82,Corals,ANTHOZOA,Acroporidae,Acropora palifera,Catch bowl coral
82,Corals,ANTHOZOA,Acroporidae,Acropora humilis,Finger coral
82,Corals,ANTHOZOA,Acroporidae,Acropora formosa,Staghorn coral
82,Corals,ANTHOZOA,Actiniidae,Actinia equina,Beadlet anemone
82,Corals,ANTHOZOA,Actiniidae,Actinia cari,Girdle anemone
82,Corals,ANTHOZOA,Actiniidae,Condylactis aurantiaca,Golden anemone
82,Corals,ANTHOZOA,Actiniidae,Anemonia sulcata,Snakelocks anemone
82,Corals,ANTHOZOA,Actiniidae,Bolocera spp,
82,Corals,ANTHOZOA,Actiniidae,Glyphoperidium bursa,
82,Corals,ANTHOZOA,Actinostolidae,Actinostolidae,
82,Corals,ANTHOZOA,Agariciidae,Pavona decussata,Cactus coral
82,Corals,ANTHOZOA,Agariciidae,Pavona varians,Fungus coral
82,Corals,ANTHOZOA,Agariciidae,Gardinoseris planulata,Ice-cube tray coral
82,Corals,ANTHOZOA,Agariciidae,Leptoseris papyracea,Leaf coral
82,Corals,ANTHOZOA,Agariciidae,Pavona gigantea,Pillar coral
82,Corals,ANTHOZOA,Agariciidae,Pavona clavus,Shoulderblade coral
82,Corals,ANTHOZOA,Alcyoniidae,Gersemia rubiformis,Sea strawberry
82,Corals,ANTHOZOA,Alcyoniidae,Anthomastus spp,
82,Corals,ANTHOZOA,Alcyoniidae,Duva florida,
82,Corals,ANTHOZOA,Anthoptilidae,Anthoptilum spp,
82,Corals,ANTHOZOA,Antipathidae,Antipathes dichotoma,Black coral
82,Corals,ANTHOZOA,Antipathidae,Antipathes grandis,"Umimatsu, pine coral"
82,Corals,ANTHOZOA,Antipathidae,Cirrhipathes spp,Wire coral
82,Corals,ANTHOZOA,Antipathidae,Stichopathes spp,
82,Corals,ANTHOZOA,Antipathidae,Antipathes spp,
82,Corals,ANTHOZOA,Capneidae,Capnea georgiana,
82,Corals,ANTHOZOA,Caryophylliidae,Euphyllia glabrescens,Brain trumpet coral
82,Corals,ANTHOZOA,Caryophylliidae,Goniocorella dumosa,Bushy hard coral
82,Corals,ANTHOZOA,Caryophylliidae,Desmophyllum dianthus,
82,Corals,ANTHOZOA,Caryophylliidae,Lophelia pertusa,
82,Corals,ANTHOZOA,Caryophylliidae,Stephanocyathus platypus,
82,Corals,ANTHOZOA,Caryophylliidae,Solenosmilia variabilis,
82,Corals,ANTHOZOA,Chrysogorgiidae,Chrysogorgiidae,
82,Corals,ANTHOZOA,Chrysogorgiidae,Chrysogorgia spp,
82,Corals,ANTHOZOA,Chrysogorgiidae,Radicipes gracilis,
82,Corals,ANTHOZOA,Clavulariidae,Telesto spp,Long polyp soft corals nei
82,Corals,ANTHOZOA,Coralliidae,Corallium japonicum,Aka coral
82,Corals,ANTHOZOA,Coralliidae,Corallium secundum,Angel skin coral
82,Corals,ANTHOZOA,Coralliidae,Corallium regale,Garnet coral
82,Corals,ANTHOZOA,Coralliidae,Corallium sp. nov.,Midway deep-sea coral
82,Corals,ANTHOZOA,Coralliidae,Corallium elatius,"Momo, boke magai, misu coral"
82,Corals,ANTHOZOA,Coralliidae,Corallium spp,Precious corals nei
82,Corals,ANTHOZOA,Coralliidae,Corallium rubrum,Sardinia coral
82,Corals,ANTHOZOA,Coralliidae,Corallium konojoi,"Shiro, white coral"
82,Corals,ANTHOZOA,Dendrophylliidae,Enallopsammia rostrata,
82,Corals,ANTHOZOA,Faviidae,Favia favus,Head coral
82,Corals,ANTHOZOA,Flabellidae,Flabellum spp,Flabellum cup corals nei
82,Corals,ANTHOZOA,Flabellidae,Flabellum macandrewi,Splitting fan coral
82,Corals,ANTHOZOA,Flabellidae,Flabellum alabastrum,
82,Corals,ANTHOZOA,Flabellidae,Flabellum angulare,
82,Corals,ANTHOZOA,Fungiidae,Halomitra pileus,Bowl coral
82,Corals,ANTHOZOA,Fungiidae,Fungia fungites,Common mushroom coral
82,Corals,ANTHOZOA,Fungiidae,Cycloseris elegans,Curved mushroom coral
82,Corals,ANTHOZOA,Fungiidae,Diaseris distorta,Distorted mushroom coral
82,Corals,ANTHOZOA,Fungiidae,Fungia paumotensis,Elongate mushroom coral
82,Corals,ANTHOZOA,Fungiidae,Polyphyllia talpina,Feather coral
82,Corals,ANTHOZOA,Fungiidae,Fungia echinata,Rough feather coral
82,Corals,ANTHOZOA,Fungiidae,Fungia danai,Spiny mushroom coral
82,Corals,ANTHOZOA,Funiculinidae,Funiculina quadrangularis,
82,Corals,ANTHOZOA,Gorgoniidae,Gorgoniidae,Gorgonians
82,Corals,ANTHOZOA,Gorgoniidae,Pseudopterogorgia elisabethae,Sea plume
82,Corals,ANTHOZOA,Halipteridae,Halipteris finmarchica,
82,Corals,ANTHOZOA,Helioporidae,Heliopora coerulea,Blue coral
82,Corals,ANTHOZOA,Hormathiidae,Calliactis parasitica,Hermit anemone
82,Corals,ANTHOZOA,Hormathiidae,Hormathiidae,
82,Corals,ANTHOZOA,Hormathiidae,Actinauge richardi,
82,Corals,ANTHOZOA,Isididae,Acanella spp,Branched bamboo coral
82,Corals,ANTHOZOA,Isididae,Lepidisis olapa,Unbranched bamboo coral
82,Corals,ANTHOZOA,Isididae,Lepidisis spp,
82,Corals,ANTHOZOA,Isididae,Isididae,
82,Corals,ANTHOZOA,Isididae,Keratoisis ornata,
82,Corals,ANTHOZOA,Liponematidae,Liponema spp,
82,Corals,ANTHOZOA,Merulinidae,Merulina ampliata,Merulina coral
82,Corals,ANTHOZOA,Mussidae,Lobophyllia corymbosa,Brain root coral
82,Corals,ANTHOZOA,Mussidae,Lobophyllia hemprichii,Largebrain root coral
82,Corals,ANTHOZOA,Nephtheidae,Nephtheidae,
82,Corals,ANTHOZOA,Oculinidae,Madrepora oculata,Madrepora coral
82,Corals,ANTHOZOA,Oculinidae,Oculina virgosa,
82,Corals,ANTHOZOA,Ombellulidae,Ombellula spp,
82,Corals,ANTHOZOA,Paragorgiidae,Paragorgia arborea,Bubble gum coral
82,Corals,ANTHOZOA,Paragorgiidae,Paragorgiidae,
82,Corals,ANTHOZOA,Paragorgiidae,Paragorgia johnsoni,
82,Corals,ANTHOZOA,Pectiniidae,Pectinia lactuca,Lettuce coral
82,Corals,ANTHOZOA,Pennatulidae,Pennatula aculeata,
82,Corals,ANTHOZOA,Pennatulidae,Pennatula borealis,
82,Corals,ANTHOZOA,Pennatulidae,Pennatula phosphorea,
82,Corals,ANTHOZOA,Plexauridae,Paramuricea spp,
82,Corals,ANTHOZOA,Pocilloporidae,Seriatopora caliendrum,Birdsnest coral
82,Corals,ANTHOZOA,Pocilloporidae,Pocillopora meandrina,Brocoli coral
82,Corals,ANTHOZOA,Pocilloporidae,Pocillopora damicornis,Cauliflower coral
82,Corals,ANTHOZOA,Pocilloporidae,Pocillopora eydouxi,Elkhorn cora
82,Corals,ANTHOZOA,Pocilloporidae,Pocillopora verrucosa,Rasp coral
82,Corals,ANTHOZOA,Pocilloporidae,Stylophora pistillata,Smooth cauliflower coral
82,Corals,ANTHOZOA,Pocilloporidae,Seriatopora hystrix,Thin birdsnest coral
82,Corals,ANTHOZOA,Poritidae,Porites panamensis,Small star coral
82,Corals,ANTHOZOA,Poritidae,Porites lobata,Smooth star coral
82,Corals,ANTHOZOA,Primnoidae,Primnoa resedaeformis,Red trees
82,Corals,ANTHOZOA,Primnoidae,Primnoidae,
82,Corals,ANTHOZOA,Schizopathidae,Stauropathes arctica,
82,Corals,ANTHOZOA,Siderastreidae,Platygyra daedalea,Brain coral
82,Corals,ANTHOZOA,Tubiporidae,Tubipora musica,Organpipe coral
82,Corals,ANTHOZOA,,Antipatharia,Black corals and thorny corals
82,Corals,CNIDARIA,,Cnidaria,Cnidarians nei
82,Corals,ANTHOZOA,,Scleractinia,"Hard corals, madrepores nei"
82,Corals,ANTHOZOA,,Actiniaria,Sea anemones
82,Corals,ANTHOZOA,,Pennatulacea,Sea pens
82,Corals,ANTHOZOA,,Alcyonacea,Soft corals
82,Corals,ANTHOZOA,,Zoanthidea,Zoanthids
82,Corals,ANTHOZOA,,Anthozoa,
42,"Crabs, sea-spiders",BRACHYURA,Atelecyclidae,Erimacrus isenbeckii,Hair crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa convexa,Arched box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa lophos,Common box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Matuta victor,Common moon crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa flammea,Flame box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Hepatus pudibundus,Flecked box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Matuta planipes,Flower moon crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa calappa,Giant box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Hepatus gronovii,Globose box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Hepatus kossmanni,Havana box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Matuta lunaris,Moon crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa angusta,Nodose box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa ocellata,Ocellated box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa nitida,Ornamented boxcrab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Platymera gaudichaudii,Paco box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa hepatica,Ridged box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa gallus,Rough box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa granulata,Shamefaced crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa saussurei,Small arched box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa philargius,Spectacled box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa pelii,Spiny box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Hepatus lineatus,Spoted box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa rubroguttata,Spotted box crab
42,"Crabs, sea-spiders",BRACHYURA,Calappidae,Calappa sulcata,Yellow box crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer irroratus,Atlantic rock crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer antennarius,California red rock crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer magister,Dungeness crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer pagurus,Edible crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer amphioetus,Japanese rock crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer borealis,Jonah crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancridae,"Jonah crabs, rock crabs nei"
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer edwardsii,Mola rock crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer johngarthi,Northern lemon rock crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer productus,Pacific rock crab
42,"Crabs, sea-spiders",BRACHYURA,Cancridae,Cancer bellianus,Toothed rock crab
42,"Crabs, sea-spiders",BRACHYURA,Dorippidae,Ethusa ciliatifrons,Giant ciliate Ethusa
42,"Crabs, sea-spiders",BRACHYURA,Dromiidae,Lauridromia indica,Cannonball sponge crab
42,"Crabs, sea-spiders",BRACHYURA,Dromiidae,Dromia dormia,Common sponge crab
42,"Crabs, sea-spiders",BRACHYURA,Dromiidae,Lauridromia dehaani,Japanese sponge crab
42,"Crabs, sea-spiders",BRACHYURA,Dromiidae,Dromia erythropus,Redeye sponge crab
42,"Crabs, sea-spiders",BRACHYURA,Dromiidae,Dromia personata,Sleepy crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma hirtipes,Blue land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma carnifex,Chestnut crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma guanhumi,Giant land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma armatum,Lagoon land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma longipes,Longlegged land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Gecarcinus malpilensis,Malpelo land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma crassum,Mouthless land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Gecarcoidea lalandii,Purple land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Gecarcinus planatus,Red Pacific land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Cardisoma rotundum,Rugose land crab
42,"Crabs, sea-spiders",BRACHYURA,Gecarcinidae,Gecarcinus quadratus,Whitespotted land crab
42,"Crabs, sea-spiders",BRACHYURA,Geryonidae,Chaceon australis,Austral golden crab
42,"Crabs, sea-spiders",BRACHYURA,Geryonidae,Chaceon spp,Chaceon geryons nei
