SpecCode,Genus,Species,,,Sex,Data source,Type,Loo (cm),K (1/y),Locality,Country,LinfLmax,Comment
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,female,annuli on many otoliths,TL,76,0.100000001,Skagerrak (Norwegian Deep),Norway,no,
332,Coryphaenoides,rupestris,Coryphaenoides rupestris,3035,female,length-frequencies,TL,88.09999847,0.101000004,Rockall Trough,UK,no,
1262,Ctenochaetus,striatus,Ctenochaetus striatus,#N/A,unsexed,length-frequencies,TL,24.10000038,0.870000005,"Tiahura reef, Moorea Island",Fr Polynesia,no,
6015,Ctenochaetus,strigosus,Ctenochaetus strigosus,#N/A,unsexed,length-frequencies,TL,23.29999924,0.899999976,Lakshadweep,India,yes,
61,Ctenolabrus,rupestris,Ctenolabrus rupestris,11647,female,,TL,15.39999962,0.296999991,Roscoff,France,no,
61,Ctenolabrus,rupestris,Ctenolabrus rupestris,11647,male,,TL,16.10000038,0.307000011,Roscoff,France,no,Do not use M value for new model to predict M.
61,Ctenolabrus,rupestris,Ctenolabrus rupestris,11647,unsexed,,TL,20,0.412,Nyborg Fjord,Denmark,no,
979,Cyclopsetta,chittendeni,Cyclopsetta chittendeni,#N/A,unsexed,length-frequencies,TL,33,0.779999971,Gulf of Mexico,USA,no,
62,Cyclopterus,lumpus,Cyclopterus lumpus,2537,unsexed,,TL,55,0.119999997,Islandic Waters,Iceland,no,very tentative estimates
5116,Cyclothone,acclinidens,Cyclothone acclinidens,#N/A,female,annuli on few otoliths,TL,8,0.850000024,California current,USA,no,very tentative estimates (data from p. 27 in Ref. 4525). Do not use M value for new model to predict M.
5531,Cymatoceps,nasutus,Cymatoceps nasutus,3188,unsexed,,FL,109,0.050000001,,South Africa,no,Do not use M value for new model to predict M.
10522,Cynoglossus,abbreviatus,Cynoglossus abbreviatus,#N/A,male,annuli on many otoliths,TL,41.5,0.150000006,Yosu,Korea Rep,no,
10522,Cynoglossus,abbreviatus,Cynoglossus abbreviatus,#N/A,female,annuli on many otoliths,TL,44.5,0.159999996,Yosu,Korea Rep,no,
4948,Cynoglossus,canariensis,Cynoglossus canariensis,#N/A,female,,TL,54.5,0.305999994,,Nigeria,no,
4948,Cynoglossus,canariensis,Cynoglossus canariensis,#N/A,female,scale annual rings,TL,55,0.319999993,Abidjan,Cote d'Ivoire,no,
4948,Cynoglossus,canariensis,Cynoglossus canariensis,#N/A,male,,TL,47.40000153,0.333000004,,Nigeria,no,
4948,Cynoglossus,canariensis,Cynoglossus canariensis,#N/A,male,scale annual rings,TL,50.5,0.360000014,Abidjan,Cote d'Ivoire,no,
4948,Cynoglossus,canariensis,Cynoglossus canariensis,#N/A,female,,TL,52,0.481000006,,Senegal,no,
4948,Cynoglossus,canariensis,Cynoglossus canariensis,#N/A,male,,TL,45.5,0.565999985,,Senegal,no,
8958,Cynoglossus,joyneri,Cynoglossus joyneri,#N/A,male,annuli on many otoliths,TL,27.39999962,0.170000002,off Yeosu,Korea Rep,no,
8958,Cynoglossus,joyneri,Cynoglossus joyneri,#N/A,female,annuli on many otoliths,TL,29.10000038,0.189999998,off Yeosu,Korea Rep,no,
5489,Cynoglossus,lida,Cynoglossus lida,#N/A,female,length-frequencies,TL,34,0.223000005,"Porto Novo (10°29'N, 79°46'E), 18-22 m depth",India,yes,
5489,Cynoglossus,lida,Cynoglossus lida,#N/A,male,length-frequencies,TL,33.5,0.232999995,"Porto Novo (10°29'N, 79°46'E), 18-22 m depth",India,yes,
4951,Cynoglossus,senegalensis,Cynoglossus senegalensis,#N/A,unsexed,,TL,82.09999847,0.097000003,,Nigeria,no,
14024,Cynoscion,albus,Cynoscion albus,#N/A,unsexed,annuli on many otoliths,TL,122,0.172000006,Gulf of Nicoya,Costa Rica,no,
403,Cynoscion,analis,Cynoscion analis,3151,unsexed,,TL,61.79999924,0.119999997,Northern coast,Peru,yes,
403,Cynoscion,analis,Cynoscion analis,3151,unsexed,,NG,47.5,0.230000004,,Peru,no,
52918,Cynoscion,guatucupa,Cynoscion guatucupa,19288,unsexed,annuli on many otoliths,TL,54,0.200000003,southern coast,Brazil,no,Sampling period covered only 2 years: 1989 and 1992.
52918,Cynoscion,guatucupa,Cynoscion guatucupa,19288,unsexed,annuli on many otoliths,TL,56.59999847,0.210999995,southern coast,Brazil,no,
52918,Cynoscion,guatucupa,Cynoscion guatucupa,19288,unsexed,annuli on many otoliths,TL,51.70000076,0.238000005,southern coast,Brazil,no,
52918,Cynoscion,guatucupa,Cynoscion guatucupa,19288,unsexed,annuli on many otoliths,TL,49.70000076,0.280999988,southern coast,Brazil,no,
1171,Cynoscion,jamaicensis,Cynoscion jamaicensis,11718,male,,TL,30.29999924,0.342000008,Southern region (24°30'S),Brazil,yes,
1171,Cynoscion,jamaicensis,Cynoscion jamaicensis,11718,female,,TL,32.09999847,0.344999999,Southern region (24°30'S),Brazil,no,
1171,Cynoscion,jamaicensis,Cynoscion jamaicensis,11718,unsexed,length-frequencies,TL,39,0.400000006,southeastern coast,Brazil,no,
1171,Cynoscion,jamaicensis,Cynoscion jamaicensis,11718,unsexed,length-frequencies,TL,40,0.409999996,southeastern coast,Brazil,no,
1173,Cynoscion,leiarchus,Cynoscion leiarchus,11719,unsexed,annuli on many otoliths,TL,45.40000153,0.349999994,off Caera State,Brazil,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,male,,TL,63.79999924,0.189999998,"Indian River, Florida",USA,yes,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,male,,TL,57,0.222000003,North West Florida,USA,yes,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,male,,TL,60.59999847,0.273999989,"Cedar Keys, Florida",USA,yes,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,unsexed,,TL,85.5,0.134000003,"Corpus Christi, Texas",USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,female,,TL,79.40000153,0.147,"Indian River, Florida",USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,unsexed,tagging/recapture,TL,83.59999847,0.164000005,Texas bays,USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,female,,TL,70.09999847,0.169,"Fort Myers, Florida",USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,female,,TL,70.59999847,0.173999995,North West Florida,USA,no,Do not use M value for new model to predict M.
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,unsexed,,TL,77,0.189999998,"Holbox, Quintana Roo",Mexico,no,Length presumably TL.
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,female,,TL,60.40000153,0.223000005,"Cedar Keys, Florida",USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,female,,NG,75.30000305,0.25999999,"Galveston Bay, Texas",USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,male,,NG,56.79999924,0.319999993,"Galveston Bay, Texas",USA,no,
405,Cynoscion,nebulosus,Cynoscion nebulosus,2346,unsexed,,TL,55.79999924,0.361000001,"Punta Gorda, Florida, 10 m",USA,no,
1175,Cynoscion,nothus,Cynoscion nothus,#N/A,unsexed,length-frequencies,TL,44.20000076,0.219999999,Campeche Bank,Mexico,no,
406,Cynoscion,regalis,Cynoscion regalis,2347,unsexed,scale annual rings,TL,40,0.055,"Virginia Beach to Cape Fear, N.C.,  5-200 m depth",USA,yes,
406,Cynoscion,regalis,Cynoscion regalis,2347,female,scale annual rings,TL,82.30000305,0.25999999,"Cape Cod, Mass. to Ocean City, Md., 5-200 m",USA,no,
406,Cynoscion,regalis,Cynoscion regalis,2347,male,scale annual rings,TL,82.80000305,0.280000001,"Cape Cod, Mass. to Ocean City, Md.,  5-200 m",USA,no,
406,Cynoscion,regalis,Cynoscion regalis,2347,unsexed,scale annual rings,TL,68.59999847,0.349999994,"Ocean City, Md.- Virginia Beach, Va., 5-200 m depth",USA,no,
11002,Cynoscion,stolzmanni,Cynoscion stolzmanni,#N/A,unsexed,annuli on many otoliths,NG,96.69999695,0.317999989,Gulf of Nicoya,Costa Rica,no,
3582,Cynoscion,xanthulus,Cynoscion xanthulus,#N/A,unsexed,length-frequencies,TL,44.79999924,1.307999969,Huizache-Caimanero lagoon,Mexico,yes,
5159,Cypselurus,opisthopus,Cypselurus opisthopus,#N/A,unsexed,length-frequencies,TL,28,2.049999952,Camotes Sea,Philippines,yes,
4485,Dactyloptena,orientalis,Dactyloptena orientalis,#N/A,unsexed,length-frequencies,TL,23,1.5,"Terengganu coast, 10-20 m",Malaysia,no,
5113,Dascyllus,reticulatus,Dascyllus reticulatus,#N/A,unsexed,length-frequencies,TL,10,0.519999981,Lakshadweep lagoons,India,no,
2060,Dasyatis,pastinaca,Dasyatis pastinaca,11806,Mixed,other annual rings,TL,121.5,0.089000002,Iskenderum Bay,Turkey,yes,
670,Deania,calcea,Deania calcea,2841,female,other annual rings,TL,119,0.077,Rockall Trough & Porcupine Bank (1996-97; 1999),Ireland,no,Surveys in depths of 500-2000 m; ageing done with dorsal spines; includes growth data for Portugal from Ref. 54068 cited in Ref. 50466.
670,Deania,calcea,Deania calcea,2841,male,other annual rings,TL,93.5,0.135000005,Rockall Trough & Porcupine Bank (1996-97; 1999),Ireland,no,Surveys in depths of 500-2000 m; ageing done with dorsal spines; includes growth data for Portugal from Ref. 54068 cited in Ref. 50466.
1940,Decapterus,kurroides,Decapterus kurroides,#N/A,unsexed,length-frequencies,FL,33,0.629999995,Guimaras Strait,Philippines,no,data from trawl catch
1940,Decapterus,kurroides,Decapterus kurroides,#N/A,unsexed,length-frequencies,TL,25,0.800000012,Davao Gulf,Philippines,no,
993,Decapterus,macarellus,Decapterus macarellus,#N/A,unsexed,length-frequencies,FL,19.79999924,1,Guimaras Strait,Philippines,yes,
993,Decapterus,macarellus,Decapterus macarellus,#N/A,unsexed,length-frequencies,FL,41.20000076,0.800000012,South west coast,Sri Lanka,no,
993,Decapterus,macarellus,Decapterus macarellus,#N/A,unsexed,length-frequencies,TL,24.29999924,1.799999952,Pujada Bay,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,33,0.5,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,FL,24.5,0.600000024,Guimaras Strait,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,annuli on many otoliths,TL,26,0.600000024,Sofala Bank,Mozambique,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,NG,33,0.606999993,Visayan Sea,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,NG,33,0.60799998,Guimaras Strait,Philippines,no,K was 0.607.
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,33,0.649999976,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,31.5,0.649999976,Manila Bay,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,26.79999924,0.709999979,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,31.5,0.709999979,Manila Bay,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,30,0.74000001,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,25.5,0.800000012,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,NG,25.20000076,0.819999993,Sofala Bank and Boa Paz (17°15'S - 21°20'S),Mozambique,no,WP = 0.45
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,27.79999924,0.824999988,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,25.5,0.850000024,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,25,0.879999995,"Camotes Sea, Central Visayas",Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,24.20000076,0.889999986,Strait of Malacca,Thailand,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,27,0.899999976,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,,25.70000076,0.899999976,"Langsa, Sumatra",Indonesia,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,25.39999962,0.980000019,Java Sea (Pekalongan),Indonesia,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,NG,26,1,Tablas Strait-Tayabas Bay region,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,,23.20000076,1,Strait of Malacca (Area I),Thailand,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,,24,1,"Asahan, Sumatra",Indonesia,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,26.5,1,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,25.60000038,1.049999952,Java Sea,Indonesia,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,FL,24,1.149999976,Java Sea,Indonesia,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,,27.70000076,1.200000048,"Banda Aceh, Sumatra",Indonesia,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,25,1.200000048,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,27.79999924,1.200000048,South Sulu Sea,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,FL,23,1.25,Samar Sea,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,27.5,1.25,Palawan,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,FL,25.5,1.25999999,Ragay Gulf,Philippines,no,
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,27.29999924,1.399999976,Leyte Gulf,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,28,1.600000024,Camotes Sea,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1938,Decapterus,macrosoma,Decapterus macrosoma,11823,unsexed,length-frequencies,TL,21.39999962,2.299999952,Moro Gulf/Illana Bay,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,FL,23.5,0.519999981,Ragay Gulf,Philippines,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,FL,23.60000038,0.810000002,Samar Sea,Philippines,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,FL,22.70000076,0.819999993,Burias Pass,Philippines,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,27,0.949999988,Java Sea (Pekalongan),Indonesia,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,26.5,0.949999988,Java Sea (Tegal),Indonesia,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,25.89999962,0.980000019,Java Sea (Tegal),Indonesia,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,27.20000076,1.00999999,Strait of Malacca,Thailand,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,27.29999924,1.100000024,Tayabas Bay,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,25,1.200000048,South Sulu Sea,Philippines,no,L(inf.) from Wetherall plot (Refs. 13313 & 13314).
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,FL,25.10000038,1.200000048,Visayas,Philippines,no,
1939,Decapterus,maruadsi,Decapterus maruadsi,2314,unsexed,length-frequencies,TL,26.70000076,1.279999971,Java Sea (Pekalongan),Indonesia,no,
994,Decapterus,punctatus,Decapterus punctatus,#N/A,unsexed,length-frequencies,TL,32.29999924,0.317999989,"Al-Ghardaqa, Red Sea",Egypt,no,method of parameter estimation: Gulland (1964)
994,Decapterus,punctatus,Decapterus punctatus,#N/A,unsexed,annuli on many otoliths,FL,16.10000038,4.380000114,"Cape Fear, North Carolina - Cape Canaveral, Florida",USA,no,reliable otolith readings only up to 14.3 cm FL
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,33.70000076,0.360000014,"Camotes Sea, Central Visayas",Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,33,0.449999988,Palawan,Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,29.89999962,0.449999988,Northwest coast,India,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,30,0.540000021,Manila Bay,Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,annuli on many otoliths,TL,24.79999924,0.560000002,Sofala Bank,Mozambique,no,Linf and K estimated by the Beverton & Holt plot
374,Decapterus,russelli,Decapterus russelli,3109,Unsexed,,,28.39999962,0.560000002,central area,Malaysia,no,"Mansor, Abdullah, 1995"
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,others,TL,27.89999962,0.561999977,,Mozambique,no,Parameters estimated from age readings
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,annuli on many otoliths,TL,27.79999924,0.573000014,,Mozambique,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,FL,33.70000076,0.649999976,Guimaras Strait,Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,NG,27.29999924,0.680000007,Sofala Bank and Boa Paz (17°15'S - 21°20'S),Mozambique,no,WP = 0.7
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,26.89999962,0.689999998,Palawan,Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,26,0.730000019,Palawan,Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,24.79999924,0.779999971,south-west coast,India,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,27,0.800000012,Manila Bay,Philippines,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,24,0.810000002,Penang,Malaysia,no,
374,Decapterus,russelli,Decapterus russelli,3109,Unsexed,,,32.20000076,0.860000014,central area,Malaysia,no,"Mansor, Abdullah, 1995"
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,FL,28.39999962,0.899999976,Java Sea,Indonesia,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,FL,26,0.899999976,"Idi, Malacca Strait",Indonesia,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,26.60000038,0.949999988,Java Sea (Seribu Island),Indonesia,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,FL,24.5,0.949999988,"Java Sea, off Pekalongan and Juwana",Indonesia,no,February cohort.
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,27,1.00999999,Perlis,Malaysia,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,FL,25.20000076,1.080000043,"Java Sea, off Pekalongan and Juwana",Indonesia,no,May cohort.
374,Decapterus,russelli,Decapterus russelli,3109,Unsexed,,,28.39999962,1.080000043,north area,Malaysia,no,"Mansor, Abdullah, 1995"
374,Decapterus,russelli,Decapterus russelli,3109,Unsexed,,,23.5,1.100000024,north area,Malaysia,no,"Mansor, Abdullah, 1995"
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,23.29999924,1.131999969,"Corregidor Island, Manila Bay",Philippines,no,"Ref. 2178, figs. 1 & 2"
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,27,1.149999976,Jakarta Bay (Seribu Island),Indonesia,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,27,1.179999948,Jakarta Bay (Seribu Island),Indonesia,no,
374,Decapterus,russelli,Decapterus russelli,3109,unsexed,length-frequencies,TL,24,1.419999957,Mumbai (Bombay) waters,India,no,
