SpecCode,Genus,Species,,,Sex,Data source,Type,Loo (cm),K (1/y),Locality,Country,LinfLmax,Comment
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,male,annuli on many otoliths,TL,40.70000076,0.226999998,off Gran Canaria (4-90 m),Canary Is,no,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,Mixed,,TL,37.29999924,0.261999995,"Mirna Bay, Adriatic Sea",Croatia,no,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,Mixed,scale annual rings,TL,33.29999924,0.275000006,Castellon,Spain,no,
706,Lithognathus,mormyrus,Lithognathus mormyrus,2392,Mixed,scale annual rings,TL,36.20000076,0.296999991,"Kastela Bay, Adriatic Sea",Croatia,no,
1736,Liza,saliens,Liza saliens,2261,female,,TL,66.30000305,0.100000001,"Berre, Gulf of Lion",France,yes,
1736,Liza,saliens,Liza saliens,2261,Male,scale annual rings,SL,26.70000076,0.324000001,North Aegean Sea,Greece,yes,
1736,Liza,saliens,Liza saliens,2261,male,,TL,45.29999924,0.170000002,"Berre, Gulf of Lion",France,no,
1736,Liza,saliens,Liza saliens,2261,female,,TL,41.90000153,0.194999993,Lake Quarum (brackish),Egypt,no,
1736,Liza,saliens,Liza saliens,2261,Female,length-frequencies,TL,38.70000076,0.200000003,Albufera des Grau Lagoon,Spain,no,
1736,Liza,saliens,Liza saliens,2261,unsexed,,TL,34.29999924,0.208000004,,Russian Fed,no,
1736,Liza,saliens,Liza saliens,2261,mixed,scale annual rings,SL,23.20000076,0.243000001,Saronikos Gulf,Greece,no,
1736,Liza,saliens,Liza saliens,2261,Mixed,annuli on many otoliths,TL,32.90000153,0.25999999,Messolonghi-Etoliko lagoon,Greece,no,
1736,Liza,saliens,Liza saliens,2261,Male,length-frequencies,TL,34.29999924,0.25999999,Albufera des Grau Lagoon,Spain,no,
1736,Liza,saliens,Liza saliens,2261,Female,scale annual rings,SL,29.39999962,0.277999997,North Aegean Sea,Greece,no,
1736,Liza,saliens,Liza saliens,2261,male,,TL,36.5,0.287999988,Lake Quarum (brackish),Egypt,no,
1736,Liza,saliens,Liza saliens,2261,unsexed,,FL,39.40000153,0.340000004,,Tunisia,no,"M is most probably from empirical relationship in Tanaka (1960, Fig. 5.25), as 48 out of 54 M values in  Ref. 5533 were based on this."
1736,Liza,saliens,Liza saliens,2261,Mixed,scale annual rings,FL,34.09999847,0.389999986,Caspian Sea,Russian Fed,no,
1794,Lobianchia,dofleini,Lobianchia dofleini,#N/A,unsexed,,TL,4.599999905,1.386000037,,Bermuda,no,Do not use M value for new model to predict M.
1077,Lobotes,surinamensis,Lobotes surinamensis,13233,unsexed,scale annual rings,SL,58.59999847,0.680000007,North Carolina,USA,no,"Growth estimate very preliminary, based on Tm and Lmax."
532,Lophius,americanus,Lophius americanus,3380,unsexed,,TL,197,0.059999999,Bay of Fundy,Canada,yes,
532,Lophius,americanus,Lophius americanus,3380,female,other annual rings,TL,158,0.094999999,Atlantic (between Cape Hatteras and George Bank),USA,no,
532,Lophius,americanus,Lophius americanus,3380,male,other annual rings,TL,146,0.097000003,Atlantic (between Cape Hatteras and George Bank),USA,no,
5094,Lophius,budegassa,Lophius budegassa,2571,female,,NG,111,0.07,ICES Areas VII and VIII,France,no,
5094,Lophius,budegassa,Lophius budegassa,2571,mixed,,TL,102,0.079999998,ICES Div. VIIIc and Ixa,Spain,no,
5094,Lophius,budegassa,Lophius budegassa,2571,Female,length-frequencies,TL,147.3000031,0.090999998,Spanish Mediterranean,Spain,no,
5094,Lophius,budegassa,Lophius budegassa,2571,male,,NG,84.80000305,0.100000001,ICES Areas VII and VIII,France,no,
5094,Lophius,budegassa,Lophius budegassa,2571,mixed,other annual rings,TL,93.5,0.101000004,ICES Div. VIIIc and Ixa,Spain,no,age readings from dorsal fin ray (illicium).
5094,Lophius,budegassa,Lophius budegassa,2571,female,annuli on many otoliths,TL,73.69999695,0.118000001,Saronikos Gulf,Greece,no,
5094,Lophius,budegassa,Lophius budegassa,2571,male,annuli on many otoliths,TL,59.79999924,0.142000005,Saronikos Gulf,Greece,no,
5094,Lophius,budegassa,Lophius budegassa,2571,Male,length-frequencies,TL,102.5,0.188999996,Spanish Mediterranean,Spain,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,mixed,other annual rings,TL,164,0.064999998,ICES Div. VIIIc and Ixa,Spain,no,age readings from dorsal fin ray (illicium).
716,Lophius,piscatorius,Lophius piscatorius,3379,female,other annual rings,TL,167,0.077,Northern stock,France,no,age readings from illicium.
716,Lophius,piscatorius,Lophius piscatorius,3379,female,,TL,167,0.079999998,ICES Areas VII and VIII,France,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,mixed,,TL,137,0.090000004,ICES Div. VIIIc and 1Xa,Spain,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,mixed,,TL,122,0.100000001,ICES Div. VIII-IXa,Spain,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,mixed,other annual rings,TL,132,0.108999997,ICES Div. VIIIc and Ixa,Spain,no,Used the FISHPARM program.
716,Lophius,piscatorius,Lophius piscatorius,3379,male,other annual rings,TL,130,0.109999999,Northern stock,France,no,age readings from illicium.
716,Lophius,piscatorius,Lophius piscatorius,3379,male,,TL,130,0.109999999,ICES Areas VII and VIII,France,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,mixed,,TL,131,0.129999995,ICES Div. VIII-IXa,Spain,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,unsexed,,TL,137,0.164000005,"Aberdeen, 40 m",UK Scotland,no,
716,Lophius,piscatorius,Lophius piscatorius,3379,unsexed,,TL,106,0.180000007,North Sea,UK,no,
10256,Lophius,vomerinus,Lophius vomerinus,2572,unsexed,,NG,121,0.039999999,,Namibia,no,
10256,Lophius,vomerinus,Lophius vomerinus,2572,female,other annual rings,TL,112,0.079999998,,Namibia,no,data from illicia (first fin-ray) growth rings; cross-checked with otolith readings.
10256,Lophius,vomerinus,Lophius vomerinus,2572,male,other annual rings,TL,72.30000305,0.140000001,,Namibia,no,data from illicia (first fin-ray) growth rings; cross-checked with otolith readings.
362,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,2302,male,other annual rings,,92.90000153,0.086000003,"off Georgia, east of Catherines Is.",USA,no,Ageing done with anal finrays.
362,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,2302,female,other annual rings,,86.5,0.090000004,"off Georgia, east of Catherines Is.",USA,no,Ageing done with anal finrays.
362,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,2302,male,annuli on many otoliths,FL,111,0.129999995,Middle Atlantic-Southern New England region,USA,no,
362,Lopholatilus,chamaeleonticeps,Lopholatilus chamaeleonticeps,2302,female,annuli on many otoliths,FL,90.19999695,0.152999997,Middle Atlantic-Southern New England region,USA,no,
15383,Lopholatilus,villarii,Lopholatilus villarii,#N/A,female,annuli on many otoliths,TL,126,0.037999999,southern coast (22°-28°S),Brazil,yes,
15383,Lopholatilus,villarii,Lopholatilus villarii,#N/A,male,annuli on many otoliths,TL,151,0.044,southern coast (22°-28°S),Brazil,yes,
15383,Lopholatilus,villarii,Lopholatilus villarii,#N/A,female,,TL,91.09999847,0.090999998,southernmost region,Brazil,no,
15383,Lopholatilus,villarii,Lopholatilus villarii,#N/A,male,,TL,105,0.093999997,southernmost region,Brazil,no,
1380,Lumpenus,lampretaeformis,Lumpenus lampretaeformis,#N/A,unsexed,,TL,47.59999847,0.204999998,"Firth of Forth Area, about 50 m",UK Scotland,no,
1395,Lutjanus,adetii,Lutjanus adetii,#N/A,unsexed,annuli on many otoliths,SL,33.40000153,0.25999999,,New Caledonia,no,
1395,Lutjanus,adetii,Lutjanus adetii,#N/A,mixed,annuli on many otoliths,FL,25.39999962,0.32100001,Central Great Barrier Reef (18-19°S),Australia,no,Loubens' (1980) length-at-birth estimate incorporated to accommodate poor representation of young fish.
1395,Lutjanus,adetii,Lutjanus adetii,#N/A,unsexed,annuli on many otoliths,SL,29.29999924,0.340000004,,New Caledonia,no,
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,annuli on many otoliths,FL,118,0.100000001,Zone C,Cuba,no,Winf computed using L/W rel. in Ref. 3249
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,annuli on many otoliths,FL,118,0.129999995,,Cuba,no,Winf computed using L-W relationship in Ref. 3249
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,annuli on many otoliths,FL,80.80000305,0.131999999,Northeast Zone,Cuba,no,Winf computed using L-W relationship in Ref. 3249
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,annuli on many otoliths,FL,88,0.151999995,Zone B,Cuba,no,Winf computed using L/W rel. in Ref. 3249
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,annuli on many otoliths,TL,86,0.152999997,Florida east coast,USA,no,
1403,Lutjanus,analis,Lutjanus analis,13275,mixed,annuli on many otoliths,TL,86.90000153,0.159999996,Florida east coast,USA,no,
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,other annual rings,TL,103,0.170000002,Northern coast,Venezuela,no,
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,length-frequencies,FL,82,0.200000003,Northwest Zone,Cuba,no,Do not use M value for new model to predict M.
1403,Lutjanus,analis,Lutjanus analis,13275,unsexed,annuli on many otoliths,FL,78,0.246000007,,Cuba,no,Winf computed using L-W relationship in Ref. 3249
1404,Lutjanus,apodus,Lutjanus apodus,#N/A,unsexed,tagging/recapture,FL,34.90000153,0.349999994,reefs,US Virgin Is,yes,
1408,Lutjanus,argentiventris,Lutjanus argentiventris,3135,unsexed,length-frequencies,NG,68.59999847,0.155000001,Colima,Mexico,no,Also Ref. 57067.
1417,Lutjanus,bohar,Lutjanus bohar,13278,unsexed,annuli on many otoliths,SL,52,0.109999999,,New Caledonia,yes,"Winf computed from Ref. 3111, table 19.1; b=3: assumed value."
1417,Lutjanus,bohar,Lutjanus bohar,13278,mixed,annuli on many otoliths,FL,63.59999847,0.090999998,Great Barrier Reef,Australia,no,s.e.(Loo): 7.4 cm;  s.e.(k): 0.004;  s.e.(t-zero): 0.26;  r2= 0.84
1418,Lutjanus,boutton,Lutjanus boutton,#N/A,unsexed,annuli on many otoliths,SL,19.60000038,0.600000024,Lihir Island group (seamount),Papua N Guin,no,s.e.(Linf): 0.9 cm; s.e.(K): 0.14; r2 = 0.41.
1419,Lutjanus,buccanella,Lutjanus buccanella,#N/A,unsexed,other annual rings,FL,60.20000076,0.100000001,Northeast  Zone,Cuba,no,
1419,Lutjanus,buccanella,Lutjanus buccanella,#N/A,unsexed,other annual rings,FL,60.09999847,0.119999997,Southeast Zone,Cuba,no,
1419,Lutjanus,buccanella,Lutjanus buccanella,#N/A,unsexed,length-frequencies,NG,62,0.349999994,Barra del Colorado-Parismina river outlet,Costa Rica,no,WP=0.82.
1419,Lutjanus,buccanella,Lutjanus buccanella,#N/A,male,length-frequencies,FL,54,0.699999988,,Jamaica,no,M from Z/K ratio.
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,,FL,92,0.119999997,"Tamaulipas, Gulf of Mexico",Mexico,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,,FL,90.80000305,0.129999995,Campeche Bank,Mexico,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,,TL,92.5,0.140000001,"Flower Garden Banks, Gulf of Mexico",USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,annuli on many otoliths,TL,95.5,0.145999998,Southeast coast,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,length-frequencies,FL,93.30000305,0.150000006,Campeche Bank,Mexico,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,annuli on many otoliths,TL,103,0.150000006,north central Gulf of Mexico,USA,no,used sectioned otoliths
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,scale annual rings,TL,97,0.155000001,east Florida,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,female,annuli on many otoliths,TL,97.69999695,0.159999996,northern Gulf of Mexico,USA,no,No sampling during 1993 and 1994.
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,female,annuli on many otoliths,FL,91.30000305,0.159999996,Northern Gulf of Mexico,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,scale annual rings,TL,97,0.165000007,Carolinas,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,female,annuli on many otoliths,FL,84.19999695,0.170000002,Northern Gulf of Mexico,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,scale annual rings,TL,94.09999847,0.170000002,West Florida,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,scale annual rings,TL,95,0.174999997,Louisiana,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,annuli on many otoliths,TL,93.80000305,0.174999997,northwest Gulf of Mexico,USA,no,used sectioned otoliths
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,female,annuli on many otoliths,FL,77.19999695,0.180000007,Northern Gulf of Mexico,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,male,annuli on many otoliths,TL,90.40000153,0.189999998,northern Gulf of Mexico,USA,no,No sampling during 1993 and 1994.
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,female,annuli on many otoliths,TL,97.59999847,0.189999998,artificial reef off Alabama,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,male,annuli on many otoliths,TL,95.59999847,0.194000006,artificial reef off Alabama,USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,annuli on many otoliths,FL,88.40000153,0.209999993,Alabama,USA,no,used sectioned otoliths.
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,length-frequencies,TL,95.40000153,0.224999994,"Panama City, Florida",USA,no,
1423,Lutjanus,campechanus,Lutjanus campechanus,3136,unsexed,annuli on many otoliths,FL,87.30000305,0.239999995,Louisiana,USA,no,used sectioned otoliths.
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,unsexed,,FL,56,0.310000002,Kavieng,Papua N Guin,no,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,male,annuli on many otoliths,FL,34.40000153,0.370999992,central Great Barrier Reef,Australia,no,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,female,annuli on many otoliths,FL,28.39999962,0.453000009,central Great Barrier Reef,Australia,no,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,male,annuli on many otoliths,FL,28.5,0.50999999,"Lizard Is., Great Barrier Reef",Australia,no,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,female,annuli on many otoliths,FL,26.39999962,0.560000002,"Lizard Is., Great Barrier Reef",Australia,no,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,male,annuli on many otoliths,FL,26.39999962,0.689999998,"Palm Is., Great Barrier Reef",Australia,no,
1424,Lutjanus,carponotatus,Lutjanus carponotatus,#N/A,female,annuli on many otoliths,FL,24.60000038,0.769999981,"Palm Is., Great Barrier Reef",Australia,no,
1427,Lutjanus,cyanopterus,Lutjanus cyanopterus,13281,unsexed,,FL,101,0.125,,Cuba,no,
1406,Lutjanus,erythropterus,Lutjanus erythropterus,#N/A,unsexed,other annual rings,FL,72.59999847,0.209999993,Northwest coast,Australia,no,growth data from vertebrae
1406,Lutjanus,erythropterus,Lutjanus erythropterus,#N/A,unsexed,annuli on many otoliths,FL,58.40000153,0.39199999,central Great Barrier Reef,Australia,no,age readings from sectioned otoliths; M from unfished stock (Kelso Shoals region).
1406,Lutjanus,erythropterus,Lutjanus erythropterus,#N/A,male,annuli on many otoliths,FL,60,0.409999996,"Great Barrier Reef, 15°-18°S",Australia,no,Do not use M value for new model to predict M.
1406,Lutjanus,erythropterus,Lutjanus erythropterus,#N/A,female,annuli on many otoliths,FL,60,0.439999998,"Great Barrier Reef, 15°-18°S",Australia,no,
261,Lutjanus,fulviflamma,Lutjanus fulviflamma,#N/A,unsexed,annuli on many otoliths,SL,24.79999924,0.300000012,,New Caledonia,no,"Winf computed from Ref. 3111, table 19.1; b=3: assumed value."
265,Lutjanus,gibbus,Lutjanus gibbus,13287,unsexed,,FL,44.20000076,0.310000002,Kavieng,Papua N Guin,no,
265,Lutjanus,gibbus,Lutjanus gibbus,13287,unsexed,length-frequencies,FL,39.79999924,0.400000006,,Palau,no,
152,Lutjanus,guttatus,Lutjanus guttatus,13290,unsexed,length-frequencies,SL,64.19999695,0.192000002,Manzanillo and Boca de Apizo,Mexico,no,
264,Lutjanus,johnii,Lutjanus johnii,13292,unsexed,scale annual rings,FL,96.09999847,0.115999997,Andaman Sea,India,no,
264,Lutjanus,johnii,Lutjanus johnii,13292,unsexed,length-frequencies,NG,66.69999695,0.129999995,Pagbilao mangroves,Philippines,no,based on growth pattern of juveniles
264,Lutjanus,johnii,Lutjanus johnii,13292,unsexed,,TL,72.40000153,0.375,"Barito Estuary, South Kalimantan",Indonesia,no,Identification of age groups requires verification.
156,Lutjanus,kasmira,Lutjanus kasmira,18897,unsexed,annuli on many otoliths,FL,39.59999847,0.211999997,(deep water),Amer Samoa,no,
156,Lutjanus,kasmira,Lutjanus kasmira,18897,unsexed,annuli on many otoliths,FL,40,0.211999997,,N Marianas,no,
156,Lutjanus,kasmira,Lutjanus kasmira,18897,unsexed,,NG,33.70000076,0.270000011,,Hawaii,no,
156,Lutjanus,kasmira,Lutjanus kasmira,18897,unsexed,annuli on many otoliths,SL,21.10000038,0.379999995,,New Caledonia,no,"Winf computed from Ref. 3111, table 19.1; b=3: assumed value."
156,Lutjanus,kasmira,Lutjanus kasmira,18897,unsexed,annuli on many otoliths,FL,29.60000038,0.384000003,,Amer Samoa,no,
159,Lutjanus,lutjanus,Lutjanus lutjanus,#N/A,unsexed,length-frequencies,TL,25.10000038,0.497000009,East coast of peninsula,Malaysia,no,
159,Lutjanus,lutjanus,Lutjanus lutjanus,#N/A,unsexed,length-frequencies,TL,27.60000038,0.540000021,Peninsular east coast,Malaysia,no,
159,Lutjanus,lutjanus,Lutjanus lutjanus,#N/A,unsexed,length-frequencies,FL,24.70000076,0.75,Ticao Pass,Philippines,no,
161,Lutjanus,mahogoni,Lutjanus mahogoni,#N/A,unsexed,,,61.79999924,0.097000003,Florida,USA,no,
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,TL,96,0.119999997,Arafura Sea,Australia,no,Referred to as <i>L. sanguineus</i> but probably this species (Ref.55).
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,TL,96.40000153,0.119999997,Arafura Sea,Australia,no,Growth data from vertebrae.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,TL,94,0.126000002,North West Shelf,Australia,no,Referred to as <i>L. sangineus</i> but probably this species (Ref. 55).
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,TL,93,0.142000005,Gulf of Tonking (South China Sea),China Main,no,Referred to as <i>L. sanguineus</i> but probably this species (Ref. 55).
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,,TL,96.90000153,0.147,South China Sea,Taiwan,no,Referred to as <i>L. sanguineus</i> but probably this species (Ref. 55).
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,TL,97,0.148000002,Northern Sunda (South China Sea),China Main,no,Referred to as <i>L. sanguineus</i> but probably this species (Ref. 55).
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,SL,71,0.167999998,"Arafura Sea, Northwest Australia",Australia,no,Used scale and vertebral annuli; Winf: Ref. 6425; b=3: assumed value
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,male,annuli on many otoliths,TL,98.69999695,0.180000007,"Great Barrier Reef, 15°-18°S",Australia,no,
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,male,annuli on many otoliths,FL,68.59999847,0.180000007,"Pilbara coast, Western Australia",Australia,no,Trawl samples from 100-200 m depths. Mean length: 56.9 cm FL.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,male,annuli on many otoliths,SL,81,0.189999998,"Great Barrier Reef, off Queensland",Australia,no,Sampling by speargun; small and large fish underrepresented.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,female,annuli on many otoliths,TL,83.80000305,0.230000004,"Great Barrier Reef, 15°-18°S",Australia,no,
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,other annual rings,TL,86.09999847,0.25,Northwestern shelf,Australia,no,
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,female,annuli on many otoliths,SL,86,0.25,"Great Barrier Reef, off Queensland",Australia,no,Sampling by speargun; small and large fish underrepresented.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,female,annuli on many otoliths,FL,56.59999847,0.261999995,"Pilbara coast, Western Australia",Australia,no,Trawl samples from 100-200 m depths. Mean length: 49.1 cm FL.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,annuli on many otoliths,FL,72.80000305,0.287,central Great Barrier Reef,Australia,no,age readings from sectioned otoliths.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,annuli on many otoliths,FL,60,0.310000002,,Vanuatu,no,M = mean of catch curve and Z/K ratio estimates in Ref. 160; tmax for  Arafura Sea.
162,Lutjanus,malabaricus,Lutjanus malabaricus,13295,unsexed,annuli on many otoliths,TL,68.90000153,0.35800001,,Kuwait,no,
166,Lutjanus,monostigma,Lutjanus monostigma,#N/A,unsexed,,FL,55,0.219999999,Kavieng,Papua N Guin,no,
170,Lutjanus,peru,Lutjanus peru,19091,unsexed,length-frequencies,SL,64,0.156000003,Manzanillo harbor-Boca de Apiza,Mexico,no,
170,Lutjanus,peru,Lutjanus peru,19091,unsexed,,TL,87,0.261999995,Guerrero,Mexico,no,K ranges from 0.144 to 0.38.
171,Lutjanus,purpureus,Lutjanus purpureus,2333,unsexed,scale annual rings,TL,92.90000153,0.103,Northern and Northeastern coasts,Brazil,no,
171,Lutjanus,purpureus,Lutjanus purpureus,2333,unsexed,annuli on many otoliths,TL,97.69999695,0.116999999,,Brazil,no,
171,Lutjanus,purpureus,Lutjanus purpureus,2333,unsexed,annuli on many otoliths,TL,85.09999847,0.129999995,54-150 m,Trinidad Tob,no,
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,unsexed,annuli on many otoliths,SL,17.29999924,0.370000005,,New Caledonia,yes,"Winf computed from Ref. 3111, table 19.1; b=3: assumed value."
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,unsexed,annuli on many otoliths,FL,20.79999924,0.171000004,"Myrmidon Reef, central GBR",Australia,no,M based on ages 5-16 yrs.
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,unsexed,annuli on many otoliths,FL,22,0.217999995,"Kelso Reef, central GBR",Australia,no,
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,unsexed,annuli on many otoliths,FL,21.20000076,0.305000007,"Davies Reef, central GBR",Australia,no,M based on ages 6-22 yrs.
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,mixed,annuli on many otoliths,FL,20.70000076,0.305999994,"Central Great Barrier Reef (18°41'S, 147°06'E)",Australia,no,Weight of M <0.2 in robust regression analysis.
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,unsexed,annuli on many otoliths,FL,20.39999962,0.31400001,"John Brewer Reef, central GBR",Australia,no,
172,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,18946,unsexed,annuli on many otoliths,FL,19.79999924,0.465000004,"Lodestone Reef, central GBR",Australia,no,M based on ages 4-22 yrs.
173,Lutjanus,rivulatus,Lutjanus rivulatus,#N/A,unsexed,,FL,67.40000153,0.219999999,Kavieng,Papua N Guin,no,
177,Lutjanus,sanguineus,Lutjanus sanguineus,#N/A,unsexed,,,89,0.236000001,Red Sea - Gulf of Aden,Djibouti,no,Do not use M value for new model to predict M.
178,Lutjanus,sebae,Lutjanus sebae,#N/A,male,annuli on many otoliths,FL,62.79999924,0.150999993,"Kimberley, north-western coast",Australia,yes,sectioned sagittal otoliths
178,Lutjanus,sebae,Lutjanus sebae,#N/A,unsexed,other annual rings,FL,81.69999695,0.129999995,Northwest Australia,Australia,no,Growth data from vertebrae. Do not use M value for new model to predict M.
178,Lutjanus,sebae,Lutjanus sebae,#N/A,unsexed,annuli on many otoliths,FL,79.19999695,0.138999999,central Great Barrier Reef,Australia,no,age readings from sectioned otoliths.
178,Lutjanus,sebae,Lutjanus sebae,#N/A,male,annuli on many otoliths,SL,91,0.140000001,"Great Barrier Reef, off Queensland",Australia,no,Sampling by speargun; small and large fish underrepresented.
178,Lutjanus,sebae,Lutjanus sebae,#N/A,male,annuli on many otoliths,FL,102,0.150000006,"Great Barrier Reef, 15°-18°S",Australia,no,
178,Lutjanus,sebae,Lutjanus sebae,#N/A,unsexed,scale annual rings,FL,85.09999847,0.159999996,Gulf of Aden,Yemen,no,
178,Lutjanus,sebae,Lutjanus sebae,#N/A,unsexed,other annual rings,FL,79.80000305,0.180000007,Arafura Sea off North Australia,Australia,no,Growth data from vertebrae.
178,Lutjanus,sebae,Lutjanus sebae,#N/A,female,annuli on many otoliths,FL,88.69999695,0.180000007,"Great Barrier Reef, 15°-18°S",Australia,no,
178,Lutjanus,sebae,Lutjanus sebae,#N/A,female,annuli on many otoliths,SL,72,0.209999993,"Great Barrier Reef, off Queensland",Australia,no,Sampling by speargun; small and large fish underrepresented.
178,Lutjanus,sebae,Lutjanus sebae,#N/A,unsexed,,FL,98,0.219999999,,Seychelles,no,
178,Lutjanus,sebae,Lutjanus sebae,#N/A,unsexed,length-frequencies,TL,96,0.230000004,Mahé Plateau,Seychelles,no,
178,Lutjanus,sebae,Lutjanus sebae,#N/A,female,length-frequencies,FL,84,0.270000011,,Seychelles,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,female,length-frequencies,FL,53.90000153,0.075999998,southern coast,Jamaica,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,annuli on many otoliths,FL,44.20000076,0.112999998,,Cuba,no,Linf and k re-estimated from original data.
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,annuli on many otoliths,TL,50,0.134000003,"Florida, east coast",USA,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,annuli on many otoliths,FL,39.59999847,0.150000006,Southwest Zone,Cuba,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,annuli on many otoliths,FL,40.09999847,0.159999996,Southwest Zone,Cuba,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,Female,annuli on many otoliths,TL,60,0.200000003,,Trinidad Tob,no,cross.ref.: 72458
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,annuli on many otoliths,FL,48,0.200000003,Southwest Zone,Cuba,no,Aging also done with scale annuli.
181,Lutjanus,synagris,Lutjanus synagris,2334,female,annuli on many otoliths,TL,60.29999924,0.200000003,Gulf of Paria and North coast,Trinidad Tob,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,male,annuli on many otoliths,TL,70.80000305,0.219999999,Gulf of Paria and North coast,Trinidad Tob,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,length-frequencies,FL,45,0.230000004,,Puerto Rico,no,
181,Lutjanus,synagris,Lutjanus synagris,2334,unsexed,annuli on many otoliths,TL,50.5,0.231000006,off Caera State,Brazil,no,
