,assessid,stockid,stocklong,scientificname,FisheryType,region,areaid,areaname,assessorid,mgmt,managementauthority,Country,SpecCntryMatch,RegionFAO,confirmed
402,SEFSC-GTRIGGM-1981-2004-JENSEN,GTRIGGM,Gray triggerfish Gulf of Mexico,Balistes capriscus,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,1
403,SEFSC-KMACKGM-1992-2001-JENSEN,KMACKGM,King mackerel Gulf of Mexico,Scomberomorus cavalla,Tuna and Marlin,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
404,SEFSC-MENATGM-1964-2004-GILROY,MENATGM,Gulf menhaden Gulf of Mexico,Brevoortia patronus,Forage Fish,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
405,SEFSC-PINKSHRIMPGM-1984-2011-HIVELY,PINKSHRIMPGM,Pink shrimp Gulf of Mexico,Farfantepenaeus duorarum,Invertebrate,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,1
406,SEFSC-RGROUPGM-1986-2005-JENSEN,RGROUPGM,Red grouper Gulf of Mexico,Epinephelus morio,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,1
407,SEFSC-VSNAPGM-1981-2004-JENSEN,VSNAPGM,Vermilion snapper Gulf of Mexico,Rhomboplites aurorubens,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
408,SEFSC-SPANMACKGM-1886-2011-HIVELY,SPANMACKGM,Spanish mackerel Gulf of Mexico,Scomberomorus maculatus,Tuna and Marlin,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
409,SEFSC-TILEGM-1965-2009-HIVELY,TILEGM,Tilefish Gulf of Mexico,Lopholatilus chamaeleonticeps,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
410,SEFSC-WSHRIMPGM-1984-2011-HIVELY,WSHRIMPGM,White shrimp Gulf of Mexico,Litopenaeus setiferus,Invertebrate,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
411,SEFSC-YEGROUPGM-1975-2009-HIVELY,YEGROUPGM,Yellowedge grouper Gulf of Mexico,Epinephelus flavolimbatus,Other Marine,US Southeast and Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
412,SEFSC-GAGGM-1963-2012-HIVELY,GAGGM,Gag Gulf of Mexico,Mycteroperca microlepis,Other Marine,US Southeast/Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
413,SEFSC-KMACKGM-1929-2012-HIVELY,KMACKGM,King mackerel Gulf of Mexico,Scomberomorus cavalla,Tuna and Marlin,US Southeast/Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
414,SEFSC-RSNAPGM-1872-2011-HIVELY,RSNAPGM,Red snapper Gulf of Mexico,Lutjanus campechanus,Other Marine,US Southeast/Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
821,SEFSC-BTIPSHARGM-1981-2010-HIVELY,BTIPSHARGM,Blacktip shark Gulf of Mexico,Carcharhinus limbatus,Sharks Rays and Skates,US Southeast/Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
2391,SEFSC-MENATGM-1948-2011-HIVELY,MENATGM,Gulf menhaden Gulf of Mexico,Brevoortia patronus,Forage Fish,US Southeast/Gulf,USA-NMFS-GM,Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
415,SEFSC-BLACKGROUPERGMSATL-1986-2008-THORSON,BLACKGROUPERGMSATL,Black Grouper Gulf of Mexico and South Atlantic,Mycteroperca bonaci,Other Marine,US Southeast/Gulf,USA-NMFS-GMSATL,Gulf of Mexico and South Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
416,NEFSC-MONKGOMNGB-1964-2006-RICHARDS,MONKGOMNGB,Monkfish Gulf of Maine / Northern Georges Bank,Lophius americanus,Other Marine,US East Coast,USA-NMFS-GOMNGB,Gulf of Maine / Northern Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
417,NEFSC-MONKGOMNGB-1980-2009-HIVELY,MONKGOMNGB,Monkfish Gulf of Maine / Northern Georges Bank,Lophius americanus,Other Marine,US East Coast,USA-NMFS-GOMNGB,Gulf of Maine / Northern Georges Bank,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,NA
418,ASMFC-ATLCROAKMATLC-1973-2002-STANTON,ATLCROAKMATLC,Atlantic croaker Mid-Atlantic Coast,Micropogonias undulatus,Other Marine,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,ASMFC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
419,NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,BSBASSMATLC,Black sea bass Mid-Atlantic Coast,Centropristis striata,Other Marine,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
420,NEFSC-CSKATMATLC-1975-2005-SOSEBEE,CSKATMATLC,Clearnose skate Mid-Atlantic Coast,Raja eglanteria,Sharks Rays and Skates,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",1
421,NEFSC-RSKATMATLC-1967-2005-SOSEBEE,RSKATMATLC,Rosette skate Mid-Atlantic Coast,Leucoraja garmani,Sharks Rays and Skates,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",1
422,NEFSC-SCALLMATLC-1964-2006-HART,SCALLMATLC,Sea scallop Mid-Atlantic Coast,Placopecten magellanicus,Invertebrate,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
423,NEFSC-SFLOUNMATLC-1940-2007-BAUM,SFLOUNMATLC,Summer flounder Mid-Atlantic Coast,Paralichthys dentatus,Flatfish,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
424,NEFSC-SURFMATLC-1965-2008-JACOBSON,SURFMATLC,Atlantic surfclam Mid-Atlantic Coast,Spisula solidissima,Invertebrate,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
425,NEFSC-TILEMATLC-1973-2008-NITSCHKE,TILEMATLC,Tilefish Mid-Atlantic Coast,Lopholatilus chamaeleonticeps,Other Marine,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"21,31",1
426,NEFSC-TILEMATLC-1915-2012-HIVELY,TILEMATLC,Tilefish Mid-Atlantic Coast,Lopholatilus chamaeleonticeps,Other Marine,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
427,NEFSC-SFLOUNMATLC-1940-2012-HIVELY,SFLOUNMATLC,Summer flounder Mid-Atlantic Coast,Paralichthys dentatus,Flatfish,US East Coast,USA-NMFS-MATLC,Mid-Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
428,PFMC-CABEZNCAL-1930-2009-CHING,CABEZNCAL,Cabezon Northern California,Scorpaenichthys marmoratus,Sharks Rays and Skates,US West Coast,USA-NMFS-NCAL,Northern California,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
429,NMFS-STMARLINNPAC-1952-2004-BRANCH,STMARLINNPAC,Striped marlin North Pacific,Kajikia audax,Tuna and Marlin,Pacific Ocean,USA-NMFS-NPAC,North Pacific,NMFS,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"61,67",?
430,NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH,BLACKROCKNPCOAST,Black rockfish Northern Pacific Coast,Sebastes melanops,Rockfish,US West Coast,USA-NMFS-NPCOAST,Northern Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"67,77",?
431,NWFSC-LINGCODNPCOAST-1928-2009-STACHURA,LINGCODNPCOAST,Lingcod Northern Pacific Coast,Ophiodon elongatus,Other Marine,US West Coast,USA-NMFS-NPCOAST,Northern Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"67,77",?
432,SWFSC-STFLOUNNPCOAST-1970-2005-STANTON,STFLOUNNPCOAST,Starry flounder Northern Pacific Coast,Platichthys stellatus,Flatfish,US West Coast,USA-NMFS-NPCOAST,Northern Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"67,77",?
433,NWFSC-YTROCKNPCOAST-1967-2005-STANTON,YTROCKNPCOAST,Yellowtail rockfish Northern Pacific Coast,Sebastes flavidus,Rockfish,US West Coast,USA-NMFS-NPCOAST,Northern Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"67,77",?
434,AFSC-RKCRABNS-1976-2008-JENSEN,RKCRABNS,Red king crab Norton Sound,Paralithodes camtschaticus,Invertebrate,US Alaska,USA-NMFS-NS,Norton Sound,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
435,NEFSC-RDEEPCRABNWATL-1982-2008-CHUTE,RDEEPCRABNWATL,Red deepsea crab Northwestern Atlantic,Chaceon quinquedens,Invertebrate,US East Coast,USA-NMFS-NWATL,Northwestern Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
436,NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ,HERRNWATLC,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,Forage Fish,US East Coast,USA-NMFS-NWATLC,Northwestern Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
437,NEFSC-ILLEXNWATLC-1967-2005-HENDRICKSON,ILLEXNWATLC,Northern shortfin squid Northwestern Atlantic Coast,Illex illecebrosus,Invertebrate,US East Coast,USA-NMFS-NWATLC,Northwestern Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
438,NEFSC-OPOUTNWATLC-1962-2008-WIGLEY,OPOUTNWATLC,Ocean pout Northwestern Atlantic Coast,Zoarces americanus,Other Marine,US East Coast,USA-NMFS-NWATLC,Northwestern Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,21,1
439,NEFSC-SCUPNWATLC-1960-2007-TERCEIRO,SCUPNWATLC,Scup Atlantic Coast,Stenotomus chrysops,Other Marine,US East Coast,USA-NMFS-NWATLC,Northwestern Atlantic Coast,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
440,NWFSC-CABEZORECOAST-1973-2009-STACHURA,CABEZORECOAST,Cabezon Oregon Coast,Scorpaenichthys marmoratus,Sharks Rays and Skates,US West Coast,USA-NMFS-ORECOAST,Oregon Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
441,NWFSC-KELPGREENLINGORECOAST-1979-2005-STANTON,KELPGREENLINGORECOAST,Kelp greenling Oregon Coast,Hexagrammos decagrammus,Other Marine,US West Coast,USA-NMFS-ORECOAST,Oregon Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
442,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,ARFLOUNDPCOAST,Arrowtooth flounder Pacific Coast,Reinhardtius stomias,Flatfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"67,77",
443,NWFSC-BGROCKPCOAST-1950-2011-STACHURA,BGROCKPCOAST,Blackgill rockfish  Pacific Coast,Sebastes melanostomus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"67,77",
444,SWFSC-CMACKPCOAST-1929-2008-PINSKY,CMACKPCOAST,Pacific chub mackerel Pacific Coast,Scomber japonicus,Forage Fish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
445,NWFSC-CROCKPCOAST-1916-2011-STACHURA,CROCKPCOAST,Canary rockfish Pacific Coast,Sebastes pinniger,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,"67,77",1
446,NWFSC-DKROCKPCOAST-1928-2011-STACHURA,DKROCKPCOAST,Darkblotched rockfish Pacific Coast,Sebastes crameri,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,?
447,SWFSC-DSOLEPCOAST-1910-2011-STACHURA,DSOLEPCOAST,Dover sole Pacific Coast,Microstomus pacificus,Flatfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
448,NWFSC-ESOLEPCOAST-1876-2007-BRANCH,ESOLEPCOAST,English sole Pacific Coast,Parophrys vetulus,Flatfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
449,PFMC-GRNSTROCKPCOAST-1916-2009-STANTON,GRNSTROCKPCOAST,Greenstriped rockfish Pacific Coast,Sebastes elongatus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"67,77",
450,SWFSC-GRSPROCKNCAL-1916-2010-STACHURA,GRSPROCKNCAL,Greenspotted rockfish Pacific Coast North,Sebastes chlorostictus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
451,SWFSC-GRSPROCKSCAL-1916-2010-STACHURA,GRSPROCKSCAL,Greenspotted rockfish Pacific Coast South,Sebastes chlorostictus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
452,NWFSC-LNOSESKAPCOAST-1915-2007-BRANCH,LNOSESKAPCOAST,Longnose skate Pacific Coast,Raja rhina,Sharks Rays and Skates,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
453,NWFSC-LSTHORNHPCOAST-1962-2005-STANTON,LSTHORNHPCOAST,Longspine thornyhead Pacific Coast,Sebastolobus altivelis,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
454,NWFSC-PHAKEPCOAST-1966-2012-CHING,PHAKEPCOAST,Pacific hake Pacific Coast,Merluccius productus,Gadids,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
455,NWFSC-POPERCHPCOAST-1940-2011-STACHURA,POPERCHPCOAST,Pacific ocean perch Pacific Coast,Sebastes alutus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
456,PFMC-PSOLEPCOAST-1930-2011-CHING,PSOLEPCOAST,Petrale sole Pacific Coast,Eopsetta jordani,Flatfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,
457,NWFSC-SABLEFPCOAST-1900-2011-STACHURA,SABLEFPCOAST,Sablefish Pacific Coast,Anoplopoma fimbria,Other Marine,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
458,SWFSC-SARDPCOAST-1981-2007-PINSKY,SARDPCOAST,Pacific sardine Pacific Coast,Sardinops sagax,Forage Fish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
459,SWFSC-SBELLYROCKPCOAST-1950-2005-BRANCH,SBELLYROCKPCOAST,Shortbelly rockfish Pacific Coast,Sebastes jordani,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
460,NWFSC-SNROCKPCOAST-1905-2009-STANTON,SNROCKPCOAST,Splitnose Rockfish Pacific Coast,Sebastes diploproa,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
461,NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,SPSDOGPCOAST,Spotted spiny dogfish Pacific Coast,Squalus suckleyi,Sharks Rays and Skates,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
462,NWFSC-SSTHORNHPCOAST-1901-2005-STANTON,SSTHORNHPCOAST,Shortspine thornyhead Pacific Coast,Sebastolobus alascanus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
463,NWFSC-WROCKPCOAST-1916-2011-STACHURA,WROCKPCOAST,Widow rockfish Pacific Coast,Sebastes entomelas,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
464,NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA,YEYEROCKPCOAST,Yelloweye rockfish Pacific Coast,Sebastes ruberrimus,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
465,NWFSC-LSTHORNHPCOAST-1964-2012-HIVELY,LSTHORNHPCOAST,Longspine thornyhead Pacific Coast,Sebastolobus altivelis,Rockfish,US West Coast,USA-NMFS-PCOAST,Pacific Coast,NWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,NA
466,AFSC-BKINGCRABPI-1960-2008-JENSEN,BKINGCRABPI,Blue king crab Pribilof Islands,Paralithodes platypus,Invertebrate,US Alaska,USA-NMFS-PI,Pribilof Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
467,AFSC-RKCRABPI-1981-2009-JENSEN,RKCRABPI,Red king crab Pribilof Islands,Paralithodes camtschaticus,Invertebrate,US Alaska,USA-NMFS-PI,Pribilof Islands,AFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,67,1
468,ADFG-HERRPWS-1980-2006-COLLIE,HERRPWS,Pacific herring Prince William Sound,Clupea pallasii,Forage Fish,US Alaska,USA-NMFS-PWS,Prince William Sound,ADFG,NMFS,"National Marine Fisheries Service, US national management",USA,1,67,1
469,SEFSC-BSBASSSATL-1950-2010-HIVELY,BSBASSSATL,Black sea bass South Atlantic,Centropristis striata,Other Marine,US Southeast and Gulf,USA-NMFS-SATL,South Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
470,SEFSC-RGROUPSATL-1976-2009-HIVELY,RGROUPSATL,Red grouper South Atlantic,Epinephelus morio,Other Marine,US Southeast and Gulf,USA-NMFS-SATL,South Atlantic,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
471,SEFSC-GAGSATLC-1962-2005-JENSEN,GAGSATLC,Gag Southern Atlantic coast,Mycteroperca microlepis,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
472,SEFSC-GRAMBERSATLC-1946-2006-JENSEN,GRAMBERSATLC,Greater amberjack Southern Atlantic coast,Seriola dumerili,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,?
473,SEFSC-KMACKSATLC-1981-2001-JENSEN,KMACKSATLC,King mackerel Southern Atlantic Coast,Scomberomorus cavalla,Tuna and Marlin,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
474,SEFSC-RPORGYSATLC-1972-2004-JENSEN,RPORGYSATLC,Red porgy Southern Atlantic coast,Pagrus pagrus,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
475,SEFSC-RSNAPSATLC-1945-2006-JENSEN,RSNAPSATLC,Red snapper Southern Atlantic coast,Lutjanus campechanus,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
476,SEFSC-SNOWGROUPSATLC-1961-2002-STANTON,SNOWGROUPSATLC,Snowy grouper Southern Atlantic coast,Epinephelus niveatus,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
477,SEFSC-SPANMACKSATLC-1950-2008-JENSEN,SPANMACKSATLC,Spanish mackerel Southern Atlantic Coast,Scomberomorus maculatus,Tuna and Marlin,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
478,SEFSC-TILESATLC-1961-2002-STANTON,TILESATLC,Tilefish Southern Atlantic coast,Lopholatilus chamaeleonticeps,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,?
479,SEFSC-VSNAPSATLC-1946-2008-STANTON,VSNAPSATLC,Vermilion snapper Southern Atlantic coast,Rhomboplites aurorubens,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
480,SEFSC-YTSNAPSATLC-1962-2001-STANTON,YTSNAPSATLC,Yellowtail snapper Southern Atlantic Coast,Ocyurus chrysurus,Other Marine,US Southeast and Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
481,SEFSC-RPORGYSATLC-1972-2012-HIVELY,RPORGYSATLC,Red porgy Southern Atlantic coast,Pagrus pagrus,Other Marine,US Southeast/Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
482,SEFSC-RSNAPSATLC-1954-2010-HIVELY,RSNAPSATLC,Red snapper Southern Atlantic coast,Lutjanus campechanus,Other Marine,US Southeast/Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
483,SEFSC-SNOWGROUPSATLC-1974-2013-HIVELY,SNOWGROUPSATLC,Snowy grouper Southern Atlantic coast,Epinephelus niveatus,Other Marine,US Southeast/Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
484,SEFSC-SPANMACKSATLC-1950-2012-HIVELY,SPANMACKSATLC,Spanish mackerel Southern Atlantic Coast,Scomberomorus maculatus,Tuna and Marlin,US Southeast/Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
2261,SEFSC-KMACKSATLC-1901-2012-HIVELY,KMACKSATLC,King mackerel Southern Atlantic Coast,Scomberomorus cavalla,Tuna and Marlin,US Southeast/Gulf,USA-NMFS-SATLC,Southern Atlantic coast,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
485,SEFSC-MUTSNAPSATLCGM-1981-2006-JENSEN,MUTSNAPSATLCGM,Mutton snapper Southern Atlantic coast and Gulf of Mexico,Lutjanus analis,Other Marine,US Southeast and Gulf,USA-NMFS-SATLCGM,Southern Atlantic coast and Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,31,1
486,SEFSC-YTSNAPSATLCGM-1950-2011-HIVELY,YTSNAPSATLCGM,Yellowtail Snapper Southern Atlantic Coast and Gulf of Mexico,Ocyurus chrysurus,Other Marine,US Southeast and Gulf,USA-NMFS-SATLCGM,Southern Atlantic coast and Gulf of Mexico,SEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,31,NA
487,PFMC-CABEZSCAL-1930-2009-CHING,CABEZSCAL,Cabezon Southern California,Scorpaenichthys marmoratus,Sharks Rays and Skates,US West Coast,USA-NMFS-SCAL,Southern California,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,1,77,1
488,SWFSC-CALSCORPSCAL-1990-2005-STANTON,CALSCORPSCAL,California scorpionfish Southern California,Scorpaena guttata,Other Marine,US West Coast,USA-NMFS-SCAL,Southern California,SWFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
489,PFMC-COWCODSCAL-1930-2009-CHING,COWCODSCAL,Cowcod Southern California,Sebastes levis,Rockfish,US West Coast,USA-NMFS-SCAL,Southern California,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,1
490,PFMC-COWCODSCAL-1900-2015-HIVELY,COWCODSCAL,Cowcod Southern California,Sebastes levis,Rockfish,US West Coast,USA-NMFS-SCAL,Southern California,PFMC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,77,NA
491,NEFSC-MONKSGBMATL-1964-2006-RICHARDS,MONKSGBMATL,Monkfish Southern Georges Bank / Mid-Atlantic,Lophius americanus,Other Marine,US East Coast,USA-NMFS-SGBMATL,Southern Georges Bank / Mid-Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
492,NEFSC-SHAKESGBMATL-1955-2009-CHING,SHAKESGBMATL,Silver hake Southern Georges Bank / Mid-Atlantic,Merluccius bilinearis,Gadids,US East Coast,USA-NMFS-SGBMATL,Southern Georges Bank / Mid-Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,1,21,1
493,NEFSC-MONKSGBMATL-1980-2009-HIVELY,MONKSGBMATL,Monkfish Southern Georges Bank / Mid-Atlantic,Lophius americanus,Other Marine,US East Coast,USA-NMFS-SGBMATL,Southern Georges Bank / Mid-Atlantic,NEFSC,NMFS,"National Marine Fisheries Service, US national management",USA,NA,"21,31",NA
