ID Number,Species,Species Group,FAO Fishing Area,SpeciesMatch,Fam/OrdMatch,Multinational?,Country Specified?,RAM II ID Number,Assessed ID,Assessed Country,UnAssessed Sp,Assessed Sp
11023,2560,31,27,1,0,1,0,294,WGHMM-MEG8c9a-1985-2007-JENNINGS,multinational,Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis
11037,2228,32,27,1,0,1,0,309,WGNSSK-HADROCK-1990-2007-JENNINGS,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
11041,2238,32,27,1,0,1,0,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
11042,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
11081,3354,31,27,1,0,1,0,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
11086,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
11097,2544,31,21,1,0,1,0,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
11111,2910,35,27,1,0,1,0,298,WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS,multinational,Sardina pilchardus,Sardina pilchardus
11128,2102,35,27,1,0,1,0,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
11137,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
11281,2496,36,34,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
11285,2496,36,37,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
11291,2497,36,77,1,0,1,0,92,IATTC-YFINEPAC-1975-2007-JENSEN,multinational,Thunnus albacares,Thunnus albacares
11297,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11298,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11299,2498,36,77,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11300,2498,36,87,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11301,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
11303,3296,36,31,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
11545,2497,36,77,1,0,1,0,92,IATTC-YFINEPAC-1975-2007-JENSEN,multinational,Thunnus albacares,Thunnus albacares
11552,2498,36,77,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11553,2498,36,87,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11554,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
11555,3296,36,31,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
11562,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
11562,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
11629,2917,35,87,1,0,0,1,105,IMARPE-PANCHPERUNC-1963-2004-RICARD,Peru,Engraulis ringens,Engraulis ringens
11677,2309,37,87,1,0,1,0,103,IFOP-CHTRACCH-1975-2007-JENSEN,multinational,Trachurus murphyi,Trachurus murphyi
11830,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11831,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
11838,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
11838,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
11886,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
11924,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
11925,2218,32,21,1,0,1,0,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
11935,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
11938,2542,31,67,1,0,1,0,113,IPHC-PHALNPAC-1988-2009-Parma,multinational,Hippoglossus stenolepis,Hippoglossus stenolepis
11969,2126,37,27,1,0,1,0,35,AFWG-CAPENOR-1965-2007-MINTO,multinational,Mallotus villosus,Mallotus villosus
11972,2228,32,27,1,0,1,0,309,WGNSSK-HADROCK-1990-2007-JENNINGS,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
11974,3022,32,27,1,0,1,0,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
11980,2238,32,27,1,0,1,0,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
11987,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
12038,3354,31,27,1,0,1,0,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
12043,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
12057,2544,31,21,1,0,1,0,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
12071,2910,35,27,1,0,1,0,298,WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS,multinational,Sardina pilchardus,Sardina pilchardus
12116,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
12117,3296,36,21,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
12118,3296,36,41,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
12125,2309,37,87,1,0,1,0,103,IFOP-CHTRACCH-1975-2007-JENSEN,multinational,Trachurus murphyi,Trachurus murphyi
12134,3019,32,27,1,0,1,0,310,WGNSSK-NPOUTNS-1983-2007-MINTO,multinational,Trisopterus esmarkii,Trisopterus esmarkii
12244,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
12309,2106,35,27,1,0,1,0,296,WGMHSA-ANCHOBAYB-1986-2007-JENNINGS,multinational,Engraulis encrasicolus,Engraulis encrasicolus
12327,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
12328,2218,32,21,1,0,1,0,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
12353,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
12417,2548,31,21,1,0,1,0,135,NAFO-SC-YELL3LNO-1960-2009-BAUM,multinational,Limanda ferruginea,Limanda ferruginea
12461,2228,32,27,1,0,1,0,309,WGNSSK-HADROCK-1990-2007-JENNINGS,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
12463,3022,32,27,1,0,1,0,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
12468,2238,32,27,1,0,1,0,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
12476,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
12576,3354,31,27,1,0,1,0,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
12581,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
12628,2544,31,21,1,0,1,0,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
12651,2910,35,27,1,0,1,0,298,WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS,multinational,Sardina pilchardus,Sardina pilchardus
12737,2102,35,27,1,0,1,0,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
12780,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
12781,2498,36,87,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
12782,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
12784,3296,36,47,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
12785,3296,36,41,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
12808,3019,32,27,1,0,1,0,310,WGNSSK-NPOUTNS-1983-2007-MINTO,multinational,Trisopterus esmarkii,Trisopterus esmarkii
12823,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
12823,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
12964,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
12996,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
12997,2218,32,21,1,0,1,0,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
13006,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
13020,2548,31,21,1,0,1,0,135,NAFO-SC-YELL3LNO-1960-2009-BAUM,multinational,Limanda ferruginea,Limanda ferruginea
13030,3022,32,27,1,0,1,0,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
13034,2238,32,27,1,0,1,0,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
13068,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
13081,2544,31,21,1,0,1,0,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
13090,2910,35,27,1,0,1,0,298,WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS,multinational,Sardina pilchardus,Sardina pilchardus
13105,2473,37,27,1,0,1,0,297,WGMHSA-MACKNEICES-1972-2007-JENNINGS,multinational,Scomber scombrus,Scomber scombrus
13124,2102,35,27,1,0,1,0,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
13250,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
13295,2438,34,88,1,0,1,0,47,CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,multinational,Dissostichus mawsoni,Dissostichus mawsoni
13344,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
13358,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
13361,2542,31,61,1,0,1,0,113,IPHC-PHALNPAC-1988-2009-Parma,multinational,Hippoglossus stenolepis,Hippoglossus stenolepis
13380,2548,31,21,1,0,1,0,135,NAFO-SC-YELL3LNO-1960-2009-BAUM,multinational,Limanda ferruginea,Limanda ferruginea
13424,2228,32,27,1,0,1,0,309,WGNSSK-HADROCK-1990-2007-JENNINGS,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
13438,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
13563,3354,31,27,1,0,1,0,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
13571,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
13718,3017,32,61,1,0,0,1,266,SFI-WPOLLNSO-1985-1994-JENSEN,Russia,Theragra chalcogramma,Theragra chalcogramma
13718,3017,32,61,1,0,0,1,280,VNIRO-WPOLLWBS-1994-2004-JENSEN,Russia,Theragra chalcogramma,Theragra chalcogramma
13728,2309,37,87,1,0,1,0,103,IFOP-CHTRACCH-1975-2007-JENSEN,multinational,Trachurus murphyi,Trachurus murphyi
13783,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
13847,2496,36,31,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
13851,3296,36,31,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
13910,2496,36,34,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
13911,2496,36,31,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
13918,2498,36,87,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
13937,2497,36,77,1,0,1,0,92,IATTC-YFINEPAC-1975-2007-JENSEN,multinational,Thunnus albacares,Thunnus albacares
13938,2498,36,77,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
14248,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
14249,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
14386,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
14387,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
14388,3296,36,47,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
14446,2496,36,34,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
14448,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
14691,2438,34,88,1,0,1,0,47,CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,multinational,Dissostichus mawsoni,Dissostichus mawsoni
14708,2653,52,47,1,0,0,1,125,MARAM-SAABALONESA-1951-2008-PLAGANYI,South Africa,Haliotis midae,Haliotis midae
14718,3447,43,47,1,0,0,1,116,MARAM-CRLOBSTERSA12-1910-2008-Johnston,South Africa,Jasus lalandii,Jasus lalandii
14718,3447,43,47,1,0,0,1,117,MARAM-CRLOBSTERSA34-1910-2008-Johnston,South Africa,Jasus lalandii,Jasus lalandii
14718,3447,43,47,1,0,0,1,118,MARAM-CRLOBSTERSA56-1910-2008-Johnston,South Africa,Jasus lalandii,Jasus lalandii
14718,3447,43,47,1,0,0,1,119,MARAM-CRLOBSTERSA7-1910-2008-Johnston,South Africa,Jasus lalandii,Jasus lalandii
14718,3447,43,47,1,0,0,1,120,MARAM-CRLOBSTERSA8-1910-2008-Johnston,South Africa,Jasus lalandii,Jasus lalandii
14781,3453,43,47,1,0,0,1,127,MARAM-SSLOBSTERSASC-1973-2008-Johnston,South Africa,Palinurus gilchristi,Palinurus gilchristi
14843,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
15009,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
15071,2438,34,88,1,0,1,0,47,CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,multinational,Dissostichus mawsoni,Dissostichus mawsoni
15090,2106,35,27,1,0,1,0,296,WGMHSA-ANCHOBAYB-1986-2007-JENNINGS,multinational,Engraulis encrasicolus,Engraulis encrasicolus
15110,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
15111,2218,32,21,1,0,1,0,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
15152,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
15235,2548,31,21,1,0,1,0,135,NAFO-SC-YELL3LNO-1960-2009-BAUM,multinational,Limanda ferruginea,Limanda ferruginea
15289,2228,32,27,1,0,1,0,309,WGNSSK-HADROCK-1990-2007-JENNINGS,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
15291,3022,32,27,1,0,1,0,318,WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO,multinational,Merlangius merlangus,Merlangius merlangus
15310,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
15462,3354,31,27,1,0,1,0,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
15470,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
15528,2544,31,21,1,0,1,0,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
15543,2910,35,27,1,0,1,0,298,WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS,multinational,Sardina pilchardus,Sardina pilchardus
15659,2102,35,27,1,0,1,0,290,WGBFAS-SPRAT22-32-1973-2007-JENNINGS,multinational,Sprattus sprattus,Sprattus sprattus
15710,2497,36,77,1,0,1,0,92,IATTC-YFINEPAC-1975-2007-JENSEN,multinational,Thunnus albacares,Thunnus albacares
15721,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
15722,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
15723,2498,36,77,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
15724,2498,36,87,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
15726,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
15767,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
15767,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
15813,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
15823,2218,32,21,1,0,1,0,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
15825,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
15831,2548,31,21,1,0,1,0,135,NAFO-SC-YELL3LNO-1960-2009-BAUM,multinational,Limanda ferruginea,Limanda ferruginea
15846,2544,31,21,1,0,1,0,132,NAFO-SC-GHAL23KLMNO-1960-2006-PREFONTAINE,multinational,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
15854,3296,36,21,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
15902,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
15916,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
15924,2560,31,27,1,0,1,0,294,WGHMM-MEG8c9a-1985-2007-JENNINGS,multinational,Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis
15930,2126,37,27,1,0,1,0,35,AFWG-CAPENOR-1965-2007-MINTO,multinational,Mallotus villosus,Mallotus villosus
15931,2228,32,27,1,0,1,0,309,WGNSSK-HADROCK-1990-2007-JENNINGS,multinational,Melanogrammus aeglefinus,Melanogrammus aeglefinus
15933,2238,32,27,1,0,1,0,292,WGHMM-HAKENRTN-1977-2007-JENNINGS,multinational,Merluccius merluccius,Merluccius merluccius
15934,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
15955,3354,31,27,1,0,1,0,304,WGNSDS-PLAICIS-1962-2006-MINTO,multinational,Pleuronectes platessa,Pleuronectes platessa
15958,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
15972,2910,35,27,1,0,1,0,298,WGMHSA-SARDPVIIIc-IXa-1978-2007-JENNINGS,multinational,Sardina pilchardus,Sardina pilchardus
15985,3019,32,27,1,0,1,0,310,WGNSSK-NPOUTNS-1983-2007-MINTO,multinational,Trisopterus esmarkii,Trisopterus esmarkii
16034,2496,36,37,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
16288,2497,36,77,1,0,1,0,92,IATTC-YFINEPAC-1975-2007-JENSEN,multinational,Thunnus albacares,Thunnus albacares
16304,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16305,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16306,2498,36,77,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16308,2498,36,87,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16315,3296,36,34,1,0,1,0,94,ICCAT-ATBTUNAEATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
16317,3296,36,21,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
16318,3296,36,41,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
16319,3296,36,31,1,0,1,0,95,ICCAT-ATBTUNAWATL-1969-2007-WORM,multinational,Thunnus thynnus,Thunnus thynnus
16338,2503,36,41,1,0,1,0,100,ICCAT-SWORDNATL-1978-2007-JENSEN,multinational,Xiphias gladius,Xiphias gladius
16338,2503,36,41,1,0,1,0,101,ICCAT-SWORDSATL-1970-2005-JENSEN,multinational,Xiphias gladius,Xiphias gladius
16407,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16568,2498,36,57,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16569,2498,36,51,1,0,1,0,112,IOTC-BIGEYEIO-1957-2006-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16669,2497,36,77,1,0,1,0,92,IATTC-YFINEPAC-1975-2007-JENSEN,multinational,Thunnus albacares,Thunnus albacares
16670,2498,36,77,1,0,1,0,91,IATTC-BIGEYEEPAC-1975-2007-JENSEN,multinational,Thunnus obesus,Thunnus obesus
16705,2496,36,31,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
16791,2496,36,37,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
16890,2496,36,37,1,0,1,0,93,ICCAT-ALBANATL-1929-2005-WORM,multinational,Thunnus alalunga,Thunnus alalunga
17007,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
17035,2438,34,88,1,0,1,0,47,CCAMLR-ATOOTHFISHRS-1995-2007-JENSEN,multinational,Dissostichus mawsoni,Dissostichus mawsoni
17062,3359,31,21,1,0,1,0,129,NAFO-SC-AMPL3M-1960-2007-BAUM,multinational,Hippoglossoides platessoides,Hippoglossoides platessoides
17082,2548,31,21,1,0,1,0,135,NAFO-SC-YELL3LNO-1960-2009-BAUM,multinational,Limanda ferruginea,Limanda ferruginea
17097,2126,37,27,1,0,1,0,35,AFWG-CAPENOR-1965-2007-MINTO,multinational,Mallotus villosus,Mallotus villosus
17106,3021,32,27,1,0,1,0,299,WGNPBW-BWHITNEA-1980-2007-JENNINGS,multinational,Micromesistius poutassou,Micromesistius poutassou
17166,3016,32,27,1,0,1,0,206,NWWG-POLLFAPL-1958-2006-MINTO,multinational,Pollachius virens,Pollachius virens
17216,2473,37,27,1,0,1,0,297,WGMHSA-MACKNEICES-1972-2007-JENNINGS,multinational,Scomber scombrus,Scomber scombrus
17262,2309,37,87,1,0,1,0,103,IFOP-CHTRACCH-1975-2007-JENSEN,multinational,Trachurus murphyi,Trachurus murphyi
17353,2886,35,27,1,0,1,0,285,WGBFAS-HERR30-1972-2007-JENNINGS,multinational,Clupea harengus,Clupea harengus
17429,2106,35,27,1,0,1,0,296,WGMHSA-ANCHOBAYB-1986-2007-JENNINGS,multinational,Engraulis encrasicolus,Engraulis encrasicolus
17457,2218,32,27,1,0,1,0,300,WGNSDS-CODIS-1968-2006-MINTO,multinational,Gadus morhua,Gadus morhua
17458,2218,32,21,1,0,1,0,131,NAFO-SC-COD3NO-1953-2007-BAUM,multinational,Gadus morhua,Gadus morhua
