,IdOrig,SciName,CommName,Country,Year,Policy,Dbase,IdLevel,BvBmsy,FvFmsy,Catch,MSY,Profits,Biomass,Price,MarginalCost,SpeciesCatName,RegionFAO
359763,9573-FAO-81-34,Lepidocybium flavobrunneum,Escolar,New Zealand,2012,Historic,FAO,Species,1.359628094,0.377673836,23,44.79100493,8741.834294,508.9804078,442.2144925,80080.63786,Miscellaneous demersal fishes,81
360077,9581-FAO-81-38,Callorhinchus milii,Ghost shark,New Zealand,2012,Historic,FAO,Species,1.56951617,0.448517217,1355,1924.838879,572146.6849,22058.24713,484.3191007,3161889.044,"Sharks, rays, chimaeras",81
360140,9582-FAO-81-34,Paristiopterus labiosus,Giant boarfish,New Zealand,2012,Historic,FAO,Species,1.009943309,0.275458298,4,14.37828656,4533.438438,126.4638811,1368.908302,83949.70171,Miscellaneous demersal fishes,81
360203,9585-FAO-81-43,Jasus verreauxi,Green rock lobster,New Zealand,2012,Historic,FAO,Species,0.621984231,2.075329013,31,24.01570622,335651.373,128.1397753,22190.82086,2228883.127,"Lobsters, spiny-rock lobsters",81
360266,9593-FAO-81-34,Polyprion oxygeneios,Hapuku wreckfish,New Zealand,2012,Historic,FAO,Species,1.694137293,0.303730517,1591,3091.954882,1947879.504,86572.80473,1368.908302,41519655.53,Miscellaneous demersal fishes,81
360329,9595-FAO-81-34,Zeus faber,John dory,New Zealand,2012,Historic,FAO,Species,1.579871236,0.296044163,671,1434.644592,1776400.946,18072.09789,2982.64717,16273017.97,Miscellaneous demersal fishes,81
360392,9597-FAO-81-34,Cyttus traversi,King dory,New Zealand,2012,Historic,FAO,Species,1.319141195,0.548531681,391,540.3607033,977313.9598,5888.036137,2982.64717,6417505.822,Miscellaneous demersal fishes,81
360455,9599-FAO-81-38,Dalatias licha,Kitefin shark,New Zealand,2012,Historic,FAO,Species,1.074860676,0.418668031,155,344.4369408,97079.70372,3088.189419,766.9049981,1065252.378,"Sharks, rays, chimaeras",81
360581,9602-FAO-81-38,Centrophorus squamosus,Leafscale gulper shark,New Zealand,2012,Historic,FAO,Species,1.036535605,1.813256055,6,3.192330809,3243.639028,25.68106734,766.9049981,8989.453251,"Sharks, rays, chimaeras",81
360644,9604-FAO-81-33,Tragulichthys jaculiferus,Longspine burrfish,New Zealand,2012,Historic,FAO,Species,1.626720317,0.486466681,19,24.00974846,30423.18166,278.2145185,1833.536062,144592.8172,Miscellaneous coastal fishes,81
360833,9611-FAO-81-34,Zenopsis nebulosus,Mirror dory,New Zealand,2012,Historic,FAO,Species,1.54699692,0.407007005,111,176.2916108,289261.6805,1973.100245,2982.64717,1762286.759,Miscellaneous demersal fishes,81
361085,9616-FAO-81-33,Parapercis colias,New Zealand blue cod,New Zealand,2012,Historic,FAO,Species,0.616103055,1.736513556,2150,2009.587495,2010291.753,11170.5541,1833.536062,16454766.28,Miscellaneous coastal fishes,81
361211,9619-FAO-81-38,Zearaja nasuta,New Zealand rough skate,New Zealand,2012,Historic,FAO,Species,1.543542793,0.284519616,1609,3663.744301,782528.6662,38657.68342,548.726466,6258888.791,"Sharks, rays, chimaeras",81
361274,9620-FAO-81-55,Pecten novaezelandiae,New Zealand scallop,New Zealand,2012,Historic,FAO,Species,0.252866418,0.784869145,968,4877.38395,178723.4009,11550.56782,1719.5472,37299776.04,"Scallops, pectens",81
361337,9621-FAO-81-38,Dipturus innominatus,New Zealand smooth skate,New Zealand,2012,Historic,FAO,Species,1.708994267,0.186764363,573,1795.229622,285966.1748,16903.42954,548.726466,2316919.647,"Sharks, rays, chimaeras",81
361463,9624-FAO-81-34,Ruvettus pretiosus,Oilfish,New Zealand,2012,Historic,FAO,Species,1.068644305,0.2458041,12,45.6834557,4472.615569,443.1118645,442.2144925,90923.49662,Miscellaneous demersal fishes,81
361526,9626-FAO-81-33,Lepidoperca pulchella,Orange perch,New Zealand,2012,Historic,FAO,Species,0.728673246,1.884200193,70,50.98450082,135218.9596,305.7196243,3357.209607,678205.3709,Miscellaneous coastal fishes,81
361713,9631-FAO-81-33,Girella tricuspidata,Parore,New Zealand,2012,Historic,FAO,Species,1.63333051,0.356797573,84,144.1396025,136307.4675,1751.322273,1833.536062,918376.228,Miscellaneous coastal fishes,81
361902,9637-FAO-81-34,Pseudopentaceros richardsoni,Pelagic armourhead,New Zealand,2012,Historic,FAO,Species,1.510613874,0.238677301,41,113.7153965,49940.31223,1341.362309,1368.908302,576136.7434,Miscellaneous demersal fishes,81
361965,9638-FAO-81-38,Squalus acanthias,Picked dogfish,New Zealand,2012,Historic,FAO,Species,1.194016973,1.342890669,5970,3723.258372,3506646.477,111383.9322,766.9049981,48106842.52,"Sharks, rays, chimaeras",81
362046,9642-FAO-81-38,Lamna nasus,Porbeagle,New Zealand,2012,Historic,FAO,Species,0.330607784,36.36860669,52,4.324775874,-65598.16777,446.4246776,989.7798335,1915586.431,"Sharks, rays, chimaeras",81
362298,9653-FAO-81-34,Centroberyx affinis,Redfish,New Zealand,2012,Historic,FAO,Species,1.171483445,0.278539737,30,91.93861096,42855.55497,960.6306299,1678.317498,678856.0238,Miscellaneous demersal fishes,81
362361,9656-FAO-81-34,Plagiogeneion rubiginosum,Rubyfish,New Zealand,2012,Historic,FAO,Species,1.19940209,0.290594905,201,576.6911146,234639.0438,5251.82967,1368.908302,2817263.95,Miscellaneous demersal fishes,81
362550,9660-FAO-81-34,Lepidotrigla brachyoptera,Scaly gurnard,New Zealand,2012,Historic,FAO,Species,1.80599981,0.122555527,11,49.69836303,10569.17898,387.4747364,1039.266915,88469.67941,Miscellaneous demersal fishes,81
362927,9667-FAO-81-38,Isurus oxyrinchus,Shortfin mako,New Zealand,2012,Historic,FAO,Species,0.653215092,15.11451103,95,9.622175935,9720.882434,1931.139479,886.7251575,3739196.446,"Sharks, rays, chimaeras",81
363116,9671-FAO-81-33,Pagrus auratus,Silver seabream,New Zealand,2012,Historic,FAO,Species,0.80496468,1.042141461,6502,7750.745305,12556326.52,167927.1094,2847.466768,408121417.5,Miscellaneous coastal fishes,81
363179,9672-FAO-81-34,Seriolella punctata,Silver warehou,New Zealand,2012,Historic,FAO,Species,1.570313397,0.358782078,7697,13661.68947,9274237.405,160673.8788,1368.908302,65562610.48,Miscellaneous demersal fishes,81
363305,9681-FAO-81-38,Sphyrna zygaena,Smooth hammerhead,New Zealand,2012,Historic,FAO,Species,1.694843319,0.254239394,11,25.52820534,8777.613107,311.5965916,886.7251575,75417.40911,"Sharks, rays, chimaeras",81
363368,9683-FAO-81-34,Thyrsites atun,Snoek,New Zealand,2012,Historic,FAO,Species,1.567546741,0.468414196,28371,38638.84146,10915034.51,447757.3698,442.2144925,58895381.23,Miscellaneous demersal fishes,81
363555,9689-FAO-81-38,Mustelus lenticulatus,Spotted estuary smooth-hound,New Zealand,2012,Historic,FAO,Species,0.88010014,1.032039556,1332,1466.478808,834495.4929,32613.33586,886.7251575,22152102.06,"Sharks, rays, chimaeras",81
363680,9690-FAO-81-34,Pterygotrigla picta,Spotted gurnard,New Zealand,2012,Historic,FAO,Species,1.567207375,0.432325955,102,150.5436341,92548.76682,1790.672297,1039.266915,558047.9332,Miscellaneous demersal fishes,81
363806,9694-FAO-81-56,Chione stutchburyi,Stutchbury's venus,New Zealand,2012,Historic,FAO,Species,1.567613308,0.276556877,1037,2391.967931,894642.6506,28950.59939,970.4297157,8465805.038,"Clams, cockles, arkshells",81
363869,9699-FAO-81-38,Alopias vulpinus,Thresher,New Zealand,2012,Historic,FAO,Species,0.267889748,4.875778959,19,14.54633209,-9033.535796,95.67349166,886.7251575,211658.5167,"Sharks, rays, chimaeras",81
363932,9700-FAO-81-38,Galeorhinus galeus,Tope shark,New Zealand,2012,Historic,FAO,Species,1.246530118,0.997826571,3400,2733.512578,2396467.262,80516.86437,886.7251575,37844135.26,"Sharks, rays, chimaeras",81
364121,9704-FAO-81-33,Parika scaber,Velvet leatherjacket,New Zealand,2012,Historic,FAO,Species,0.819511076,1.312261098,573,532.8188,767254.6977,3594.054086,2024.873994,4276115.565,Miscellaneous coastal fishes,81
364184,9707-FAO-81-57,Nototodarus sloanii,Wellington flying squid,New Zealand,2012,Historic,FAO,Species,1.569911112,0.302287367,35301,74386.12698,43318490.99,887430.8095,1384.735413,367995970.7,"Squids, cuttlefishes, octopuses",81
364247,9709-FAO-81-34,Seriolella caerulea,White warehou,New Zealand,2012,Historic,FAO,Species,1.332450015,0.439907459,1466,2501.046226,1705621.367,26493.15042,1368.908302,12970356.2,Miscellaneous demersal fishes,81
364373,9720-FAO-31-42,Callinectes sapidus,Blue crab,Nicaragua,2012,Historic,FAO,Species,1.071736863,1.761443119,182,96.40833796,445243.6927,816.0997166,3411.590862,1235551.117,"Crabs, sea-spiders",31
364436,9722-FAO-31-43,Panulirus argus,Caribbean spiny lobster,Nicaragua,2012,Historic,FAO,Species,0.785404064,1.777798122,4249,3043.064404,43300870.84,19198.1009,16628.09062,194289925.3,"Lobsters, spiny-rock lobsters",31
364499,9725-FAO-77-44,Galatheidae,"Craylets, squat lobsters",Nicaragua,2012,Historic,FAO,Species,0.774305242,0.003008897,2,858.4410954,16316.5801,5097.030209,8659.585387,26871817.29,"King crabs, squat-lobsters",77
364625,9727-FAO-77-43,Panulirus gracilis,Green spiny lobster,Nicaragua,2012,Historic,FAO,Species,0.641933126,2.535702951,178,109.3532863,1400288.245,570.7714201,16628.09062,7093222.295,"Lobsters, spiny-rock lobsters",77
364814,9733-FAO-31-42,Mithrax armatus,Harbour spidercrab,Nicaragua,2012,Historic,FAO,Species,0.370559066,0.115026628,1,23.46087309,2180.399402,72.60573743,3411.590862,323286.6846,"Crabs, sea-spiders",31
365633,9774-FAO-34-33,Drepane africana,African sicklefish,Nigeria,2012,Historic,FAO,Species,1.205823034,0.842720615,1259,1238.963569,1843132.378,11106.21517,1833.536062,7887252.296,Miscellaneous coastal fishes,34
365696,9777-FAO-34-33,Brachydeuterus auritus,Bigeye grunt,Nigeria,2012,Historic,FAO,Species,1.29640353,1.150540686,2039,1367.02054,2969053.407,4947.994017,1833.536062,2436347.159,Miscellaneous coastal fishes,34
365759,9780-FAO-34-35,Ethmalosa fimbriata,Bonga shad,Nigeria,2012,Historic,FAO,Species,0.977596378,1.132935241,23335,15801.72134,9994255.004,131682.9547,784.0985138,51395709.06,"Herrings, sardines, anchovies",34
366060,9788-FAO-34-33,Polydactylus quadrifilis,Giant African threadfin,Nigeria,2012,Historic,FAO,Species,1.799028725,0.212985108,19065,49756.45995,31830433.08,258781.5829,1833.536062,92786552.67,Miscellaneous coastal fishes,34
366312,9794-FAO-34-33,Galeoides decadactylus,Lesser African threadfin,Nigeria,2012,Historic,FAO,Species,1.804138841,0.258412923,6202,13302.93831,10297027.1,68593.03753,1833.536062,24440206.09,Miscellaneous coastal fishes,34
366375,9796-FAO-34-35,Sardinella maderensis,Madeiran sardinella,Nigeria,2012,Historic,FAO,Species,1.269403346,0.748492375,13969,11026.54772,2504641.414,111725.0057,293.2523318,12314368.77,"Herrings, sardines, anchovies",34
367114,9813-FAO-34-45,Penaeus notialis,Southern pink shrimp,Nigeria,2012,Historic,FAO,Species,0.577175446,1.782014013,9786,9514.506104,18490374.89,48501.27934,3996.106162,165153077.9,"Shrimps, prawns",34
367225,9817-FAO-34-31,Cynoglossidae,Tonguefishes,Nigeria,2012,Historic,FAO,Species,0.923732064,1.544599085,9521,6672.994592,12001865.67,60603.83116,1841.757112,61370969.03,"Flounders, halibuts, soles",34
367414,9823-FAO-34-33,Elops lacerta,West African ladyfish,Nigeria,2012,Historic,FAO,Species,0.963905274,1.626426636,1192,760.3392687,1514318.837,5959.275211,1833.536062,5438518.622,Miscellaneous coastal fishes,34
368098,9862-FAO-27-34,Lophius piscatorius,Angler(=Monk),Norway,2012,Historic,FAO,Species,1.549225677,0.56500278,4375,4998.190285,12134948.93,169446.7669,3222.055635,227546394.4,Miscellaneous demersal fishes,27
368224,9872-FAO-27-31,Hippoglossus hippoglossus,Atlantic halibut,Norway,2012,Historic,FAO,Species,0.203333638,6.605969186,2182,1624.459812,-18965369.96,9926.515027,7142.157841,247609427.5,"Flounders, halibuts, soles",27
368413,9880-FAO-27-23,Salmo salar,Atlantic salmon,Norway,2012,Historic,FAO,Species,0.281041194,1.060433647,262,879.1192921,52561.62124,7178.874379,2730.767156,49037598.1,"Salmons, trouts, smelts",27
368476,9882-FAO-27-34,Anarhichas lupus,Atlantic wolffish,Norway,2012,Historic,FAO,Species,1.433556719,0.42832456,1110,1807.736474,1456698.857,37562.0813,1523.126206,22772836.62,Miscellaneous demersal fishes,27
368539,9883-FAO-27-33,Labrus bergylta,Ballan wrasse,Norway,2012,Historic,FAO,Species,1.441373249,0.514186967,118,159.2151847,184900.2117,1891.766966,1833.536062,1159309.041,Miscellaneous coastal fishes,27
368779,9895-FAO-27-38,Raja batis,Blue skate,Norway,2012,Historic,FAO,Species,1.114227589,0.487378515,18,33.14608327,8048.971974,295.3161002,548.726466,69425.65772,"Sharks, rays, chimaeras",27
368968,9904-FAO-27-31,Limanda limanda,Common dab,Norway,2012,Historic,FAO,Species,0.594765857,1.888188795,54,48.0841911,19264.50054,238.8737548,744.0663851,144532.8937,"Flounders, halibuts, soles",27
369031,9905-FAO-27-56,Cerastoderma edule,Common edible cockle,Norway,2012,Historic,FAO,Species,1.333807163,0.040870796,1,18.34399237,899.0981844,199.3869123,970.4297157,69644.55852,"Clams, cockles, arkshells",27
369094,9907-FAO-27-31,Solea solea,Common sole,Norway,2012,Historic,FAO,Species,0.403365584,0.688523077,9,32.40598067,21184.86359,107.6568169,5437.513478,698948.0172,"Flounders, halibuts, soles",27
369157,9914-FAO-27-42,Cancer pagurus,Edible crab,Norway,2012,Historic,FAO,Species,0.783486895,1.684619543,4981,3773.835542,5715562.696,22109.30631,1856.335027,24508370.67,"Crabs, sea-spiders",27
369281,9918-FAO-27-31,Platichthys flesus,European flounder,Norway,2012,Historic,FAO,Species,0.572777618,0.170077125,1,10.2652151,1783.511259,50.53671763,2418.449201,104092.7353,"Flounders, halibuts, soles",27
369344,9919-FAO-27-57,Todarodes sagittatus,European flying squid,Norway,2012,Historic,FAO,Species,1.327086118,9.71E-05,1,7761.181047,1368.039653,89280.83008,1384.735413,45560856.49,"Squids, cuttlefishes, octopuses",27
369544,9938-FAO-27-34,Sebastes marinus,Golden redfish,Norway,2012,Historic,FAO,Species,1.433409968,0.248044572,5209,14650.55944,5770064.328,299281.8096,1255.171946,148784061.8,Miscellaneous demersal fishes,27
369607,9940-FAO-27-33,Ctenolabrus rupestris,Goldsinny-wrasse,Norway,2012,Historic,FAO,Species,1.540525054,0.470652818,181,249.6371098,287906.1443,2767.370938,1833.536062,1523356.267,Miscellaneous coastal fishes,27
369670,9941-FAO-27-55,Pecten maximus,Great Atlantic scallop,Norway,2012,Historic,FAO,Species,0.513418404,2.831213864,676,465.0531465,411476.8407,1896.698711,1719.5472,2871247.902,"Scallops, pectens",27
369803,9957-FAO-27-31,Microstomus kitt,Lemon sole,Norway,2012,Historic,FAO,Species,1.363815353,0.758839794,76,73.43581509,180941.9977,738.5655798,2877.791732,726101.1058,"Flounders, halibuts, soles",27
369866,9960-FAO-27-34,Cyclopterus lumpus,Lumpfish(=Lumpsucker),Norway,2012,Historic,FAO,Species,0.966323852,0.343071446,1040,3137.083412,4995203.396,80238.4261,5944.98536,337456004.4,Miscellaneous demersal fishes,27
369992,9971-FAO-27-45,Pandalus borealis,Northern prawn,Norway,2012,Historic,FAO,Species,0.449477355,1.098419805,18733,37942.95596,14515148.57,165439.384,1869.238483,348034548.6,"Shrimps, prawns",27
370116,9973-FAO-27-34,Anarhichas denticulatus,Northern wolffish,Norway,2012,Historic,FAO,Species,1.189235211,1.408237382,2264,1351.863351,2626240.231,13484.62076,1523.126206,8363439.15,Miscellaneous demersal fishes,27
370179,9974-FAO-27-43,Nephrops norvegicus,Norway lobster,Norway,2012,Historic,FAO,Species,0.663916447,1.836361814,243,199.312526,806185.9774,1080.183068,6171.724399,4823161.944,"Lobsters, spiny-rock lobsters",27
370291,9987-FAO-27-38,Squalus acanthias,Picked dogfish,Norway,2012,Historic,FAO,Species,0.191748636,0.146861711,285,10120.54718,54541.69636,64826.15207,766.9049981,190059812.6,"Sharks, rays, chimaeras",27
370354,9990-FAO-27-38,Lamna nasus,Porbeagle,Norway,2012,Historic,FAO,Species,0.376040049,1.323767387,17,34.15097786,4372.984324,5513.823131,989.7798335,22886985.04,"Sharks, rays, chimaeras",27
370417,9994-FAO-27-38,Chimaera monstrosa,Rabbit fish,Norway,2012,Historic,FAO,Species,1.555653643,0.311848449,153,315.3805686,65509.10919,3745.172661,484.3191007,548901.3644,"Sharks, rays, chimaeras",27
388028,Lumped-Cobia-FaoRegion51,Rachycentron canadum,Cobia,Multinational,2012,Historic,FAO,Species,1.751300835,0.309734339,6641,12242.87369,5920255.526,60082.28296,993.5955355,11880441.28,Miscellaneous pelagic fishes,51
388406,Lumped-Black pomfret-FaoRegion51,Parastromateus niger,Black pomfret,Multinational,2012,Historic,FAO,Species,1.625986098,0.372986683,8272,13639.56035,12172611.17,62304.22179,1666.62523,22274361.36,Miscellaneous pelagic fishes,51
388532,Lumped-Common dolphinfish-FaoRegion51,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,0.574199994,1.761168659,4287,4239.253154,2860045.202,7215.727836,1413.54847,6296403.134,Miscellaneous pelagic fishes,51
388658,Lumped-Torpedo scad-FaoRegion51,Megalaspis cordyla,Torpedo scad,Multinational,2012,Historic,FAO,Species,0.928935863,0.89431402,3359,4043.283887,2448557.543,11363.90492,993.5955355,4334912.735,Miscellaneous pelagic fishes,51
388721,Lumped-Flat needlefish-FaoRegion51,Ablennes hians,Flat needlefish,Multinational,2012,Historic,FAO,Species,0.668315959,1.157456699,9,11.6347197,5365.447346,60.79291155,993.5955355,42855.03731,Miscellaneous pelagic fishes,51
388784,Lumped-Giant trevally-FaoRegion51,Caranx ignobilis,Giant trevally,Multinational,2012,Historic,FAO,Species,1.431179597,0.94491654,14146,10460.3464,11585079.33,113073.6158,993.5955355,36838308.19,Miscellaneous pelagic fishes,51
388847,Lumped-Golden trevally-FaoRegion51,Gnathanodon speciosus,Golden trevally,Multinational,2012,Historic,FAO,Species,0.834022805,0.844006872,1138,1616.658737,801053.172,4220.225418,993.5955355,1811405.756,Miscellaneous pelagic fishes,51
388910,Lumped-Malabar trevally-FaoRegion51,Carangoides malabaricus,Malabar trevally,Multinational,2012,Historic,FAO,Species,1.282818008,0.663026535,390,458.530944,319181.1287,4681.656096,993.5955355,1728583.7,Miscellaneous pelagic fishes,51
388973,Lumped-Bigeye trevally-FaoRegion51,Caranx sexfasciatus,Bigeye trevally,Multinational,2012,Historic,FAO,Species,1.554428565,0.38843988,150,248.42579,130567.3336,2817.131127,993.5955355,836265.8992,Miscellaneous pelagic fishes,51
389036,Lumped-Bluefin trevally-FaoRegion51,Caranx melampygus,Bluefin trevally,Multinational,2012,Historic,FAO,Species,1.167161647,1.288907093,38,25.25986206,28825.31791,229.4414602,993.5955355,92484.73872,Miscellaneous pelagic fishes,51
389099,Lumped-Great barracuda-FaoRegion51,Sphyraena barracuda,Great barracuda,Multinational,2012,Historic,FAO,Species,1.191906561,0.786754761,1120,1194.363251,890534.9983,31372.28422,993.5955355,16921949.31,Miscellaneous pelagic fishes,51
389162,Lumped-Hound needlefish-FaoRegion51,Tylosurus crocodilus,Hound needlefish,Multinational,2012,Historic,FAO,Species,0.701052164,1.33852539,130,138.5371997,77718.38714,781.1802368,993.5955355,529453.076,Miscellaneous pelagic fishes,51
389225,Lumped-Indian scad-FaoRegion51,Decapterus russelli,Indian scad,Multinational,2012,Historic,FAO,Species,1.573499538,0.421208889,1250,1886.018141,1086186.739,8372.688855,993.5955355,1846419.093,Miscellaneous pelagic fishes,51
389288,Lumped-Needlescaled queenfish-FaoRegion51,Scomberoides tol,Needlescaled queenfish,Multinational,2012,Historic,FAO,Species,0.940101855,1.51032612,270,190.1595412,185646.7817,1422.371869,993.5955355,716556.5851,Miscellaneous pelagic fishes,51
389351,Lumped-Obtuse barracuda-FaoRegion51,Sphyraena obtusata,Obtuse barracuda,Multinational,2012,Historic,FAO,Species,1.339247815,0.639300757,150,175.1963661,124142.8423,1890.710472,993.5955355,671169.1553,Miscellaneous pelagic fishes,51
389414,Lumped-Orangespotted trevally-FaoRegion51,Carangoides bajad,Orangespotted trevally,Multinational,2012,Historic,FAO,Species,0.849035417,0.741120589,2140,3400.940923,1540627.331,27233.20929,993.5955355,15986058.76,Miscellaneous pelagic fishes,51
389477,Lumped-Pickhandle barracuda-FaoRegion51,Sphyraena jello,Pickhandle barracuda,Multinational,2012,Historic,FAO,Species,0.733546124,1.928690255,68,48.06389914,38866.17856,285.9740242,993.5955355,185703.2129,Miscellaneous pelagic fishes,51
389540,Lumped-Shrimp scad-FaoRegion51,Alepes djedaba,Shrimp scad,Multinational,2012,Historic,FAO,Species,1.125173997,0.910514371,200,195.2196384,154785.9352,1752.845744,993.5955355,738448.7738,Miscellaneous pelagic fishes,51
389666,Lumped-Snubnose pompano-FaoRegion51,Trachinotus blochii,Snubnose pompano,Multinational,2012,Historic,FAO,Species,0.963460547,1.243907517,60,50.06442386,42713.27074,377.9864593,993.5955355,184957.711,Miscellaneous pelagic fishes,51
389729,Lumped-Talang queenfish-FaoRegion51,Scomberoides commersonnianus,Talang queenfish,Multinational,2012,Historic,FAO,Species,1.802128272,0.214897867,15302,39512.12543,13843092.23,408073.9511,993.5955355,97188799.37,Miscellaneous pelagic fishes,51
389792,Lumped-Yellowspotted trevally-FaoRegion51,Carangoides fulvoguttatus,Yellowspotted trevally,Multinational,2012,Historic,FAO,Species,1.067574404,1.026153365,190,173.4375679,143188.3491,1460.021079,993.5955355,645955.3845,Miscellaneous pelagic fishes,51
389855,Lumped-Yellowtail scad-FaoRegion51,Atule mate,Yellowtail scad,Multinational,2012,Historic,FAO,Species,1.516660178,0.408744379,1350,2177.678136,1168341.572,25716.48462,993.5955355,7978447.934,Miscellaneous pelagic fishes,51
390226,Lumped-Chub mackerel-FaoRegion51,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.348385815,2.371775497,840,1016.588621,50420.6347,3382.993596,1239.82642,6062012.354,Miscellaneous pelagic fishes,51
390289,Lumped-False trevally-FaoRegion51,Lactarius lactarius,False trevally,Multinational,2012,Historic,FAO,Species,1.237180809,0.715147751,7375,8335.527198,5957378.299,30659.06623,993.5955355,8735338.95,Miscellaneous pelagic fishes,51
390478,Lumped-Indian pompano-FaoRegion51,Trachinotus mookalee,Indian pompano,Multinational,2012,Historic,FAO,Species,1.57114454,1.254267285,799,405.4530243,655512.2161,4983.960781,993.5955355,1494789.59,Miscellaneous pelagic fishes,51
390786,Lumped-Bluefish-FaoRegion37,Pomatomus saltatrix,Bluefish,Multinational,2012,Historic,FAO,Species,0.634392405,1.286549509,8746,10715.80976,4910127.038,61934.01719,993.5955355,48153889.23,Miscellaneous pelagic fishes,37
390849,Lumped-Chub mackerel-FaoRegion37,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.293793225,1.806795378,9565,18019.14693,-473907.585,53521.34831,1239.82642,115679937.8,Miscellaneous pelagic fishes,37
391101,Lumped-Big-scale sand smelt-FaoRegion37,Atherina boyeri,Big-scale sand smelt,Multinational,2012,Historic,FAO,Species,0.663622308,0.292875653,477,2454.223624,347530.0749,18050.96457,993.5955355,14229028.15,Miscellaneous pelagic fishes,37
391227,Lumped-Atlantic horse mackerel-FaoRegion37,Trachurus trachurus,Atlantic horse mackerel,Multinational,2012,Historic,FAO,Species,0.841702658,0.758798547,6454,10105.17343,1641390.623,75557.22619,353.1318655,15617548.21,Miscellaneous pelagic fishes,37
391290,Lumped-Greater amberjack-FaoRegion37,Seriola dumerili,Greater amberjack,Multinational,2012,Historic,FAO,Species,0.805914698,0.719792304,571,984.3279865,1716212.547,6665.335735,4219.292475,16907410.57,Miscellaneous pelagic fishes,37
391479,Lumped-Atlantic pomfret-FaoRegion37,Brama brama,Atlantic pomfret,Multinational,2012,Historic,FAO,Species,0.922956244,3.310683978,74,24.21769919,74369.24713,546.4888188,1666.62523,658726.121,Miscellaneous pelagic fishes,37
391605,Lumped-Common dolphinfish-FaoRegion37,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,0.695285252,1.106784698,1112,1445.035856,975575.2523,2978.996213,1413.54847,2146904.418,Miscellaneous pelagic fishes,37
391668,Lumped-European barracuda-FaoRegion37,Sphyraena sphyraena,European barracuda,Multinational,2012,Historic,FAO,Species,0.857306984,0.959114765,68,82.69932682,47651.80636,1731.860713,993.5955355,1339476.801,Miscellaneous pelagic fishes,37
391731,Lumped-Leerfish-FaoRegion37,Lichia amia,Leerfish,Multinational,2012,Historic,FAO,Species,0.645381165,0.487682738,488,1550.479941,329907.0025,10196.93286,993.5955355,8059453.968,Miscellaneous pelagic fishes,37
391955,Lumped-Atlantic bumper-FaoRegion34,Chloroscombrus chrysurus,Atlantic bumper,Multinational,2012,Historic,FAO,Species,1.781883782,0.21573781,17786,46267.1393,16070420.34,233531.679,993.5955355,45532423.85,Miscellaneous pelagic fishes,34
392144,Lumped-Chub mackerel-FaoRegion34,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.603951436,2.212053194,217645,162911.2627,124786985.2,733243.0036,1239.82642,703528692.2,Miscellaneous pelagic fishes,34
392207,Lumped-Common dolphinfish-FaoRegion34,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,1.197944381,1.129389381,466,344.4336405,512798.6825,1222.739489,1413.54847,511366.2751,Miscellaneous pelagic fishes,34
392648,Lumped-Atlantic pomfret-FaoRegion34,Brama brama,Atlantic pomfret,Multinational,2012,Historic,FAO,Species,0.734521611,1.358206672,740,741.7563655,762388.8567,13385.6925,1666.62523,20303611.36,Miscellaneous pelagic fishes,34
392711,Lumped-Blue butterfish-FaoRegion34,Stromateus fiatola,Blue butterfish,Multinational,2012,Historic,FAO,Species,1.701194013,0.382197913,7770,11950.3015,11490265.08,150414.3918,1666.62523,68723786.79,Miscellaneous pelagic fishes,34
392837,Lumped-Leerfish-FaoRegion34,Lichia amia,Leerfish,Multinational,2012,Historic,FAO,Species,0.794768507,0.822512969,717,1096.820986,496127.4106,8054.019692,993.5955355,5019484.682,Miscellaneous pelagic fishes,34
392963,Lumped-Cunene horse mackerel-FaoRegion34,Trachurus trecae,Cunene horse mackerel,Multinational,2012,Historic,FAO,Species,0.595616362,0.368925238,2632,11977.90597,633420.8836,64841.16714,353.1318655,19070350.81,Miscellaneous pelagic fishes,34
393089,Lumped-Crevalle jack-FaoRegion34,Caranx hippos,Crevalle jack,Multinational,2012,Historic,FAO,Species,0.792913658,1.394961941,6688,6046.554991,4275783.86,17826.25016,993.5955355,8474774.188,Miscellaneous pelagic fishes,34
393215,Lumped-Rainbow runner-FaoRegion34,Elagatis bipinnulata,Rainbow runner,Multinational,2012,Historic,FAO,Species,1.293923431,0.741223647,53,55.26090923,43142.50681,204.2742,993.5955355,54987.91152,Miscellaneous pelagic fishes,34
393341,Lumped-Alexandria pompano-FaoRegion34,Alectis alexandrinus,Alexandria pompano,Multinational,2012,Historic,FAO,Species,0.746812143,0.785145921,287,489.4633149,194306.2876,3015.739472,993.5955355,1933380.571,Miscellaneous pelagic fishes,34
393719,Lumped-Bigeye scad-FaoRegion71,Selar crumenophthalmus,Bigeye scad,Multinational,2012,Historic,FAO,Species,1.571332128,0.415860372,129480,198146.8455,112551146.8,879556.8165,993.5955355,194309816.6,Miscellaneous pelagic fishes,71
