,IdOrig,SciName,CommName,Country,Year,Policy,Dbase,IdLevel,BvBmsy,FvFmsy,Catch,MSY,Profits,Biomass,Price,MarginalCost,SpeciesCatName,RegionFAO
393845,Lumped-Chub mackerel-FaoRegion71,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.30898215,2.73311813,1393,1649.5266,-206504.3207,5077.876593,1239.82642,10389940.14,Miscellaneous pelagic fishes,71
393908,Lumped-Cobia-FaoRegion71,Rachycentron canadum,Cobia,Multinational,2012,Historic,FAO,Species,1.599405522,0.375785492,3436,5716.820476,3006827.068,25975.86781,993.5955355,5647350.722,Miscellaneous pelagic fishes,71
394223,Lumped-Indian mackerel-FaoRegion71,Rastrelliger kanagurta,Indian mackerel,Multinational,2012,Historic,FAO,Species,1.574216496,0.421993094,112482,169321.9366,53959626.46,752388.5361,548.5389076,91573765.21,Miscellaneous pelagic fishes,71
394412,Lumped-Rainbow runner-FaoRegion71,Elagatis bipinnulata,Rainbow runner,Multinational,2012,Historic,FAO,Species,1.449872545,0.477637754,14368,20747.59901,12257650.09,82637.30089,993.5955355,19620318.05,Miscellaneous pelagic fishes,71
394538,Lumped-Short mackerel-FaoRegion71,Rastrelliger brachysoma,Short mackerel,Multinational,2012,Historic,FAO,Species,1.569218759,0.366913932,215949,375062.3784,104159887.3,1663486.276,548.5389076,203188636.1,Miscellaneous pelagic fishes,71
394664,Lumped-Torpedo scad-FaoRegion71,Megalaspis cordyla,Torpedo scad,Multinational,2012,Historic,FAO,Species,1.601490057,0.357687429,50243,87709.70283,44062555.98,397737.969,993.5955355,86273330.62,Miscellaneous pelagic fishes,71
394853,Lumped-Black pomfret-FaoRegion71,Parastromateus niger,Black pomfret,Multinational,2012,Historic,FAO,Species,1.495139822,0.465306486,44418,63846.64554,63958298.99,268289.1446,1666.62523,104323172.3,Miscellaneous pelagic fishes,71
394916,Lumped-Blackbanded trevally-FaoRegion71,Seriolina nigrofasciata,Blackbanded trevally,Multinational,2012,Historic,FAO,Species,0.804458405,0.918821322,1747,2363.514367,1197597.586,16913.91315,993.5955355,10296541.86,Miscellaneous pelagic fishes,71
394979,Lumped-Indian scad-FaoRegion71,Decapterus russelli,Indian scad,Multinational,2012,Historic,FAO,Species,1.379154915,0.64835864,99213,110953.3011,82519413.53,487618.1563,993.5955355,127250941,Miscellaneous pelagic fishes,71
395042,Lumped-Silver pomfret-FaoRegion71,Pampus argenteus,Silver pomfret,Multinational,2012,Historic,FAO,Species,1.341333032,0.515301258,25104,36319.93847,35297883.74,142652.4565,1666.62523,62595977.35,Miscellaneous pelagic fishes,71
395289,Lumped-Great barracuda-FaoRegion71,Sphyraena barracuda,Great barracuda,Multinational,2012,Historic,FAO,Species,0.558257106,1.57887651,4746,5384.499128,2237074.679,74194.50047,993.5955355,88399805.38,Miscellaneous pelagic fishes,71
395352,Lumped-Yellowstripe scad-FaoRegion71,Selaroides leptolepis,Yellowstripe scad,Multinational,2012,Historic,FAO,Species,1.816361129,0.184423486,131814,393498.5296,119860150.9,2017551.019,993.5955355,385498151.6,Miscellaneous pelagic fishes,71
395651,Lumped-Common dolphinfish-FaoRegion77,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,0.638229669,1.73424518,6676,6031.548752,4974436.496,12000.76,1413.54847,9564668.443,Miscellaneous pelagic fishes,77
395714,Lumped-Bigeye scad-FaoRegion77,Selar crumenophthalmus,Bigeye scad,Multinational,2012,Historic,FAO,Species,1.398601491,0.575771009,94,116.7304267,78920.09895,475.9193063,993.5955355,119242.7888,Miscellaneous pelagic fishes,77
395840,Lumped-Chub mackerel-FaoRegion77,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.355765151,2.877148325,16481,16101.18737,256593.0784,50496.41826,1239.82642,86500061.31,Miscellaneous pelagic fishes,77
395966,Lumped-Opah-FaoRegion77,Lampris guttatus,Opah,Multinational,2012,Historic,FAO,Species,1.52540114,0.40894301,877,1405.894519,759617.0621,16701.55117,993.5955355,5152226.565,Miscellaneous pelagic fishes,77
396029,Lumped-Pacific jack mackerel-FaoRegion77,Trachurus symmetricus,Pacific jack mackerel,Multinational,2012,Historic,FAO,Species,0.411316629,0.025620243,145,13759.68516,40594.73592,170115.1495,353.1318655,103723623,Miscellaneous pelagic fishes,77
396185,Lumped-Rainbow runner-FaoRegion77,Elagatis bipinnulata,Rainbow runner,Multinational,2012,Historic,FAO,Species,0.929473911,1.86614309,1,0.576524616,663.8017348,1.517612727,993.5955355,567.2202616,Miscellaneous pelagic fishes,77
396374,Lumped-Yellowtail amberjack-FaoRegion77,Seriola lalandi,Yellowtail amberjack,Multinational,2012,Historic,FAO,Species,0.329906119,0.32375567,8,74.90007182,15090.9279,705.1854852,4219.292475,6306210.046,Miscellaneous pelagic fishes,77
396563,Lumped-Chub mackerel-FaoRegion87,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.232170306,1.454478575,103131,305404.356,-29802975.02,625893.4792,1239.82642,1643564590,Miscellaneous pelagic fishes,87
396626,Lumped-Common dolphinfish-FaoRegion87,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,1.49540092,0.681055516,75164,73802.27097,90048357.67,316958.682,1413.54847,105194946.4,Miscellaneous pelagic fishes,87
396932,Lumped-Atlantic saury-FaoRegion87,Scomberesox saurus,Atlantic saury,Multinational,2012,Historic,FAO,Species,1.569575553,1.320956687,12977,6258.979097,3379683.741,74725.42873,316.5257359,7086578.491,Miscellaneous pelagic fishes,87
397121,Lumped-Chilean silverside-FaoRegion87,Odontesthes regia,Chilean silverside,Multinational,2012,Historic,FAO,Species,0.792473138,1.986187275,1828,1161.372253,1095859.122,8145.070845,993.5955355,5025603.096,Miscellaneous pelagic fishes,87
397184,Lumped-Southern rays bream-FaoRegion87,Brama australis,Southern rays bream,Multinational,2012,Historic,FAO,Species,1.744326593,0.331647378,23214,40127.82399,34613831.04,514881.7256,1666.62523,229031082.7,Miscellaneous pelagic fishes,87
397373,Lumped-Pacific bumper-FaoRegion87,Chloroscombrus orqueta,Pacific bumper,Multinational,2012,Historic,FAO,Species,0.503396103,0.206622839,336,3230.361339,228122.749,12564.29693,993.5955355,11717034.9,Miscellaneous pelagic fishes,87
397601,Lumped-Atlantic silverside-FaoRegion21,Menidia menidia,Atlantic silverside,Multinational,2012,Historic,FAO,Species,1.430869083,0.49063305,408,581.1703682,346842.8274,2328.075975,993.5955355,563276.4508,Miscellaneous pelagic fishes,21
398010,Lumped-Crevalle jack-FaoRegion21,Caranx hippos,Crevalle jack,Multinational,2012,Historic,FAO,Species,0.615397127,6.782364955,6,1.437522433,1560.016094,2.569247082,993.5955355,1461.360452,Miscellaneous pelagic fishes,21
398073,Lumped-Dealfish-FaoRegion21,Trachipterus arcticus,Dealfish,Multinational,2012,Historic,FAO,Species,1.706182136,0.362479672,25,40.42322529,22092.65267,314.4389208,993.5955355,73853.50302,Miscellaneous pelagic fishes,21
398199,Lumped-Atlantic horse mackerel-FaoRegion27,Trachurus trachurus,Atlantic horse mackerel,Multinational,2012,Historic,FAO,Species,0.956589477,0.778285489,198998,267290.9038,52838886.71,2031339.586,353.1318655,357274685.9,Miscellaneous pelagic fishes,27
398323,Lumped-Atlantic pomfret-FaoRegion27,Brama brama,Atlantic pomfret,Multinational,2012,Historic,FAO,Species,1.560957722,1.07106162,13389,8008.340751,18580861.71,279062.8084,1666.62523,193537814.8,Miscellaneous pelagic fishes,27
398386,Lumped-Atlantic saury-FaoRegion27,Scomberesox saurus,Atlantic saury,Multinational,2012,Historic,FAO,Species,0.625912246,0.4963664,280,901.2436292,59265.52606,6604.112142,316.5257359,1787451.355,Miscellaneous pelagic fishes,27
398574,Lumped-Bluefish-FaoRegion27,Pomatomus saltatrix,Bluefish,Multinational,2012,Historic,FAO,Species,0.565754545,0.135057596,36,471.1459175,26897.3406,2489.274595,993.5955355,2186390.651,Miscellaneous pelagic fishes,27
398763,Lumped-Chub mackerel-FaoRegion27,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.535633475,5.150116441,36045,13066.53001,9785969.414,43275.34166,1239.82642,44267400.12,Miscellaneous pelagic fishes,27
398826,Lumped-Common dolphinfish-FaoRegion27,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,0.582299048,1.535386173,8,8.948006301,5657.632767,14.6624009,1413.54847,12420.98711,Miscellaneous pelagic fishes,27
398952,Lumped-Greater amberjack-FaoRegion27,Seriola dumerili,Greater amberjack,Multinational,2012,Historic,FAO,Species,0.753989992,0.891679325,29,43.13439582,82243.14811,261.7564481,4219.292475,700600.5006,Miscellaneous pelagic fishes,27
399323,Lumped-Mediterranean horse mackerel-FaoRegion27,Trachurus mediterraneus,Mediterranean horse mackerel,Multinational,2012,Historic,FAO,Species,0.789153123,2.072601128,438,267.7916929,92270.83072,623.6150836,353.1318655,98779.37813,Miscellaneous pelagic fishes,27
399950,Lumped-Yellowtail amberjack-FaoRegion47,Seriola lalandi,Yellowtail amberjack,Multinational,2012,Historic,FAO,Species,0.541442632,1.836563019,408,410.3003429,745278.362,5892.253147,4219.292475,31408216.73,Miscellaneous pelagic fishes,47
400227,Lumped-Pacific jack mackerel-FaoRegion67,Trachurus symmetricus,Pacific jack mackerel,Multinational,2012,Historic,FAO,Species,0.513073235,1.37775638,63,89.12278689,10033.91245,1181.957499,353.1318655,552174.1987,Miscellaneous pelagic fishes,67
400290,Lumped-Chub mackerel-FaoRegion67,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,1.083093556,4.03062948,921,210.9700382,732098.03,1915.982624,1239.82642,1061999.967,Miscellaneous pelagic fishes,67
400522,Lumped-Common dolphinfish-FaoRegion31,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,1.215696644,0.776797861,4355,4611.634932,4954976.972,16057.81353,1413.54847,6550287.425,Miscellaneous pelagic fishes,31
400648,Lumped-Ballyhoo halfbeak-FaoRegion31,Hemiramphus brasiliensis,Ballyhoo halfbeak,Multinational,2012,Historic,FAO,Species,1.172616678,0.670461491,358,455.3581579,286868.08,1531.668873,993.5955355,455514.0101,Miscellaneous pelagic fishes,31
400711,Lumped-Bar jack-FaoRegion31,Caranx ruber,Bar jack,Multinational,2012,Historic,FAO,Species,1.643582356,0.399004226,45,68.61886777,39428.43547,809.3583482,993.5955355,226108.7347,Miscellaneous pelagic fishes,31
401528,Lumped-Florida pompano-FaoRegion31,Trachinotus carolinus,Florida pompano,Multinational,2012,Historic,FAO,Species,0.553278395,0.527405028,94,322.1364557,57750.92735,1840.245737,993.5955355,1703318.99,Miscellaneous pelagic fishes,31
401591,Lumped-Atlantic moonfish-FaoRegion31,Selene setapinnis,Atlantic moonfish,Multinational,2012,Historic,FAO,Species,0.788734227,0.519038888,793,1937.057899,577979.5746,4455.575668,993.5955355,1979787.172,Miscellaneous pelagic fishes,31
401841,Lumped-Rainbow runner-FaoRegion31,Elagatis bipinnulata,Rainbow runner,Multinational,2012,Historic,FAO,Species,1.389764509,1.196226433,32,19.24843243,25618.46407,71.8676595,993.5955355,17682.65893,Miscellaneous pelagic fishes,31
402093,Lumped-American harvestfish-FaoRegion41,Peprilus paru,American harvestfish,Multinational,2012,Historic,FAO,Species,0.826574074,0.860212649,444,624.4466877,521050.4974,3870.930201,1666.62523,3654849.934,Miscellaneous pelagic fishes,41
402156,Lumped-Atlantic bumper-FaoRegion41,Chloroscombrus chrysurus,Atlantic bumper,Multinational,2012,Historic,FAO,Species,1.144718475,0.868418985,3020,3037.938249,2357788.378,10166.03283,993.5955355,3114663.888,Miscellaneous pelagic fishes,41
402219,Lumped-Atlantic moonfish-FaoRegion41,Selene setapinnis,Atlantic moonfish,Multinational,2012,Historic,FAO,Species,1.392381504,0.657166877,1899,2075.348587,1581158.905,8310.759289,993.5955355,2083128.637,Miscellaneous pelagic fishes,41
402408,Lumped-Bigeye scad-FaoRegion41,Selar crumenophthalmus,Bigeye scad,Multinational,2012,Historic,FAO,Species,1.37664922,0.689152605,693,730.4568052,574115.6656,2845.257596,993.5955355,717803.6063,Miscellaneous pelagic fishes,41
402471,Lumped-Blue runner-FaoRegion41,Caranx crysos,Blue runner,Multinational,2012,Historic,FAO,Species,1.898879808,0.108127554,1757,8557.322623,1625062.88,46167.56823,993.5955355,8454466.706,Miscellaneous pelagic fishes,41
402786,Lumped-Common dolphinfish-FaoRegion41,Coryphaena hippurus,Common dolphinfish,Multinational,2012,Historic,FAO,Species,0.381201658,0.258825866,641,6496.741284,500666.7492,7364.410029,1413.54847,9688727.569,Miscellaneous pelagic fishes,41
403094,Lumped-Rough scad-FaoRegion41,Trachurus lathami,Rough scad,Multinational,2012,Historic,FAO,Species,1.790078845,0.227237905,1766,4341.479583,566484.8189,55298.52709,353.1318655,5028355.6,Miscellaneous pelagic fishes,41
403220,Lumped-Yellowtail amberjack-FaoRegion41,Seriola lalandi,Yellowtail amberjack,Multinational,2012,Historic,FAO,Species,0.734653656,2.501093818,376,204.6327863,859058.8144,3728.891165,4219.292475,14357533.11,Miscellaneous pelagic fishes,41
403283,Lumped-Parona leatherjacket-FaoRegion41,Parona signata,Parona leatherjacket,Multinational,2012,Historic,FAO,Species,0.950981448,0.944199955,1355,1509.048768,990295.1816,11836.85159,993.5955355,5958934.787,Miscellaneous pelagic fishes,41
403661,Lumped-Chub mackerel-FaoRegion61,Scomber japonicus,Chub mackerel,Multinational,2012,Historic,FAO,Species,0.374932177,3.866890864,704782,486116.2906,-20852881.15,1518228.479,1239.82642,2426191957,Miscellaneous pelagic fishes,61
404600,Lumped-Greenback horse mackerel-FaoRegion81,Trachurus declivis,Greenback horse mackerel,Multinational,2012,Historic,FAO,Species,0.321788176,0.005728267,14,7595.121183,4108.457766,22534.51112,353.1318655,12320392.73,Miscellaneous pelagic fishes,81
404663,Lumped-Blue mackerel-FaoRegion81,Scomber australasicus,Blue mackerel,Multinational,2012,Historic,FAO,Species,1.414167167,0.536198546,10107,13328.9483,3693777.901,51604.88994,429.9951174,5430733.301,Miscellaneous pelagic fishes,81
405119,Lumped-White trevally-FaoRegion81,Pseudocaranx dentex,White trevally,Multinational,2012,Historic,FAO,Species,0.840693391,1.103696336,303,326.5542908,206684.6383,2327.637704,993.5955355,1336505.243,Miscellaneous pelagic fishes,81
405182,Lumped-Yellowtail amberjack-FaoRegion81,Seriola lalandi,Yellowtail amberjack,Multinational,2012,Historic,FAO,Species,0.487914168,0.404680731,54,273.4877038,136764.4622,3658.811394,4219.292475,21859510.85,Miscellaneous pelagic fishes,81
405308,Lumped-Atlantic pomfret-FaoRegion81,Brama brama,Atlantic pomfret,Multinational,2012,Historic,FAO,Species,0.737372878,1.219104038,150,166.8642613,157940.1667,3026.283594,1666.62523,4574090.309,Miscellaneous pelagic fishes,81
405558,Lumped-Opah-FaoRegion81,Lampris guttatus,Opah,Multinational,2012,Historic,FAO,Species,0.878048622,0.719531457,96,151.9507617,70204.70253,1184.912228,993.5955355,660546.2715,Miscellaneous pelagic fishes,81
405872,Lumped-Bigeye scad-FaoRegion57,Selar crumenophthalmus,Bigeye scad,Multinational,2012,Historic,FAO,Species,1.386616988,0.473965331,5011,7624.674538,4244582.643,30558.74893,993.5955355,7703047.69,Miscellaneous pelagic fishes,57
405935,Lumped-Black pomfret-FaoRegion57,Parastromateus niger,Black pomfret,Multinational,2012,Historic,FAO,Species,1.509466592,0.474646011,12647,17652.01051,18220879.98,75742.03294,1666.62523,29272092.22,Miscellaneous pelagic fishes,57
405998,Lumped-Blackbanded trevally-FaoRegion57,Seriolina nigrofasciata,Blackbanded trevally,Multinational,2012,Historic,FAO,Species,0.59206597,0.479114091,434,1529.962146,281787.116,8094.056375,993.5955355,6703891.337,Miscellaneous pelagic fishes,57
406124,Lumped-Indian mackerel-FaoRegion57,Rastrelliger kanagurta,Indian mackerel,Multinational,2012,Historic,FAO,Species,1.571648041,0.468577412,62314,84615.3168,29749051.32,378937.7216,548.5389076,46327154.67,Miscellaneous pelagic fishes,57
406250,Lumped-Indian scad-FaoRegion57,Decapterus russelli,Indian scad,Multinational,2012,Historic,FAO,Species,1.255562401,0.554344427,37330,53633.97714,30758791.62,201016.1499,993.5955355,56503409.19,Miscellaneous pelagic fishes,57
406313,Lumped-Silver pomfret-FaoRegion57,Pampus argenteus,Silver pomfret,Multinational,2012,Historic,FAO,Species,1.568270974,0.492936915,19816,25633.24253,28668150.64,113804.991,1666.62523,42281046.88,Miscellaneous pelagic fishes,57
406376,Lumped-Torpedo scad-FaoRegion57,Megalaspis cordyla,Torpedo scad,Multinational,2012,Historic,FAO,Species,1.569992137,0.412657035,45937,70904.84286,39939341.56,314682.9361,993.5955355,69592409.18,Miscellaneous pelagic fishes,57
406557,Lumped-Greenback horse mackerel-FaoRegion57,Trachurus declivis,Greenback horse mackerel,Multinational,2012,Historic,FAO,Species,0.135181687,0.211587217,17,594.3491338,-1126.952765,689.6838509,353.1318655,878542.6543,Miscellaneous pelagic fishes,57
406935,Lumped-Great barracuda-FaoRegion57,Sphyraena barracuda,Great barracuda,Multinational,2012,Historic,FAO,Species,0.709333716,1.378713184,2416,2470.429123,1447105.81,42232.59649,993.5955355,39318851.56,Miscellaneous pelagic fishes,57
407061,Lumped-Rainbow runner-FaoRegion57,Elagatis bipinnulata,Rainbow runner,Multinational,2012,Historic,FAO,Species,1.332718987,1.100975776,5576,3800.199676,4445541.819,14921.74354,993.5955355,3936040.579,Miscellaneous pelagic fishes,57
407187,Lumped-Short mackerel-FaoRegion57,Rastrelliger brachysoma,Short mackerel,Multinational,2012,Historic,FAO,Species,1.571086257,0.504144688,96981,122442.2869,46143660.99,542233.9292,548.5389076,66099358.29,Miscellaneous pelagic fishes,57
407250,Lumped-Yellowstripe scad-FaoRegion57,Selaroides leptolepis,Yellowstripe scad,Multinational,2012,Historic,FAO,Species,1.566121732,0.4666326,66786,91387.08831,57733479.04,408062.0108,993.5955355,90698812.68,Miscellaneous pelagic fishes,57
407360,Lumped-White trevally-FaoRegion57,Pseudocaranx dentex,White trevally,Multinational,2012,Historic,FAO,Species,0.823367792,0.969471895,41,51.36351764,28195.9956,345.9714828,993.5955355,200668.932,Miscellaneous pelagic fishes,57
407423,Lumped-Cobia-FaoRegion57,Rachycentron canadum,Cobia,Multinational,2012,Historic,FAO,Species,1.094814684,0.679701647,197,264.7325181,154998.6681,826.9959502,993.5955355,263005.9797,Miscellaneous pelagic fishes,57
407486,Lumped-Little tunny(=Atl.black skipj)-FaoRegion37,Euthynnus alletteratus,Little tunny(=Atl.black skipj),Multinational,2012,Historic,FAO,Species,1.545820502,0.618389686,4540,4749.354118,8675729.865,152842.0387,2230.56411,140287769.3,"Tunas, bonitos, billfishes",37
407549,Lumped-Atlantic bluefin tuna-FaoRegion37,Thunnus thynnus,Atlantic bluefin tuna,Multinational,2012,Historic,FAO,Species,0.479603938,1.124962801,6972,12922.20052,28858635.43,149365.9014,9252.624413,1915269576,"Tunas, bonitos, billfishes",37
407738,Lumped-Plain bonito-FaoRegion37,Orcynopsis unicolor,Plain bonito,Multinational,2012,Historic,FAO,Species,0.736048587,0.39478828,25,86.03383347,46425.25002,582.4412745,2519.75754,992644.8817,"Tunas, bonitos, billfishes",37
407801,Lumped-Frigate and bullet tunas-FaoRegion37,"Auxis thazard, A. rochei",Frigate and bullet tunas,Multinational,2012,Historic,FAO,Species,1.292818286,0.670431956,5527,6376.718883,10087247.98,59795.39223,2213.651547,47466363.25,"Tunas, bonitos, billfishes",37
